"address" "elapsed_time" "lon" "lat" "geoenc_status"
"1" " Feszty Árpád utca Budapest 1" 0.279285907745361 NA NA "NOT OK"
"2" " Belmont Ház Budapest 11" 0.319132089614868 NA NA "NOT OK"
"3" " Paskal Garden Budapest 14" 0.285634994506836 NA NA "NOT OK"
"4" " Budai Walzer I. ütem Budapest 11" 0.287005186080933 NA NA "NOT OK"
"5" " Budai Walzer I. ütem Budapest 11" 0.281911849975586 NA NA "NOT OK"
"6" " Öv utca 137. Budapest 14" 0.276127099990845 NA NA "NOT OK"
"7" " Bíbor utca 10-12 Budapest 14" 0.274545907974243 NA NA "NOT OK"
"8" " K38 Otthonok Budapest 13" 0.284361839294434 NA NA "NOT OK"
"9" " Metropolitan Garden Budapest 13" 0.286745071411133 NA NA "NOT OK"
"10" " Kassák Passage Budapest 13" 0.280426979064941 NA NA "NOT OK"
"11" " Paskal Rose Budapest 14" 0.273815155029297 NA NA "NOT OK"
"12" " K38 Otthonok Budapest 13" 0.271904230117798 NA NA "NOT OK"
"13" " Lovag utca 12. Budapest 6" 0.279329776763916 NA NA "NOT OK"
"14" " Park West Budapest 13" 0.293199062347412 NA NA "NOT OK"
"15" " Paskal Garden Budapest 14" 0.294546127319336 NA NA "NOT OK"
"16" " Paskal Garden Budapest 14" 0.277884960174561 NA NA "NOT OK"
"17" " Paskal Rose Budapest 14" 0.284380912780762 NA NA "NOT OK"
"18" " Öv utca 137. Budapest 14" 0.283780097961426 NA NA "NOT OK"
"19" " Ráday utca Budapest 9" 0.284404039382935 NA NA "NOT OK"
"20" " Lenhossék utca Budapest 9" 0.49442195892334 19.0762108 47.4772145 "OK"
"21" " Báthory utca Budapest 5" 0.285923004150391 NA NA "NOT OK"
"22" " Fo utca Budapest 1" 0.266138076782227 NA NA "NOT OK"
"23" " József Attila utca 37. Budapest 4" 0.287955045700073 NA NA "NOT OK"
"24" " The Gardens Budapest Budapest 13" 0.278553009033203 NA NA "NOT OK"
"25" " Westfalia Building Budapest 13" 0.292498826980591 NA NA "NOT OK"
"26" " The Gardens Budapest Budapest 13" 0.274957180023193 NA NA "NOT OK"
"27" " City Green Home Budapest 7" 0.289273023605347 NA NA "NOT OK"
"28" " Sasad Liget V. ütem Budapest 11" 0.279759883880615 NA NA "NOT OK"
"29" " Fecske utca 7. Budapest 8" 0.27210807800293 NA NA "NOT OK"
"30" " Csap utca Budapest 1" 0.281538009643555 NA NA "NOT OK"
"31" " Krisztinaváros – Naphegy Budapest 1" 0.286864042282104 NA NA "NOT OK"
"32" " Kosztolányi Dezso tér Budapest 11" 0.286131858825684 NA NA "NOT OK"
"33" " Törökvész Budapest 2" 0.283364057540894 NA NA "NOT OK"
"34" " Zsinór utca 7. Budapest 13" 0.283828973770142 NA NA "NOT OK"
"35" " Bárd utca 3 Budapest 9" 0.48346996307373 NA NA "NOT OK"
"36" " Bárd utca 3 Budapest 9" 0.277777910232544 NA NA "NOT OK"
"37" " Bárd utca 3 Budapest 9" 0.316582918167114 NA NA "NOT OK"
"38" " Bakáts tér 9. Budapest 9" 0.343262910842896 NA NA "NOT OK"
"39" " Csanády utca 2. Budapest 13" 0.459628105163574 NA NA "NOT OK"
"40" " Dagály Park 1. ütem Budapest 13" 0.499809980392456 NA NA "NOT OK"
"41" " Hegedus Gyula utca Budapest 13" 0.267493963241577 NA NA "NOT OK"
"42" " Alsórákos Budapest 14" 0.28053092956543 NA NA "NOT OK"
"43" " Liget utca Budapest 10" 0.47566819190979 NA NA "NOT OK"
"44" " Aradi utca Budapest 6" 0.504447937011719 19.0623964 47.5064476 "OK"
"45" " II/A kerület – Máriaremete Budapest 2" 0.272486925125122 NA NA "NOT OK"
"46" " Madách Imre út 3. Budapest 7" 0.27396297454834 NA NA "NOT OK"
"47" " Rákoskeresztúri lakótelep Budapest 17" 0.48279595375061 NA NA "NOT OK"
"48" " Mátyás tér Budapest 8" 0.477401971817017 19.0805404 47.4916032 "OK"
"49" " Ady Endre út Budapest 19" 0.284810066223145 NA NA "NOT OK"
"50" " Népszínház utca Budapest 8" 0.308794975280762 NA NA "NOT OK"
"51" " Király utca Budapest 6" 0.52134108543396 NA NA "NOT OK"
"52" " Madárhegy Budapest 11" 0.461766958236694 18.9885881 47.4677382 "OK"
"53" " Tavas utca Budapest 10" 0.284332036972046 NA NA "NOT OK"
"54" " Berda József utca Budapest 4" 0.324927091598511 NA NA "NOT OK"
"55" " Angyalföld – Béke–Tatai utcai lakótelep Budapest 13" 0.28775691986084 NA NA "NOT OK"
"56" " Bimbó út Budapest 2" 0.686862945556641 19.0300011 47.5121218 "OK"
"57" " Gazdagrét Budapest 11" 0.283145904541016 NA NA "NOT OK"
"58" " Rózsa utca Budapest 7" 0.391154050827026 NA NA "NOT OK"
"59" " Rákóczi út Budapest 16" 0.298435926437378 NA NA "NOT OK"
"60" " Villányi út Budapest 11" 0.497019052505493 NA NA "NOT OK"
"61" " Garas utca Budapest 2" 0.472120046615601 19.0174535 47.5096641 "OK"
"62" " Havanna-lakótelep Budapest 18" 0.264749050140381 NA NA "NOT OK"
"63" " Józsefváros – Corvinnegyed Budapest 8" 0.297130107879639 NA NA "NOT OK"
"64" " Kobánya-Városközpont Budapest 10" 0.482585906982422 NA NA "NOT OK"
"65" " Havanna-lakótelep Budapest 18" 0.484042167663574 19.1669224 47.4387135 "OK"
"66" " Laposdulo Budapest 10" 0.292605876922607 NA NA "NOT OK"
"67" " Külso-Erzsébetváros Budapest 7" 0.284050941467285 NA NA "NOT OK"
"68" " Bulcsú utca Budapest 6" 0.282980918884277 NA NA "NOT OK"
"69" " Külso Szilágyi út 10. Budapest 4" 0.576099872589111 NA NA "NOT OK"
"70" " Baross tér Budapest 7" 0.566315174102783 19.085144 47.5016214 "OK"
"71" " Kökörcsin utca Budapest 11" 0.321883916854858 NA NA "NOT OK"
"72" " Sárkány utca Budapest 8" 0.331637859344482 NA NA "NOT OK"
"73" " Pasarét Budapest 2" 0.273256778717041 NA NA "NOT OK"
"74" " Rokolya utca 38. Budapest 13" 0.477134943008423 NA NA "NOT OK"
"75" " Angyalföld Budapest 13" 0.472074031829834 19.082082 47.5383689 "OK"
