"address" "elapsed_time" "lon" "lat" "geoenc_status"
"76" " Bulcsú utca Budapest 6" 0.280916929244995 NA NA "NOT OK"
"77" " Páva utca Budapest 9" 0.292187929153442 NA NA "NOT OK"
"78" " Viola utca Budapest 9" 0.475072145462036 NA NA "NOT OK"
"79" " Tompa utca Budapest 9" 0.514731884002686 19.0698768 47.4826733 "OK"
"80" " Delej utca Budapest 8" 0.46219801902771 NA NA "NOT OK"
"81" " Mátyás tér Budapest 8" 0.283720016479492 NA NA "NOT OK"
"82" " Külso-Terézváros Budapest 6" 0.309816122055054 NA NA "NOT OK"
"83" " Lipótváros Budapest 5" 0.47111701965332 19.0503804 47.5045431 "OK"
"84" " Külso-Erzsébetváros Budapest 7" 0.279029130935669 NA NA "NOT OK"
"85" " Külso-Erzsébetváros Budapest 7" 0.281810998916626 NA NA "NOT OK"
"86" " Józsefváros – Népszínháznegyed Budapest 8" 0.283210039138794 NA NA "NOT OK"
"87" " Újpesti lakótelep Budapest 4" 0.675646781921387 19.0983304 47.5627134 "OK"
"88" " Újpesti lakótelep Budapest 4" 0.278807163238525 NA NA "NOT OK"
"89" " Herminamezo Budapest 14" 0.271379947662354 NA NA "NOT OK"
"90" " Alsórákos Budapest 14" 0.295950174331665 NA NA "NOT OK"
"91" " Újpest Budapest 4" 0.474013805389404 NA NA "NOT OK"
"92" " Árpád utca Budapest 21" 0.551223039627075 18.9665913897697 47.56131715 "OK"
"93" " Középso-Ferencváros – Rehabilitációs terület Budapest 9" 0.27830696105957 NA NA "NOT OK"
"94" " Nyár utca Budapest 7" 0.35646915435791 NA NA "NOT OK"
"95" " Egressy út Budapest 14" 0.478980779647827 NA NA "NOT OK"
"96" " Jerney utca Budapest 14" 0.481099843978882 19.1224086 47.5155811 "OK"
"97" " Dobozi utca Budapest 8" 0.281550168991089 NA NA "NOT OK"
"98" " Belso-Terézváros Budapest 6" 0.260551929473877 NA NA "NOT OK"
"99" " Aradi utca Budapest 6" 0.486495018005371 NA NA "NOT OK"
"100" " Flórián tér Budapest 3" 0.499144077301025 19.0394208713575 47.5405313 "OK"
"101" " Aradi utca Budapest 6" 0.292762994766235 NA NA "NOT OK"
"102" " Erzsébet körút Budapest 7" 0.283762216567993 NA NA "NOT OK"
"103" " Váci út Budapest 13" 0.262666940689087 NA NA "NOT OK"
"104" " Angol utca Budapest 14" 0.676261901855469 19.1174291 47.5142555 "OK"
"105" " Baross utca Budapest 18" 0.294725894927979 NA NA "NOT OK"
"106" " Józsefváros – Orczynegyed Budapest 8" 0.292135953903198 NA NA "NOT OK"
"107" " Újpesti rakpart Budapest 13" 0.277130126953125 NA NA "NOT OK"
"108" " Andrássy út Budapest 6" 0.511975049972534 NA NA "NOT OK"
"109" " Tihany utca Budapest 14" 0.480732202529907 19.1403906 47.5144923 "OK"
"110" " Pösingermajor Budapest 11" 0.285290956497192 NA NA "NOT OK"
"111" " Andrássy út Budapest 6" 0.290343046188354 NA NA "NOT OK"
"112" " Spanyolrét Budapest 11" 0.486998081207275 NA NA "NOT OK"
"113" " Alsórákos – Füredi utcai lakótelep Budapest 14" 0.481697082519531 NA NA "NOT OK"
"114" " Júlia utca Budapest 2" 0.279749870300293 NA NA "NOT OK"
"115" " István utca Budapest 7" 0.295061111450195 19.0780394 47.5030393 "OK"
"116" " Táltos utca Budapest 12" 0.477673053741455 NA NA "NOT OK"
"117" " Tompa utca Budapest 9" 0.490355968475342 19.0698768 47.4826733 "OK"
"118" " Madárhegy Budapest 11" 0.283143043518066 NA NA "NOT OK"
"119" " Külso-Terézváros Budapest 6" 0.272814989089966 NA NA "NOT OK"
"120" " Belso-Ferencváros Budapest 9" 0.479483842849731 NA NA "NOT OK"
"121" " Frankel Leó út Budapest 2" 0.481498003005981 19.0378381 47.5125423 "OK"
"122" " Izabella utca 29. Budapest 7" 0.483927011489868 NA NA "NOT OK"
"123" " Szalag utca Budapest 1" 0.317118167877197 NA NA "NOT OK"
"124" " Váci út Budapest 13" 0.266569852828979 NA NA "NOT OK"
"125" " Csepel-Ófalu Budapest 21" 0.298449993133545 NA NA "NOT OK"
"126" " Börzsöny utca Budapest 9" 0.50327205657959 19.1119276 47.4670893 "OK"
"127" " Fehérvári út Budapest 11" 0.277793884277344 NA NA "NOT OK"
"128" " Józsefváros – Magdolnanegyed Budapest 8" 0.481912136077881 NA NA "NOT OK"
"129" " Kiss János altábornagy utca Budapest 21" 0.276597023010254 NA NA "NOT OK"
"130" " Viola utca Budapest 9" 0.472373008728027 NA NA "NOT OK"
"131" " Kapy utca Budapest 2" 0.883297204971313 18.9939409 47.5257504 "OK"
"132" " Bem rakpart Budapest 1" 0.261673927307129 NA NA "NOT OK"
"133" " Angyalföldi út Budapest 13" 0.298940181732178 NA NA "NOT OK"
"134" " Futár utca 34. Budapest 13" 0.280225992202759 NA NA "NOT OK"
"135" " Vizafogó Budapest 13" 0.51087498664856 19.0643263 47.5369144 "OK"
"136" " Ormánság utca Budapest 14" 0.287131071090698 NA NA "NOT OK"
"137" " Királyok útja Budapest 3" 0.47825288772583 NA NA "NOT OK"
"138" " Dohány utca Budapest 7" 0.274852991104126 NA NA "NOT OK"
"139" " Béke utca Budapest 13" 0.270025014877319 NA NA "NOT OK"
"140" " Hernád utca Budapest 7" 0.48194694519043 NA NA "NOT OK"
"141" " Törökor Budapest 14" 0.479915142059326 19.1115031 47.5074376 "OK"
"142" " Egressy út Budapest 14" 0.264018774032593 NA NA "NOT OK"
"143" " Dayka tér Budapest 11" 0.288352012634277 NA NA "NOT OK"
"144" " Kelenföld Budapest 11" 0.474585056304932 NA NA "NOT OK"
"145" " Lipótváros Budapest 5" 0.47522497177124 19.0503804 47.5045431 "OK"
"146" " Albert utca Budapest 11" 0.271893978118896 NA NA "NOT OK"
"147" " Törökko – Gyógyszergyár utcai lakótelep Budapest 3" 0.262869119644165 NA NA "NOT OK"
"148" " Szemere utca Budapest 5" 0.487262964248657 NA NA "NOT OK"
"149" " Király utca Budapest 7" 0.52112889289856 19.070639 47.5063307 "OK"
"150" " Vörösvári út Budapest 3" 0.473520994186401 NA NA "NOT OK"
"151" " Budafoki temeto Budapest 22" 0.27060604095459 NA NA "NOT OK"
"152" " Ülloi út Budapest 10" 0.2794508934021 NA NA "NOT OK"
"153" " Kelenföld Budapest 11" 0.4792640209198 19.0411082 47.465171 "OK"
"154" " Józsefváros – Csarnoknegyed Budapest 8" 0.289663076400757 NA NA "NOT OK"
"155" " Ormánság utca Budapest 14" 0.275240898132324 NA NA "NOT OK"
"156" " Dembinszky utca Budapest 7" 0.470000982284546 NA NA "NOT OK"
"157" " Külso-Terézváros Budapest 6" 0.480297088623047 19.0253263 47.5091897 "OK"
"158" " Újlipótváros Budapest 13" 0.277708053588867 NA NA "NOT OK"
"159" " Külso-Terézváros Budapest 6" 0.287816047668457 NA NA "NOT OK"
"160" " Alsórákos Budapest 14" 0.460131168365479 NA NA "NOT OK"
"161" " Liliom utca Budapest 9" 0.483788967132568 19.0314380709717 47.42285045 "OK"
"162" " Petofi Sándor utca Budapest 5" 0.26557993888855 NA NA "NOT OK"
"163" " Megyeri út Budapest 4" 0.285621166229248 NA NA "NOT OK"
"164" " Baross utca 75. Budapest 8" 0.315707921981812 NA NA "NOT OK"
"165" " Alsórákos Budapest 14" 0.500465869903564 NA NA "NOT OK"
"166" " Virányos Budapest 12" 0.477828979492188 18.9896099 47.5143247 "OK"
"167" " Petofi Sándor utca Budapest 5" 0.25887393951416 NA NA "NOT OK"
"168" " Kerepesdulo Budapest 8" 0.277997016906738 NA NA "NOT OK"
"169" " Erzsébetfalva – Pesterzsébeti lakótelep Budapest 20" 0.486222982406616 NA NA "NOT OK"
"170" " Nefelejcs utca Budapest 7" 0.50092601776123 19.0829038 47.5020498 "OK"
"171" " Rákóczi utca Budapest 19" 0.264458179473877 NA NA "NOT OK"
"172" " Angol utca Budapest 14" 0.284399032592773 NA NA "NOT OK"
"173" " Budatétény – Rózsakert utcai lakótelep Budapest 22" 0.501020908355713 NA NA "NOT OK"
"174" " Bajza utca Budapest 6" 0.4808030128479 19.0679447 47.5146327 "OK"
"175" " Wesselényi utca Budapest 7" 0.279117822647095 NA NA "NOT OK"
"176" " Külso-Terézváros Budapest 6" 0.294763088226318 NA NA "NOT OK"
"177" " Külso-Erzsébetváros Budapest 7" 0.526654958724976 NA NA "NOT OK"
"178" " Kissvábhegy Budapest 12" 0.475709915161133 19.0125691 47.5022677 "OK"
"179" " Keve utca Budapest 3" 0.265902042388916 NA NA "NOT OK"
"180" " Krisztinaváros Budapest 12" 0.280632019042969 NA NA "NOT OK"
"181" " Belso-Ferencváros Budapest 9" 0.485818147659302 NA NA "NOT OK"
"182" " Dob utca Budapest 7" 0.489666938781738 19.0728525 47.5046536 "OK"
"183" " József Attila-lakótelep Budapest 9" 0.280819177627563 NA NA "NOT OK"
"184" " Belso-Ferencváros Budapest 9" 0.273742914199829 NA NA "NOT OK"
"185" " Rózsadomb Budapest 2" 0.283982992172241 NA NA "NOT OK"
"186" " Újpest Budapest 4" 0.499766111373901 NA NA "NOT OK"
"187" " Újpest Budapest 4" 0.495035886764526 19.0795995 47.5586495 "OK"
"188" " Pap Károly utca 12. Budapest 13" 0.279253005981445 NA NA "NOT OK"
"189" " Reitter Ferenc utca 18-20. Budapest 13" 0.280943870544434 NA NA "NOT OK"
"190" " Ozgida utca Budapest 2" 0.521890163421631 NA NA "NOT OK"
"191" " Dráva utca Budapest 13" 0.517982006072998 19.0574357 47.5261906 "OK"
"192" " Németvölgy Budapest 12" 0.284801959991455 NA NA "NOT OK"
"193" " Külso-Terézváros Budapest 6" 0.283514022827148 NA NA "NOT OK"
"194" " Óhegy utca Budapest 10" 0.470529079437256 NA NA "NOT OK"
"195" " Albertfalva – Kondorosi lakónegyed Budapest 11" 0.471931934356689 NA NA "NOT OK"
"196" " Józsefváros – Népszínháznegyed Budapest 8" 0.286895990371704 NA NA "NOT OK"
"197" " Király utca Budapest 6" 0.275248050689697 NA NA "NOT OK"
"198" " Ady Endre út 97-99 Budapest 19" 0.49299693107605 NA NA "NOT OK"
"199" " Thököly út Budapest 14" 0.498954057693481 19.1118284 47.5192679 "OK"
"200" " István utca Budapest 7" 0.298716068267822 NA NA "NOT OK"
"201" " Valéria utca Budapest 3" 0.267647981643677 NA NA "NOT OK"
"202" " Hollós Korvin Lajos utca Budapest 3" 0.279689073562622 NA NA "NOT OK"
"203" " Külso-Terézváros Budapest 6" 0.475771903991699 NA NA "NOT OK"
"204" " Külso-Terézváros Budapest 6" 0.469104051589966 19.0253263 47.5091897 "OK"
"205" " Víziváros Budapest 2" 0.281296014785767 NA NA "NOT OK"
"206" " Külso-Terézváros Budapest 6" 0.487406969070435 19.0253263 47.5091897 "OK"
"207" " Kossuthfalva Budapest 20" 0.286325216293335 NA NA "NOT OK"
"208" " Bajcsy-Zsilinszky út Budapest 5" 0.474133968353271 NA NA "NOT OK"
"209" " Madárhegy Budapest 11" 0.281683921813965 NA NA "NOT OK"
"210" " Kresz Géza utca Budapest 13" 0.298032999038696 NA NA "NOT OK"
"211" " Gát utca Budapest 9" 0.49442195892334 NA NA "NOT OK"
"212" " Újpalota Budapest 15" 0.503741025924683 19.1259833 47.5316448 "OK"
"213" " Nádastó park Budapest 15" 0.28010892868042 NA NA "NOT OK"
"214" " Apály utca Budapest 13" 0.264913082122803 NA NA "NOT OK"
"215" " Havanna-lakótelep Budapest 18" 0.490102052688599 NA NA "NOT OK"
"216" " Esztergomi út Budapest 13" 0.480859994888306 19.0620899 47.5299668 "OK"
"217" " Józsefváros – Népszínháznegyed Budapest 8" 0.286123037338257 NA NA "NOT OK"
"218" " Rákospalota Budapest 15" 0.283804893493652 NA NA "NOT OK"
"219" " Pasarét Budapest 2" 0.474962949752808 NA NA "NOT OK"
"220" " Külso-Ferencváros Budapest 9" 0.478092193603516 19.0943789 47.4577147 "OK"
"221" " Alsórákos Budapest 14" 0.487974882125854 NA NA "NOT OK"
"222" " Muraközi utca Budapest 2" 0.296041965484619 NA NA "NOT OK"
"223" " Ozgida utca Budapest 2" 0.334074974060059 NA NA "NOT OK"
"224" " Csobánc utca Budapest 8" 0.313064813613892 NA NA "NOT OK"
"225" " Asbóth utca Budapest 7" 0.510883092880249 19.0580915 47.4970581 "OK"
"226" " Országút Budapest 2" 0.285993099212646 NA NA "NOT OK"
"227" " Kissvábhegy Budapest 12" 0.273227214813232 NA NA "NOT OK"
"228" " Vörösmarty tér 5. Budapest 5" 0.479544878005981 NA NA "NOT OK"
"229" " Baross utca Budapest 8" 0.506468057632446 19.2437194434311 47.4674544 "OK"
"230" " Baross utca Budapest 8" 0.273051977157593 NA NA "NOT OK"
"231" " Országút Budapest 2" 0.290224075317383 NA NA "NOT OK"
"232" " Víziváros – Váralja Budapest 1" 0.499766111373901 NA NA "NOT OK"
"233" " Vérhalom Budapest 2" 0.475503921508789 19.0154929 47.5239802 "OK"
"234" " Hajnóczy József utca 6. Budapest 12" 0.287231922149658 NA NA "NOT OK"
"235" " Páskom park Budapest 15" 0.316123008728027 NA NA "NOT OK"
"236" " Herminamezo Budapest 14" 0.280010938644409 NA NA "NOT OK"
"237" " Hárshegyi út Budapest 2" 0.475734949111938 NA NA "NOT OK"
"238" " Belváros Budapest 5" 0.488123893737793 19.0546939 47.4919178 "OK"
"239" " Józsefváros – Magdolnanegyed Budapest 8" 0.289353132247925 NA NA "NOT OK"
"240" " Középso-Erzsébetváros Budapest 7" 0.290555953979492 NA NA "NOT OK"
"241" " Havanna-lakótelep Budapest 18" 0.487362146377563 NA NA "NOT OK"
"242" " Külso-Erzsébetváros Budapest 7" 0.485653877258301 NA NA "NOT OK"
"243" " Vérhalom Budapest 2" 0.284303188323975 NA NA "NOT OK"
"244" " József nádor tér Budapest 5" 0.273918151855469 NA NA "NOT OK"
"245" " István utca Budapest 7" 0.484325885772705 NA NA "NOT OK"
"246" " Szövoszék utca Budapest 10" 0.475450038909912 19.1598868 47.4723005 "OK"
"247" " Árpád fejedelem útja Budapest 2" 0.274226903915405 NA NA "NOT OK"
"248" " Frankel Leó út Budapest 2" 0.283491849899292 NA NA "NOT OK"
"249" " Albertfalva – Kondorosi lakónegyed Budapest 11" 0.518861055374146 NA NA "NOT OK"
"250" " Lágymányos – Muegyetem környéke Budapest 11" 0.4829421043396 NA NA "NOT OK"
"251" " Lágymányos – Muegyetem környéke Budapest 11" 0.280150175094604 NA NA "NOT OK"
"252" " József körút Budapest 8" 0.293011903762817 NA NA "NOT OK"
"253" " Kelenföld Budapest 11" 0.287788152694702 NA NA "NOT OK"
"254" " Eötvös utca Budapest 6" 0.485216856002808 NA NA "NOT OK"
"255" " Ormezoi lakótelep Budapest 11" 0.459952116012573 NA NA "NOT OK"
"256" " Dózsa György út Budapest 13" 0.282241821289062 NA NA "NOT OK"
"257" " Ihász utca Budapest 10" 0.272490978240967 NA NA "NOT OK"
"258" " Kékvirág utca Budapest 10" 0.477425098419189 NA NA "NOT OK"
"259" " Báthory utca Budapest 5" 0.487993001937866 19.0490987 47.5058886 "OK"
"260" " Országút Budapest 2" 0.279311895370483 NA NA "NOT OK"
"261" " Szemlohegy Budapest 2" 0.271592140197754 NA NA "NOT OK"
"262" " Hegyalatti utca Budapest 17" 0.480341911315918 NA NA "NOT OK"
"263" " Harmat utca 22. Budapest 10" 0.686368942260742 19.1363359 47.4895131 "OK"
"264" " Tüske utca Budapest 2" 0.309842109680176 NA NA "NOT OK"
"265" " Virányos Budapest 12" 0.283844947814941 NA NA "NOT OK"
"266" " Horváth Mihály tér Budapest 8" 0.284765005111694 NA NA "NOT OK"
"267" " Külso-Erzsébetváros Budapest 7" 0.492566108703613 NA NA "NOT OK"
"268" " Frangepán utca 28-30 Budapest 13" 0.487691164016724 19.0742486333333 47.5355333666667 "OK"
"269" " Baross tér Budapest 7" 0.28422999382019 NA NA "NOT OK"
"270" " Rózsa utca Budapest 7" 0.299084901809692 NA NA "NOT OK"
"271" " Mártonhegy Budapest 12" 0.480510950088501 NA NA "NOT OK"
"272" " Felhévíz Budapest 2" 0.475497007369995 19.0370392 47.5174998 "OK"
"273" " Kacsa utca Budapest 2" 0.285958051681519 NA NA "NOT OK"
"274" " Izabella utca Budapest 7" 0.279493093490601 NA NA "NOT OK"
"275" " Frankel Leó út Budapest 2" 0.481253862380981 NA NA "NOT OK"
"276" " Cserhát utca Budapest 7" 0.485327005386353 19.0864193 47.5039208 "OK"
"277" " Törökvész út Budapest 2" 0.308515787124634 19.0215764988183 47.51993535 "OK"
"278" " Bercsényi utca Budapest 11" 0.844468116760254 NA NA "NOT OK"
"279" " Újlipótvárosi lakótelep Budapest 13" 0.275015115737915 NA NA "NOT OK"
"280" " Muraközi utca Budapest 2" 0.274938821792603 NA NA "NOT OK"
"281" " Tompa utca Budapest 9" 0.274006128311157 NA NA "NOT OK"
"282" " Ambrus Zoltán utca 6. Budapest 4" 0.88132905960083 NA NA "NOT OK"
"283" " Hollán Erno utca Budapest 13" 0.255424976348877 NA NA "NOT OK"
"284" " Rákoscsaba Budapest 17" 0.332020998001099 NA NA "NOT OK"
"285" " Berzsenyi utca Budapest 8" 0.490157127380371 19.0793814 47.4983091 "OK"
"286" " Erzsébet körút Budapest 7" 0.281516790390015 NA NA "NOT OK"
"287" " Sajó utca Budapest 7" 0.293349981307983 NA NA "NOT OK"
"288" " Deres utca Budapest 12" 0.49949312210083 NA NA "NOT OK"
"289" " Október 6. utca Budapest 5" 0.477548837661743 19.0506162 47.5025472 "OK"
"290" " Bercsényi utca Budapest 11" 0.261084794998169 NA NA "NOT OK"
"291" " Mádi utca Budapest 10" 0.283776998519897 NA NA "NOT OK"
"292" " Belváros Budapest 5" 0.473304986953735 NA NA "NOT OK"
"293" " Középso-Erzsébetváros Budapest 7" 0.482698917388916 NA NA "NOT OK"
"294" " Rákoscsaba Budapest 17" 0.276904821395874 NA NA "NOT OK"
"295" " Peterdy utca Budapest 7" 0.326400995254517 NA NA "NOT OK"
"296" " Krisztinaváros – Váralja Budapest 1" 0.314215898513794 NA NA "NOT OK"
"297" " Falk Miksa utca 16. Budapest 5" 0.476302146911621 NA NA "NOT OK"
"298" " Kecskeméti utca Budapest 5" 0.473560094833374 19.0593316 47.4906568 "OK"
"299" " Gát utca Budapest 9" 0.272063016891479 NA NA "NOT OK"
"300" " Óbuda-Óváros Budapest 3" 0.273075103759766 NA NA "NOT OK"
"301" " Pasarét Budapest 2" 0.498309850692749 NA NA "NOT OK"
"302" " Péterfy Sándor utca Budapest 7" 0.50444507598877 19.0836313 47.5038045 "OK"
"303" " Menyecske utca Budapest 11" 0.275227069854736 NA NA "NOT OK"
"304" " Jász utca Budapest 13" 0.262969017028809 NA NA "NOT OK"
"305" " Pasarét Budapest 2" 0.497886896133423 NA NA "NOT OK"
"306" " Károly körút Budapest 7" 0.500007152557373 19.0583753 47.4963542 "OK"
"307" " Kiszugló Budapest 14" 0.275650978088379 NA NA "NOT OK"
"308" " Rózsadomb Budapest 2" 0.301359176635742 NA NA "NOT OK"
"309" " Akadémia Garden by Cordia Budapest 9" 0.490165948867798 NA NA "NOT OK"
"310" " Törökor Budapest 14" 0.491151094436646 19.1115031 47.5074376 "OK"
"311" " Akadémia Garden by Cordia Budapest 9" 0.287755966186523 NA NA "NOT OK"
"312" " Akadémia Garden by Cordia Budapest 9" 0.278280019760132 NA NA "NOT OK"
"313" " Akadémia Garden by Cordia Budapest 9" 0.282204866409302 NA NA "NOT OK"
"314" " Akadémia Garden by Cordia Budapest 9" 0.470506906509399 NA NA "NOT OK"
"315" " Akadémia Garden by Cordia Budapest 9" 0.474488973617554 NA NA "NOT OK"
"316" " Márvány utca Budapest 1" 0.313781976699829 NA NA "NOT OK"
"317" " Széchenyi rakpart Budapest 5" 0.41936993598938 NA NA "NOT OK"
"318" " Akadémia Garden by Cordia Budapest 9" 0.295973062515259 NA NA "NOT OK"
"319" " Akadémia Garden by Cordia Budapest 9" 0.496143102645874 NA NA "NOT OK"
"320" " Rottenbiller utca Budapest 7" 0.48541784286499 19.0794732 47.4996797 "OK"
"321" " Külso-Erzsébetváros – Ligetváros Budapest 7" 0.270075082778931 NA NA "NOT OK"
"322" " Izabella utca Budapest 6" 0.309630155563354 NA NA "NOT OK"
"323" " Rottenbiller utca Budapest 7" 0.468197822570801 NA NA "NOT OK"
"324" " Külso-Erzsébetváros – Ligetváros Budapest 7" 0.575226068496704 NA NA "NOT OK"
"325" " Akadémia Garden by Cordia Budapest 9" 0.287735939025879 NA NA "NOT OK"
"326" " Kálmán Imre utca Budapest 5" 0.299561977386475 NA NA "NOT OK"
"327" " Kálmán Imre utca Budapest 5" 0.286358118057251 NA NA "NOT OK"
"328" " Akadémia Garden by Cordia Budapest 9" 0.684911966323853 NA NA "NOT OK"
"329" " Bíró utca Budapest 12" 0.302720069885254 NA NA "NOT OK"
"330" " Akadémia Garden by Cordia Budapest 9" 0.299865961074829 NA NA "NOT OK"
"331" " Bíbor utca 14-16. Budapest 14" 0.266262054443359 NA NA "NOT OK"
"332" " Óbuda – Filatorigát Budapest 3" 0.504410982131958 NA NA "NOT OK"
"333" " Szent László út Budapest 13" 0.564977169036865 19.0845516 47.5248526 "OK"
"334" " Tigris utca Budapest 1" 0.274849891662598 NA NA "NOT OK"
"335" " Akadémia Garden by Cordia Budapest 9" 0.27910590171814 NA NA "NOT OK"
"336" " Akadémia Garden by Cordia Budapest 9" 0.4930419921875 NA NA "NOT OK"
"337" " Akadémia Garden by Cordia Budapest 9" 0.893762111663818 NA NA "NOT OK"
