"address","lon","lat","as.character.d.display_name.","elapsed_time"
" Béke Residence Budapest XIII. kerület",NA,NA,NA,0.317352056503296
" Wesselényi utca Budapest XX. kerület",19.1260226,47.431802,"Wesselényi utca, Gubacsipuszta, XX. kerület, Budapest, Közép-Magyarország, 1204, Magyarország",0.261489152908325
" Béke Residence Budapest XIII. kerület",NA,NA,NA,0.301606178283691
" Rakéta utca Budapest XXI. kerület",19.058106,47.4082973,"Rakéta utca, Csepel-Csillagtelep, XXI. kerület, Budapest, Közép-Magyarország, 1214, Magyarország",0.260817050933838
" Garay tér Budapest VII. kerület",19.0845342,47.5042183,"Garay tér, Ligetváros, Erzsébetváros, VII. kerület, Budapest, Közép-Magyarország, 1076, Magyarország",0.282387018203735
" Ülloi út Budapest IX. kerület",19.1032197,47.4739192,"Ülloi út, Középso-Ferencváros, IX. kerület, Budapest, Közép-Magyarország, 1098, Magyarország",0.270197153091431
" Rákosfalva Budapest XIV. kerület",19.1462216,47.5068868,"Rákosfalva, XIV. kerület, Budapest, Közép-Magyarország, Magyarország",0.287028074264526
" Újpest-Központ Budapest IV. kerület",19.0913863,47.560193,"Újpest-központ, Árpád út, Újpesti lakótelep, Újpest, IV. kerület, Budapest, Közép-Magyarország, 1042, Magyarország",0.285917997360229
" Alsórákos Budapest XIV. kerület",19.1282801,47.5251778,"Alsórákos, XIV. kerület, Budapest, Közép-Magyarország, Magyarország",0.265002965927124
" Etele út 54. Budapest XI. kerület",19.0293192,47.4630852,"54/b, Etele út, Nádorliget-lakópark, Kelenföld, XI. kerület, Budapest, Közép-Magyarország, 1115, Magyarország",0.273030996322632
" Alsórákos Budapest XIV. kerület",19.1282801,47.5251778,"Alsórákos, XIV. kerület, Budapest, Közép-Magyarország, Magyarország",0.257812976837158
" Asbóth utca Budapest VII. kerület",19.0580915,47.4970581,"Asbóth utca, Erzsébetváros, VII. kerület, Budapest, Közép-Magyarország, 1075, Magyarország",0.269747972488403
" Attila út Budapest I. kerület",19.0355862,47.4958888,"Attila út, Krisztinaváros, I. kerület, Budapest, Közép-Magyarország, 1013, Magyarország",0.273806095123291
" Pestújhely Budapest XV. kerület",19.1297636,47.5379542,"Pestújhely, XV. kerület, Budapest, Közép-Magyarország, 1158, Magyarország",0.267426013946533
" Volegény utca Budapest XIII. kerület",19.0818677,47.5466481,"Volegény utca, Angyalföld-Kertváros, Angyalföld, XIII. kerület, Budapest, Közép-Magyarország, 1131, Magyarország",0.277271032333374
" Káposztásmegyer I. lakótelep Budapest IV. kerület",19.1191425,47.5951354,"Káposztásmegyer II. lakótelep, Káposztásmegyer, IV. kerület, Budapest, Közép-Magyarország, 1048, Magyarország",0.286763191223145
" István utca Budapest VII. kerület",19.0851363,47.5063724,"István utca, Ligetváros, Erzsébetváros, VII. kerület, Budapest, Közép-Magyarország, 1078, Magyarország",0.275689125061035
" Albertfalva – Kondorosi lakónegyed Budapest XI. kerület",NA,NA,NA,0.270785093307495
" Rómaifürdo – Pók utcai lakótelep Budapest III. kerület",19.048643,47.5761295,"Rómaifürdo, Szentendrei út, Mocsárosdulo, III. kerület, Budapest, Közép-Magyarország, 1031, Magyarország",0.27330207824707
" Alsórákos Budapest XIV. kerület",19.1282801,47.5251778,"Alsórákos, XIV. kerület, Budapest, Közép-Magyarország, Magyarország",0.274374961853027
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.309736967086792
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.30334997177124
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.3056480884552
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.321135997772217
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.311844825744629
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.312121152877808
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.307063817977905
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.298344135284424
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.298214197158813
" Vámház körút Budapest IX. kerület",19.058507,47.4875013,"Vámház körút, Belso-Ferencváros, IX. kerület, Budapest, Közép-Magyarország, 1093, Magyarország",0.27458381652832
" Csatárka Budapest II. kerület",19.002578,47.5315247,"Csatárka, II. kerület, Budapest, Közép-Magyarország, Magyarország",0.268176078796387
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.296122074127197
" Alsórákos Budapest XIV. kerület",19.1282801,47.5251778,"Alsórákos, XIV. kerület, Budapest, Közép-Magyarország, Magyarország",0.273837804794312
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.287130832672119
" Kelenföld – Fehérvári úti lakótelep Budapest XI. kerület",NA,NA,NA,0.251519918441772
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.289751052856445
" Kossuth Ferenc-telep Budapest XVIII. kerület",19.1765524,47.4048457,"Kossuth Ferenc-telep, XVIII. kerület, Budapest, Közép-Magyarország, Magyarország",0.238231897354126
" Havanna-lakótelep Budapest XVIII. kerület",19.1669224,47.4387135,"Havanna-lakótelep, XVIII. kerület, Budapest, Közép-Magyarország, 1181, Magyarország",0.288626909255981
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.316848993301392
" Lipótváros Budapest V. kerület",19.0503804,47.5045431,"Lipótváros, V. kerület, Budapest, Közép-Magyarország, Magyarország",0.278723955154419
" Rumbach Sebestyén utca Budapest VII. kerület",19.0598899,47.4970308,"Rumbach Sebestyén utca, Erzsébetváros, VII. kerület, Budapest, Közép-Magyarország, 1075, Magyarország",0.291071891784668
" Hatvany Lajos utca Budapest III. kerület",19.0650104,47.5995466,"Hatvany Lajos utca, Pünkösdfürdo, Békásmegyer, III. kerület, Budapest, Közép-Magyarország, 1039, Magyarország",0.249770164489746
" Krisztinaváros – Naphegy Budapest I. kerület",NA,NA,NA,0.259442090988159
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.302720069885254
" Zöldmál Budapest II. kerület",19.0155523,47.5272253,"Zöldmál, II. kerület, Budapest, Közép-Magyarország, 1025, Magyarország",0.242205142974854
" Országút Budapest II. kerület",19.0272866,47.5117089,"Országút, II. kerület, Budapest, Közép-Magyarország, 1024, Magyarország",0.238090991973877
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.314852952957153
" Bajza utca Budapest VI. kerület",19.0759424,47.5079253,"Bajza utca, Ligetváros, Erzsébetváros, VII. kerület, Budapest, Közép-Magyarország, 1071, Magyarország",0.265433073043823
" Lovag utca Budapest VI. kerület",19.0566679,47.5059463,"Lovag utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1065, Magyarország",0.251622915267944
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.30971884727478
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.373888969421387
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.542125940322876
" Thermal Zugló 3 Budapest XIV. kerület",19.0825223067774,47.5184354,"Széchenyi gyógyfürdo és uszoda, 9-11, Állatkerti körút, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.605926990509033
" Aradi utca Budapest IV. kerület",19.0863257,47.5605733,"Aradi utca, Pozsonyi utcai lakótelep, Újpest, IV. kerület, Budapest, Közép-Magyarország, 1043, Magyarország",0.246592044830322
" Vár Budapest I. kerület",19.0325119,47.5014854,"Vár, I. kerület, Budapest, Közép-Magyarország, 1014, Magyarország",0.253273010253906
" Józsefváros – Palotanegyed Budapest VIII. kerület",NA,NA,NA,0.266578912734985
" Cinkota Budapest XVI. kerület",19.2300729,47.5222844,"Cinkota, XVI. kerület, Budapest, Közép-Magyarország, 1164, Magyarország",0.239917039871216
" Újpest-Kertváros Budapest IV. kerület",19.1097683,47.57734,"Újpest Kertváros, IV. kerület, Budapest, Közép-Magyarország, 1046, Magyarország",0.249600887298584
" Újpest Budapest IV. kerület",19.0920734,47.5671397,"Újpest, IV. kerület, Budapest, Közép-Magyarország, Magyarország",0.260202169418335
" Tárna utca Budapest X. kerület",19.1640987,47.4881869,"Tárna utca, Téglagyárdulo, X. kerület, Budapest, Közép-Magyarország, 1106, Magyarország",0.253237962722778
" Bogár utca Budapest II. kerület",19.016938,47.5193212,"Bogár utca, Rézmál, II. kerület, Budapest, Közép-Magyarország, 1022, Magyarország",0.281818866729736
" Kobánya – Újhegy Budapest X. kerület",19.1563207,47.4709967,"ALPHAZOO Áruház - Kobánya, 32, Sibrik Miklós út, Újhegy, X. kerület, Budapest, Közép-Magyarország, 1103, Magyarország",0.266961097717285
" Kacsa utca Budapest II. kerület",19.0369207,47.510065,"Kacsa utca, Víziváros, II. kerület, Budapest, Közép-Magyarország, 1027, Magyarország",0.27345609664917
" Kobányai út Budapest X. kerület",19.1291129,47.4825169,"Kobányai út, Óhegy, X. kerület, Budapest, Közép-Magyarország, 1102, Magyarország",0.276366949081421
" Tisza utca 18. Budapest XIII. kerület",19.0591439,47.5245593,"18, Tisza utca, Újlipótváros, XIII. kerület, Budapest, Közép-Magyarország, 1133, Magyarország",0.29377293586731
" Kerepesi út 78. Budapest XIV. kerület",19.130493,47.503523,"78 d, Kerepesi út, Nagyzugló, XIV. kerület, Budapest, Közép-Magyarország, 1148, Magyarország",0.300896167755127
" Belváros Budapest V. kerület",19.0546939,47.4919178,"Belváros, V. kerület, Budapest, Közép-Magyarország, Magyarország",0.262381076812744
" Lipótváros Budapest V. kerület",19.0503804,47.5045431,"Lipótváros, V. kerület, Budapest, Közép-Magyarország, Magyarország",0.278175115585327
" Szindbád utca Budapest III. kerület",19.0513262,47.5956162,"Szindbád utca, Pusztadomb, Békásmegyer, III. kerület, Budapest, Közép-Magyarország, 1039, Magyarország",0.274024963378906
" Rózsa utca Budapest IV. kerület",19.1017212,47.555404,"Rózsa utca, Újpesti lakótelep, Újpest, IV. kerület, Budapest, Közép-Magyarország, 1045, Magyarország",0.277379989624023
" Izabella utca Budapest VI. kerület",19.0623599,47.5113387,"Izabella utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1062, Magyarország",0.274474859237671
" Aradi utca Budapest VI. kerület",19.0677861,47.5095832,"Aradi utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1064, Magyarország",0.280607938766479
" Váci út Budapest XIII. kerület",19.0663387,47.5320392,"Váci út, Göncz Árpád városközpont, XIII. kerület, Budapest, Közép-Magyarország, 1138, Magyarország",0.273905992507935
" Kispest-Óváros Budapest XIX. kerület",NA,NA,NA,0.280071020126343
" Margit körút Budapest II. kerület",19.0383447,47.5147034,"Margit körút, Felhévíz, II. kerület, Budapest, Közép-Magyarország, 1023, Magyarország",0.275015115737915
" Westend Ház Budapest XIII. kerület",NA,NA,NA,0.272165060043335
" Erzsébetfalva Budapest XX. kerület",19.1093939,47.4438809,"Erzsébetfalva, XX. kerület, Budapest, Közép-Magyarország, Magyarország",0.269122838973999
" Angyalföld Budapest XIII. kerület",19.0895103,47.5502218,"Angyalföld, Kámfor utca, Angyalföld-Kertváros, Angyalföld, XIII. kerület, Budapest, Közép-Magyarország, 1131, Magyarország",0.274671077728271
" Lánchíd utca Budapest I. kerület",19.0408342,47.4975403,"Lánchíd utca, Víziváros, I. kerület, Budapest, Közép-Magyarország, 1013, Magyarország",0.274768829345703
" Belváros Budapest V. kerület",19.0546939,47.4919178,"Belváros, V. kerület, Budapest, Közép-Magyarország, Magyarország",0.260708808898926
" Külso-Terézváros Budapest VI. kerület",19.0253263,47.5091897,"külso lépcso, Fény utcai piac, Országút, II. kerület, Budapest, Közép-Magyarország, 1024, Magyarország",0.279639959335327
" Westend Ház Budapest XIII. kerület",NA,NA,NA,0.264754056930542
" Erzsébetfalva – Pesterzsébeti lakótelep Budapest XX. kerület",NA,NA,NA,0.26307201385498
" Belso-Terézváros Budapest VI. kerület",19.067629610228,47.51935005,"Belso udvar, Loportárdulo, Angyalföld, XIII. kerület, Budapest, Közép-Magyarország, 1134, Magyarország",0.285022974014282
" Újpalota Budapest XV. kerület",19.1457198,47.5377939,"Újpalota, XV. kerület, Budapest, Közép-Magyarország, Magyarország",0.267771005630493
" Újlipótváros Budapest XIII. kerület",19.0543194,47.5180411,"Újlipótváros, XIII. kerület, Budapest, Közép-Magyarország, Magyarország",0.272599935531616
" Westend Ház Budapest XIII. kerület",NA,NA,NA,0.286191940307617
" Egressy út Budapest XIV. kerület",19.1304674,47.5224002,"Egressy út, Paskál lakópark, Alsórákos, XIV. kerület, Budapest, Közép-Magyarország, 1141, Magyarország",0.275779962539673
" Cinkota Budapest XVI. kerület",19.2300729,47.5222844,"Cinkota, XVI. kerület, Budapest, Közép-Magyarország, 1164, Magyarország",0.266403913497925
" Szentimreváros Budapest XI. kerület",19.0387155,47.479064,"Szentimreváros, XI. kerület, Budapest, Közép-Magyarország, 1114, Magyarország",0.359827041625977
" Fiumei út 3-5 Budapest VIII. kerület",19.0812491,47.4985052,"Fiumei út, Népszínház negyed, VIII. kerület, Budapest, Közép-Magyarország, 1087, Magyarország",0.494765043258667
" Dembinszky utca Budapest VII. kerület",19.0773551,47.505034,"Dembinszky utca, Ligetváros, Erzsébetváros, VII. kerület, Budapest, Közép-Magyarország, 1071, Magyarország",0.561212778091431
" Babér utca Budapest XIII. kerület",19.0767232,47.5477821,"Babér utca, Angyalföld-Kertváros, Angyalföld, XIII. kerület, Budapest, Közép-Magyarország, 1131, Magyarország",0.282202959060669
" Aradi utca Budapest VI. kerület",19.0677861,47.5095832,"Aradi utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1064, Magyarország",0.275872945785522
" Mimóza utca Budapest XIV. kerület",19.091763,47.5144564,"Mimóza utca, Herminamezo, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",0.276404857635498
" Szinyei Merse Pál utca Budapest VI. kerület",NA,NA,NA,0.27934193611145
" Alsórákos Budapest XIV. kerület",19.1282801,47.5251778,"Alsórákos, XIV. kerület, Budapest, Közép-Magyarország, Magyarország",0.26279091835022
" Erzsébetfalva Budapest XX. kerület",19.1093939,47.4438809,"Erzsébetfalva, XX. kerület, Budapest, Közép-Magyarország, Magyarország",0.268042087554932
" Ilosvai Selymes utca Budapest XIV. kerület",19.1156836,47.5331369,"Ilosvai Selymes utca, Huszt utcai lakótelep, Alsórákos, XIV. kerület, Budapest, Közép-Magyarország, 1147, Magyarország",0.275557041168213
" Csalogány utca Budapest II. kerület",19.0276634,47.5080811,"Csalogány utca, Víziváros, I. kerület, Budapest, Közép-Magyarország, 1015, Magyarország",0.258153915405273
" Újpalota Budapest XV. kerület",19.1457198,47.5377939,"Újpalota, XV. kerület, Budapest, Közép-Magyarország, Magyarország",0.263509035110474
" Külso-Erzsébetváros Budapest VII. kerület",NA,NA,NA,0.292042016983032
" Újlipótváros – Rómaikert Budapest XIII. kerület",NA,NA,NA,0.256639003753662
" Külso-Erzsébetváros Budapest VII. kerület",NA,NA,NA,0.281512022018433
" Rózsa utca Budapest IV. kerület",19.1017212,47.555404,"Rózsa utca, Újpesti lakótelep, Újpest, IV. kerület, Budapest, Közép-Magyarország, 1045, Magyarország",0.258639097213745
" Zuhany utca Budapest II. kerület",19.0084956,47.5266581,"Zuhany utca, Vérhalom, II. kerület, Budapest, Közép-Magyarország, 1025, Magyarország",0.27306604385376
" József Attila utca Budapest XXI. kerület",19.0736366,47.4248669,"József Attila utca, Csepel-Belváros, XXI. kerület, Budapest, Közép-Magyarország, 1212, Magyarország",0.26535701751709
" Kobánya-Városközpont Budapest X. kerület",19.1299193012022,47.48298115,"PS Kobánya Városközpont, Kobányai út, Óhegy, X. kerület, Budapest, Közép-Magyarország, 1102, Magyarország",0.252274036407471
" Józsefváros – Losoncinegyed Budapest VIII. kerület",NA,NA,NA,0.245548009872437
" Erzsébetfalva – Pesterzsébeti lakótelep Budapest XX. kerület",NA,NA,NA,0.299718141555786
" Kispesti lakótelep Budapest XIX. kerület",19.1677263867448,47.45765265,"Kispesti Eromu, Lakatos-lakótelep, XVIII. kerület, Budapest, Közép-Magyarország, 1184, Magyarország",0.965106964111328
" József Attila-lakótelep Budapest IX. kerület",19.1148204,47.4646023,"József Attila-lakótelep, IX. kerület, Budapest, Közép-Magyarország, Magyarország",0.266305923461914
" Lakatos-lakótelep Budapest XVIII. kerület",19.172247,47.4498226,"Lakatos-lakótelep, XVIII. kerület, Budapest, Közép-Magyarország, 1184, Magyarország",0.297723770141602
" Csepel-Erdoalja Budapest XXI. kerület",19.070281,47.4195081,"Csepel-Erdoalja, XXI. kerület, Budapest, Közép-Magyarország, 1752, Magyarország",0.261756896972656
" Csepel-Szabótelep Budapest XXI. kerület",19.0803457,47.4343216,"Csepel-Szabótelep, XXI. kerület, Budapest, Közép-Magyarország, 1215, Magyarország",0.28473687171936
" Gubacsi lakótelep Budapest XX. kerület",NA,NA,NA,1.56467795372009
" Téglagyárdulo Budapest X. kerület",19.1688594,47.4834581,"Téglagyárdulo, X. kerület, Budapest, Közép-Magyarország, Magyarország",0.380646944046021
" Rákoskeresztúri lakótelep Budapest XVII. kerület",19.2357906639991,47.48293425,"Rákoskeresztúri református templom, 31, Pesti út, Rákoskeresztúr lakótelep, Rákoskeresztúr, XVII. kerület, Budapest, Közép-Magyarország, 1173, Magyarország",0.288735866546631
" Józsefváros – Magdolnanegyed Budapest VIII. kerület",NA,NA,NA,0.275743961334229
" Hegedus Gyula utca Budapest XIII. kerület",19.0572355,47.5196021,"Hegedus Gyula utca, Újlipótváros, XIII. kerület, Budapest, Közép-Magyarország, 1132, Magyarország",0.255764961242676
" Kissvábhegy Budapest XII. kerület",19.0125691,47.5022677,"Kissvábhegy, XII. kerület, Budapest, Közép-Magyarország, 1122, Magyarország",0.256761789321899
" Dohány utca Budapest VII. kerület",19.0731655,47.5004479,"Dohány utca, Ligetváros, Erzsébetváros, VII. kerület, Budapest, Közép-Magyarország, 1074, Magyarország",0.261718988418579
" Turóc utca Budapest XIII. kerület",19.0676713,47.5476552,"Turóc utca, Marina part, Vizafogó, XIII. kerület, Budapest, Közép-Magyarország, 1138, Magyarország",0.240051031112671
" Víziváros – Váralja Budapest I. kerület",NA,NA,NA,0.279314041137695
" Hajdú utca 23. Budapest XIII. kerület",19.077869,47.5345718,"23, Hajdú utca, Országbíró utcai lakótelep, Angyalföld, XIII. kerület, Budapest, Közép-Magyarország, 1139, Magyarország",0.238826036453247
" István utca Budapest VII. kerület",19.0851363,47.5063724,"István utca, Ligetváros, Erzsébetváros, VII. kerület, Budapest, Közép-Magyarország, 1078, Magyarország",0.248095035552979
" Orbánhegyi út 25. Budapest XII. kerület",19.0088281,47.4993297,"Orbánhegyi út, Orbánhegy, XII. kerület, Budapest, Közép-Magyarország, 1126, Magyarország",0.276973009109497
" Szello utca Budapest III. kerület",19.0385703,47.5480526,"Szello utca, Óbuda-Óváros, Óbuda, III. kerület, Budapest, Közép-Magyarország, 1035, Magyarország",0.236749887466431
" Kobánya – Óhegy Budapest X. kerület",19.1321456,47.481851,"Kobánya alsó vasútállomás (Kápolna utca), Kápolna utca, Óhegyi lakótelep, Óhegy, X. kerület, Budapest, Közép-Magyarország, 1105, Magyarország",0.252760887145996
" Angyalföld – Loportárdulo Budapest XIII. kerület",19.0667263,47.5282762,"Angyalföld Dental, Angyalföldi út, Loportárdulo, Angyalföld, XIII. kerület, Budapest, Közép-Magyarország, 1134, Magyarország",0.250550985336304
" Istenhegy Budapest XII. kerület",18.9998218,47.5041354,"Istenhegy, XII. kerület, Budapest, Közép-Magyarország, 1125, Magyarország",0.257983922958374
" József Attila utca Budapest IV. kerület",19.0883086,47.5611034,"József Attila utca, Pozsonyi utcai lakótelep, Újpest, IV. kerület, Budapest, Közép-Magyarország, 1042, Magyarország",0.256592988967896
" Józsefváros – Losoncinegyed Budapest VIII. kerület",NA,NA,NA,0.229610919952393
" Rózsadomb Budapest II. kerület",19.0282878,47.5173286,"Rózsadomb, II. kerület, Budapest, Közép-Magyarország, 1277, Magyarország",0.239484071731567
" Lipótváros Budapest V. kerület",19.0503804,47.5045431,"Lipótváros, V. kerület, Budapest, Közép-Magyarország, Magyarország",0.242151021957397
" Középso-Ferencváros – Rehabilitációs terület Budapest IX. kerület",NA,NA,NA,0.255261898040771
" Havanna-lakótelep Budapest XVIII. kerület",19.1669224,47.4387135,"Havanna-lakótelep, XVIII. kerület, Budapest, Közép-Magyarország, 1181, Magyarország",0.240069150924683
" Szív utca Budapest VI. kerület",19.0669244,47.5102355,"Szív utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1064, Magyarország",0.446820020675659
" Révay utca 39. Budapest XX. kerület",19.1139547,47.4517443,"Révay utca, Erzsébetfalva, XX. kerület, Budapest, Közép-Magyarország, 1205, Magyarország",0.545111179351807
" Rézmál Budapest II. kerület",19.0194603,47.5166719,"Rézmál, II. kerület, Budapest, Közép-Magyarország, 1022, Magyarország",0.457196950912476
" Felhévíz Budapest II. kerület",19.0370392,47.5174998,"Felhévíz, II. kerület, Budapest, Közép-Magyarország, Magyarország",0.255053997039795
" Józsefváros – Palotanegyed Budapest VIII. kerület",NA,NA,NA,0.264086961746216
" Újhegy – Rózsaliget-lakópark Budapest X. kerület",NA,NA,NA,0.241657972335815
" Szigony utca Budapest VIII. kerület",19.0800979,47.4858764,"Szigony utca, Losonci negyed, VIII. kerület, Budapest, Közép-Magyarország, 1083, Magyarország",0.243787050247192
" Krisztinaváros Budapest XII. kerület",NA,NA,NA,0.261620044708252
" Zöldmál Budapest II. kerület",19.0155523,47.5272253,"Zöldmál, II. kerület, Budapest, Közép-Magyarország, 1025, Magyarország",0.257683038711548
" Istvánmezo Budapest XIV. kerület",19.0964801,47.5075499,"Istvánmezo, XIV. kerület, Budapest, Közép-Magyarország, Magyarország",0.23818302154541
" Törökbálinti út Budapest XII. kerület",18.9905335,47.4780318,"Törökbálinti út, Magasút, XII. kerület, Budapest, Közép-Magyarország, 1112, Magyarország",0.242016077041626
" Remetehegy Budapest III. kerület",19.0204462,47.5404536,"Remetehegy, Óbuda hegyvidéke, III. kerület, Budapest, Közép-Magyarország, 1037, Magyarország",0.250520944595337
" Krisztinaváros – Váralja Budapest I. kerület",NA,NA,NA,0.250217199325562
" Józsefváros – Palotanegyed Budapest VIII. kerület",NA,NA,NA,0.268747091293335
" Zöldmál Budapest II. kerület",19.0155523,47.5272253,"Zöldmál, II. kerület, Budapest, Közép-Magyarország, 1025, Magyarország",0.249907970428467
" Krisztinaváros – Naphegy Budapest I. kerület",NA,NA,NA,0.266077041625977
" Angyalföld – Loportárdulo Budapest XIII. kerület",19.0667263,47.5282762,"Angyalföld Dental, Angyalföldi út, Loportárdulo, Angyalföld, XIII. kerület, Budapest, Közép-Magyarország, 1134, Magyarország",0.252908945083618
" Óbuda-Óváros Budapest III. kerület",19.0451407,47.5413944,"Óbuda-Óváros, Óbuda, III. kerület, Budapest, Közép-Magyarország, 1033, Magyarország",0.254777908325195
" Nádasdy utca Budapest IX. kerület",19.0753475,47.4758761,"Nádasdy utca, Középso-Ferencváros, IX. kerület, Budapest, Közép-Magyarország, 1096, Magyarország",0.241814851760864
" Ráday utca Budapest IX. kerület",19.0645518,47.4854854,"Ráday utca, Belso-Ferencváros, IX. kerület, Budapest, Közép-Magyarország, 1092, Magyarország",0.237237930297852
" Szerdahelyi utca Budapest VIII. kerület",19.0823578,47.4922864,"Szerdahelyi utca, Magdolna negyed, VIII. kerület, Budapest, Közép-Magyarország, 1086, Magyarország",0.238239049911499
" Víziváros Budapest I. kerület",19.0345173,47.5071427,"Víziváros, I. kerület, Budapest, Közép-Magyarország, Magyarország",0.247335910797119
" Szentimreváros Budapest XI. kerület",19.0387155,47.479064,"Szentimreváros, XI. kerület, Budapest, Közép-Magyarország, 1114, Magyarország",0.250185966491699
" Madárhegy Budapest XI. kerület",18.9885881,47.4677382,"Madárhegy, XI. kerület, Budapest, Közép-Magyarország, Magyarország",0.258354902267456
" Madárhegy Budapest XI. kerület",18.9885881,47.4677382,"Madárhegy, XI. kerület, Budapest, Közép-Magyarország, Magyarország",0.23676586151123
" Józsefváros – Palotanegyed Budapest VIII. kerület",NA,NA,NA,0.273828029632568
" Madárhegy Budapest XI. kerület",18.9885881,47.4677382,"Madárhegy, XI. kerület, Budapest, Közép-Magyarország, Magyarország",0.235826969146729
" Madárhegy Budapest XI. kerület",18.9885881,47.4677382,"Madárhegy, XI. kerület, Budapest, Közép-Magyarország, Magyarország",0.244411945343018
" Lipótváros Budapest V. kerület",19.0503804,47.5045431,"Lipótváros, V. kerület, Budapest, Közép-Magyarország, Magyarország",0.246325016021729
" Belváros Budapest V. kerület",19.0546939,47.4919178,"Belváros, V. kerület, Budapest, Közép-Magyarország, Magyarország",0.280027866363525
