"ar_millio" "alapterulet_m" "szobak_n" "cim" "lakopark_neve" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "parkolohely_ara" "rezsikoltseg" "panelprogram"
"1" "35.85" "39" "2" " 13. kerület, UpTown " "UpTown" "új építésu" "2021" "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "3 m-nél alacsonyabb" "padlófutés, mennyezeti hutés-futés" "van" "igen" "nincs megadva" "nincs megadva" "nincs megadva" "7.57 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" "3.5 M Ft" NA NA
"2" "36.4" "38" "2" " 13. kerület, UpTown " "UpTown" "új építésu" "2021" "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "3 m-nél alacsonyabb" "padlófutés, mennyezeti hutés-futés" "van" "igen" "nincs megadva" "nincs megadva" "nincs megadva" "7.76 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" "3.5 M Ft" NA NA
"3" "63.3" "75" "3" " 13. kerület, UpTown " "UpTown" "új építésu" "2021" "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "3 m-nél alacsonyabb" "padlófutés, mennyezeti hutés-futés" "van" "igen" "nincs megadva" "nincs megadva" "nincs megadva" "4.81 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" "3.5 M Ft" NA NA
"4" "41" "67" "2" " 16. kerület, Pálya utca " NA "felújított" "1981-2000 között" "összkomfortos" "nincs megadva" "4" "4" "nincs megadva" "3 m-nél alacsonyabb" "házközponti, gázkazán" NA "nem" "külön helyiségben" "délnyugat" "panorámás" "4 m²" "nem" "nem tetotéri" "nincs megadva" NA "28 000 Ft/hó" "nem vett részt"
"5" "58" "95" "3" " 8. kerület, Józsefváros – Palotanegyed " NA "közepes állapotú" "1950 elott" "duplakomfortos" "nincs megadva" "3" "4" "van" "3 m vagy magasabb" "gáz (konvektor)" NA "nincs megadva" "külön és egyben is" "nincs megadva" "utcai" NA "nincs megadva" "nincs megadva" "utca, közterület" NA NA NA
"6" "39.9" "63" "2" " 14. kerület, Róna park " NA "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "7" "10" "van" "nincs megadva" "távfutés" "van" "nincs megadva" "nincs megadva" "nyugat" "panorámás" NA "nincs megadva" NA "utca, közterület" NA NA NA
"7" "52.5" "66" "2" " 7. kerület, Belso-Erzsébetváros " NA "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "1" "3" "nincs" "3 m vagy magasabb" "gáz (konvektor)" NA "nem" "egy helyiségben" "kelet" "utcai" NA "nem" "nem tetotéri" "udvari beálló - benne van az árban" NA "15 000 Ft/hó" NA
"8" "21.9" "36" "1" " 17. kerület, Újlak utca " NA "közepes állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "3" "4" "nincs" "3 m-nél alacsonyabb" "távfutés" "nincs" "nem" "egy helyiségben" "délnyugat" "utcai" "2 m²" "nem" "nem tetotéri" "utca, közterület - ingyenes" NA "30 000 Ft/hó" "nincs megadva"
"9" "60" "95" "2" " 12. kerület, Hajnóczy József utca " NA "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "3" "3" "nincs" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nem" "nincs megadva" "nincs megadva" NA "20 000 Ft/hó" NA
"10" "21.5" "38" "1" " 20. kerület, Baross utca " NA "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "7" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nincs" "nincs megadva" "külön helyiségben" "délnyugat" "utcai" "4 m²" "nem" "nem tetotéri" "utca, közterület - ingyenes" NA "22 000 Ft/hó" "nincs megadva"
