"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "legkondicionalo" "parkolohely_ara" "panelprogram" "rezsikoltseg"
"1" "130" "129" "4" " 9. kerület, Közraktár utca " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "3" "4" "van" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "külön helyiségben" "nyugat" "panorámás" "2 m²" "nincs megadva" "nincs megadva" "utca, közterület" NA NA NA NA
"2" "39.9" "38" "1" " 11. kerület, Alíz utca " "nincs megadva" "2019" "nincs megadva" "nincs megadva" "6" "9" "van" "nincs megadva" "házközponti egyedi méréssel" "nincs megadva" "egy helyiségben" "kelet" "kertre nézo" "6 m²" "nincs megadva" "nem tetotéri" "teremgarázs hely - megvásárolható" "van" NA NA NA
"3" "51" "43" "1" " 7. kerület, Dohány utca " "felújított" NA "nincs megadva" "nincs megadva" "2" "3" "van" "3 m vagy magasabb" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "kertre nézo" NA "nincs megadva" "nem tetotéri" "nincs megadva" "van" NA NA NA
"4" "120" "61" "2" " 5. kerület, Aranykéz utca " "felújított" "1981-2000 között" "összkomfortos" "nincs megadva" "5" "8" "van" "3 m-nél alacsonyabb" "házközponti" "nincs megadva" "külön helyiségben" "északkelet" "utcai" "4 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - bérelheto" "van" "55 000 Ft/hó" NA NA
"5" "344.75" "190" "5" " 12. kerület, Svábhegy " "nincs megadva" "2020" "luxus" "nincs megadva" "földszint" "2" "nincs" "3 m-nél alacsonyabb" "megújuló energia" "nem" "külön és egyben is" "délkelet" "kertre nézo" NA "igen" "nem tetotéri" "teremgarázs hely - benne van az árban" "nincs" NA NA NA
"6" "35.9" "65" "3" " 4. kerület, Káposztásmegyer I. lakótelep " "felújított" "1981-2000 között" "összkomfortos" "nincs megadva" "7" "10" "nincs megadva" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nem" "külön helyiségben" "dél" "utcai" "3 m²" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" NA NA "nincs megadva" NA
"7" "54.9" "58" "1" " 12. kerület, Kútvölgy " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "1" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nem" "egy helyiségben" "dél" "panorámás" "7.5 m²" "igen" "nem tetotéri" "udvari beálló - benne van az árban" "nincs" NA NA NA
"8" "89.9" "126" "5" " 3. kerület, Gémeskút utca " "közepes állapotú" "2001-2010 között" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "kelet" "nincs megadva" "18 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"9" "20.9" "37" "1" " 20. kerület, Baross utca " "közepes állapotú" NA "nincs megadva" "nincs megadva" "földszint" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nincs megadva" "külön helyiségben" "nyugat" "utcai" NA "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" "van" NA "nincs megadva" NA
"10" "79.9" "109" "3" " 13. kerület, Hegedus Gyula utca " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "4" "nincs megadva" "van" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "észak" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"11" "21.9" "32" "1" " 4. kerület, Vécsey Károly utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA "15 000 Ft/hó"
"12" "66.9" "95" "3" " 4. kerület, Erzsébet utca " "felújított" "2011" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "délnyugat" "udvari" "17 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"13" "99" "114" "5" " 11. kerület, Sasad " "felújítandó" "1981-2000 között" "összkomfortos" "nincs megadva" "1" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "délkelet" "kertre nézo" "8 m²" "nincs megadva" "nem tetotéri" "önálló garázs - kötelezo megvenni" NA NA NA NA
"14" "42.5" "75" "2.5" " 15. kerület, Kossuth utca " "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "1" "4" "nincs" "3 m-nél alacsonyabb" "házközponti" "nem" "külön helyiségben" "nincs megadva" "nincs megadva" "3 m²" "nem" "nem tetotéri" "utca, közterület - ingyenes" "nincs" NA "részt vett" "40 000 Ft/hó"
"15" "31" "69" "3" " 21. kerület, Szabadság utca " "jó állapotú" "1981-2000 között" "komfortos" "nincs megadva" "3" "4" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "nem" "külön helyiségben" "délnyugat" "utcai" "5 m²" "nem" "nem tetotéri" "utca, közterület - ingyenes" NA NA NA NA
"16" "27.4" "36" "1" " 15. kerület, Erdokerülo utca " "felújított" NA "összkomfortos" "nincs megadva" "földszint" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "igen" "egy helyiségben" "délnyugat" "kertre nézo" NA "nem" "nem tetotéri" "utca, közterület - ingyenes" "nincs" NA "részt vett" "20 000 Ft/hó"
"17" "54.9" "74" "3" " 12. kerület, Krisztinaváros – Városmajor " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "délkelet" "udvari" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"18" "40.8" "54" "2" " 10. kerület, Kobánya-Városközpont " "felújított" "1981-2000 között" "összkomfortos" "nincs megadva" "3" "4" "nincs" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nem" "egy helyiségben" "kelet" "panorámás" "4 m²" "nem" NA "utca, közterület" "van" NA NA "7 900 Ft/hó"
"19" "54.8" "102" "3" " 14. kerület, Alsórákos " "felújított" NA "összkomfortos" "nincs megadva" "3" "nincs megadva" "nincs" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "kertre nézo" "4.5 m²" "nem" "tetotéri" "teremgarázs hely - kötelezo megvenni" "van" "3 M Ft" NA NA
