"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "legkondicionalo" "panelprogram" "rezsikoltseg" "parkolohely_ara"
"1" "91" "155" "5" " 12. kerület, Krisztinaváros " "újszeru" "2001-2010 között" "duplakomfortos" "nincs megadva" "4" "5" "van" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "6 m²" "nem" "tetotéri" "utca, közterület - fizetos övezet" NA NA NA NA
"2" "56" "95" "3" " 12. kerület, Krisztinaváros " "újszeru" "2001-2010 között" "összkomfortos" "nincs megadva" "4" "5" "van" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "egy helyiségben" "nincs megadva" "nincs megadva" "3 m²" "nem" "tetotéri" "utca, közterület - fizetos övezet" NA NA NA NA
"3" "32" "74" "3" " 17. kerület, Rákoskeresztúri lakótelep " "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "3" "5" "nincs megadva" "nincs megadva" "távfutés" "nincs megadva" "külön helyiségben" "nincs megadva" "nincs megadva" "3 m²" "nem" "nincs megadva" "utca, közterület - ingyenes" "nincs" "nem vett részt" NA NA
"4" "36.6" "56" "2" " 13. kerület, Róbert Károly körút " "felújított" NA "nincs megadva" "nincs megadva" "5" "nincs megadva" "van" "nincs megadva" "távfutés egyedi méréssel" "igen" "külön helyiségben" "nincs megadva" "utcai" "6 m²" "nincs megadva" "nem tetotéri" "utca, közterület" "van" NA NA NA
"5" "23.9" "27" "1" " 13. kerület, Szent László út " "közepes állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "4" "4" "nincs" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nem" "nincs megadva" "délkelet" "utcai" NA "nem" "nem tetotéri" "utca, közterület" NA "nincs megadva" NA NA
"6" "26.9" "31" "1" " 8. kerület, Bezerédi utca " "felújított" "2019" "összkomfortos" "nincs megadva" "földszint" "3" "nincs megadva" "nincs megadva" "gáz (konvektor)" "nincs megadva" "egy helyiségben" "kelet" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"7" "64.9" "75" "3" " 6. kerület, Külso-Terézváros " "új építésu" "2019" "duplakomfortos" "nincs megadva" "3" "4" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "külön és egyben is" "nincs megadva" "utcai" "8 m²" "nincs megadva" "nincs megadva" "nincs megadva" "van" NA "20 000 Ft/hó" NA
"8" "63.9" "71" "2" " 12. kerület, Tartsay Vilmos utca " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "félemelet" "6" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nem" "egy helyiségben" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" NA NA NA NA
"9" "23.3" "46" "1" " 4. kerület, Pozsonyi utca " "közepes állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "1" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nem" "egy helyiségben" "nyugat" "utcai" NA "nem" "nem tetotéri" "utca, közterület - ingyenes" "van" "nem vett részt" "30 000 Ft/hó" NA
"10" "70" "72" "3" " 12. kerület, Hollósy Simon utca " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "3" "5" "nincs" "nincs megadva" "gáz (cirko)" "nem" "külön helyiségben" "nincs megadva" "nincs megadva" "2 m²" "nem" "nincs megadva" "utca, közterület - fizetos övezet" NA NA NA NA
"11" "48.7" "48" "2" " 11. kerület, Elek utca " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "3" "4" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "nem" "egy helyiségben" "nincs megadva" "nincs megadva" "4 m²" "nincs megadva" "zárószint" "utca, közterület" NA NA NA NA
"12" "32.5" "46" "2" " 19. kerület, Wekerletelep " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "1" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "egy helyiségben" "nincs megadva" "kertre nézo" NA "nincs megadva" "nincs megadva" "önálló garázs - benne van az árban" "van" NA NA NA
"13" "83.58" "92" "5" " 13. kerület, Petneházy utca " "nincs megadva" "2019" "duplakomfortos" "nincs megadva" "2" "8" "van" "3 m-nél alacsonyabb" "hoszivattyú" "nincs megadva" "egy helyiségben" "dél" "nincs megadva" "36 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" NA NA NA "4 M Ft"
"14" "30.49" "61" "2" " 15. kerület, Újpalota " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "9" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nem" "nincs megadva" "délnyugat" "panorámás" "2 m²" "nem" "nem tetotéri" "utca, közterület" NA "részt vett" NA NA
"15" "33.49" "64" "3" " 14. kerület, Gizella út " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "3" "4" "nincs" "3 m vagy magasabb" "gáz (konvektor), egyéb" "nincs megadva" "külön helyiségben" "délnyugat" "utcai" NA "nincs megadva" "nem tetotéri" "udvari beálló - benne van az árban" "van" NA NA NA
"16" "19.9" "32" "1" " 8. kerület, Dugonics utca " "felújítandó" "1950 elott" "nincs megadva" "nincs megadva" "1" "3" "nincs" "nincs megadva" "gáz (konvektor)" "nincs megadva" "nincs megadva" "nincs megadva" "utcai" NA "nincs megadva" "nincs megadva" "utca, közterület" NA NA NA NA
"17" "61.9" "55" "2" " 11. kerület, Medvetalp utca 7. " "új építésu" "2020" "összkomfortos" "nincs megadva" "1" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "egy helyiségben" "nyugat" "kertre nézo" "26 m²" "nincs megadva" "nem tetotéri" "teremgarázs hely - megvásárolható" NA NA NA "5 M Ft"
"18" "36.49" "71" "2" " 15. kerület, Nyírpalota út " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "8" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nem" "nincs megadva" "délnyugat" "panorámás" "4 m²" "nem" "nem tetotéri" "utca, közterület" NA "részt vett" NA NA
"19" "136.9" "104" "3" " 9. kerület, Ráday utca " "felújított" "1950 elott" "luxus" "C" "1" "2" "nincs" "3 m vagy magasabb" "házközponti egyedi méréssel" "nem" "egy helyiségben" "kelet" "utcai" NA "nem" "nem tetotéri" "udvari beálló - benne van az árban" "van" NA "25 000 Ft/hó" NA
"20" "38.9" "43" "1" " 12. kerület, Krisztinaváros – Városmajor " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "2" "4" "van" "3 m vagy magasabb" "nincs megadva" "nincs megadva" "külön helyiségben" "nincs megadva" "kertre nézo" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
