"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "parkolas" "epites_eve" "erkely" "tetoter" "panelprogram" "rezsikoltseg"
"1" "27.5" "56" "2" " 20. kerület, Gubacsipuszta – Eperjes utcai lakótelep " "felújított" "összkomfortos" "nincs megadva" "félemelet" "4" "nincs" "3 m-nél alacsonyabb" "házközponti" "nincs" "nem" "külön helyiségben" "nincs megadva" "kertre nézo" "nem" "utca, közterület - ingyenes" NA NA NA NA NA
"2" "64.8" "81" "3" " 13. kerület, Pannónia utca " "közepes állapotú" "összkomfortos" "nincs megadva" "2" "6" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" "nem" "külön helyiségben" "nyugat" "utcai" "nem" "utca, közterület - fizetos övezet" "1950-1980 között" "6 m²" "nem tetotéri" NA NA
"3" "52.9" "80" "3" " 13. kerület, Népfürdo utca " "felújított" "összkomfortos" "nincs megadva" "9" "10" "van" "nincs megadva" "távfutés" "van" "nincs megadva" "külön helyiségben" "nyugat" "panorámás" "nincs megadva" "utca, közterület" "1981-2000 között" "3 m²" "nincs megadva" "nincs megadva" NA
"4" "33.5" "64" "2" " 15. kerület, Bánkút utca " "felújított" "összkomfortos" "nincs megadva" "2" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" NA "nincs megadva" "külön helyiségben" "kelet" "udvari" "nincs megadva" "önálló garázs - benne van az árban" "1950-1980 között" "8 m²" "nincs megadva" NA "7 000 Ft/hó"
"5" "53" "47" "1" " 12. kerület, Mártonhegy " "felújított" "összkomfortos" "nincs megadva" "2" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "van" "nem" "egy helyiségben" "délkelet" "panorámás" "nem" "udvari beálló - benne van az árban" "1950-1980 között" NA "nem tetotéri" NA "15 000 Ft/hó"
"6" "44.9" "52" "2" " 13. kerület, Hegedus Gyula utca 73. " "felújított" "összkomfortos" "nincs megadva" "földszint" "5" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs" "nem" "egy helyiségben" "dél" "udvari" "nem" "utca, közterület - fizetos övezet" "1950 elott" NA "nem tetotéri" NA "30 000 Ft/hó"
"7" "80" "130" "5" " 2. kerület, II/A kerület – Máriaremete " "jó állapotú" "összkomfortos" "nincs megadva" "1" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs" "nincs megadva" "egy helyiségben" "délkelet" "panorámás" "igen" "önálló garázs" "2001-2010 között" "8 m²" "tetotéri" NA "30 000 Ft/hó"
"8" "33.3" "70" "3" " 21. kerület, Csepel-Erdosor-lakótelep " "jó állapotú" "összkomfortos" "nincs megadva" "4" "4" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "van" "nem" "külön helyiségben" "délkelet" "utcai" "nem" "utca, közterület - ingyenes" "1981-2000 között" "2 m²" "nem tetotéri" NA "30 000 Ft/hó"
"9" "38.5" "39" "1" " 12. kerület, Kék Golyó utca " "felújítandó" "összkomfortos" "nincs megadva" "4" "4" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" NA "nincs megadva" "egy helyiségben" "nincs megadva" "kertre nézo" "nincs megadva" "utca, közterület - fizetos övezet" NA NA "nem tetotéri" NA NA
"10" "114.9" "114" "3" " 6. kerület, Jókai utca 20. " "újszeru" "duplakomfortos" "AA+" "5" "5" "van" "nincs megadva" "hoszivattyú, padlófutés" "van" "nincs megadva" "külön és egyben is" "kelet" "nincs megadva" "nincs megadva" "teremgarázs hely - bérelheto" "2019" "23 m²" "nincs megadva" NA NA
"11" "36.9" "42" "2" " 8. kerület, Mátyás tér " "felújított" "összkomfortos" "nincs megadva" "2" "2" "nincs" "nincs megadva" "elektromos" NA "nincs megadva" "egy helyiségben" "nincs megadva" "utcai" "nincs megadva" "utca, közterület - fizetos övezet" NA NA "nem tetotéri" NA NA
"12" "89.9" "117" "3" " 6. kerület, Aradi utca " "jó állapotú" "összkomfortos" "nincs megadva" "2" "3" "nincs" "3 m vagy magasabb" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" NA NA "nincs megadva" NA NA
"13" "29.5" "46" "2" " 19. kerület, Wekerletelep " "jó állapotú" "összkomfortos" "nincs megadva" "1" "2" "nincs megadva" "3 m-nél alacsonyabb" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "délnyugat" "utcai" "nincs megadva" "utca, közterület - ingyenes" NA NA "nincs megadva" NA NA
"14" "32.5" "45" "1" " 8. kerület, Kis Fuvaros utca " "jó állapotú" "összkomfortos" "nincs megadva" "2" "4" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" NA "nem" "külön helyiségben" "nyugat" "utcai" "nincs megadva" "utca, közterület" "1950-1980 között" "3 m²" "nem tetotéri" NA NA
"15" "51.9" "51" "3" " 1. kerület, Tabán " "felújított" "összkomfortos" "nincs megadva" "1" "2" "nincs" "3 m vagy magasabb" "gáz (cirko)" NA "nem" "nincs megadva" "nyugat" "udvari" "nem" "utca, közterület" "1950 elott" NA "nem tetotéri" NA NA
"16" "52.5" "87" "3" " 7. kerület, Középso-Erzsébetváros " "felújított" "duplakomfortos" "nincs megadva" "3" "3" "nincs" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "külön és egyben is" "délnyugat" "utcai" "nincs megadva" "utca, közterület - fizetos övezet" "1950 elott" NA "nincs megadva" NA NA
"17" "119" "154" "4" " 11. kerület, Bornemissza utca " "jó állapotú" "duplakomfortos" "nincs megadva" "1" "3" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" NA "nem" "külön helyiségben" "nincs megadva" "nincs megadva" "igen" "udvari beálló - benne van az árban" "1950-1980 között" NA "nincs megadva" NA NA
"18" "41.9" "40" "2" " 11. kerület, Thallóczy Lajos utca " "újszeru" "összkomfortos" "nincs megadva" "2" "6" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "igen" "egy helyiségben" "nyugat" "utcai" "nincs megadva" "nincs megadva" "2001-2010 között" "5.4 m²" "nincs megadva" NA NA
"19" "75" "87" "3" " 11. kerület, Kanizsai utca " "felújított" "összkomfortos" "nincs megadva" "4" "5" "nincs" "nincs megadva" "gáz (cirko)" "van" "nem" "külön helyiségben" "délnyugat" "panorámás" "nem" "utca, közterület - fizetos övezet" "2001-2010 között" "8.5 m²" "nincs megadva" NA NA
"20" "25.2" "56" "2" " 20. kerület, Gubacsipuszta – Eperjes utcai lakótelep " "jó állapotú" "összkomfortos" "nincs megadva" "földszint" "4" "nincs" "3 m-nél alacsonyabb" "házközponti" NA "nincs megadva" "külön helyiségben" "nincs megadva" "kertre nézo" "nincs megadva" "utca, közterület - ingyenes" NA NA NA NA NA
