"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "rezsikoltseg" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "panelprogram"
"11" "43.9" "70" "4" " 11. kerület, Sáfrány utca " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "6" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs" NA "nincs megadva" "egy helyiségben" "nyugat" "panorámás" NA "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" "részt vett"
"12" "68.8" "81" "3" " 6. kerület, Király utca " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "3" "4" "van" "3 m-nél alacsonyabb" "nincs megadva" "van" NA "nincs megadva" "külön helyiségben" "délkelet" "utcai" "3 m²" "nincs megadva" "nem tetotéri" "utca, közterület - fizetos övezet" NA
"13" "78.9" "87" "2" " 13. kerület, Pannónia utca " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "2" "5" "van" "3 m vagy magasabb" "gáz (cirko)" NA NA "nincs megadva" "külön helyiségben" "dél" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA
"14" "47.5" "53" "2" " 6. kerület, Teréz körút " "felújított" NA "összkomfortos" "nincs megadva" "3" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" "van" "25 000 Ft/hó" "nincs megadva" "nincs megadva" "nincs megadva" "udvari" NA "nincs megadva" "nincs megadva" "nincs megadva" NA
"15" "22.9" "36" "1" " 15. kerület, Neptun utca " "közepes állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "7" "10" "van" "3 m-nél alacsonyabb" "távfutés" NA NA "igen" "egy helyiségben" "dél" "panorámás" NA "nem" "nem tetotéri" "utca, közterület - ingyenes" "részt vett"
"16" "99.99" "110" "3" " 5. kerület, Lipótváros " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "3" "5" "van" "3 m vagy magasabb" "gáz (cirko)" "van" NA "nincs megadva" "külön helyiségben" "nyugat" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA
"17" "33.5" "40" "2" " 9. kerület, Liliom utca " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "1" "4" "van" "3 m vagy magasabb" "gáz (konvektor)" "nincs" NA "nincs megadva" "egy helyiségben" "nyugat" "udvari" NA "nincs megadva" "nincs megadva" "nincs megadva" NA
"18" "29.9" "46" "1" " 14. kerület, Zsálya utca " "felújított" NA "összkomfortos" "nincs megadva" "6" "10" "van" "3 m-nél alacsonyabb" "távfutés" "van" NA "igen" "egy helyiségben" "kelet" "kertre nézo" NA "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" "nem vett részt"
"19" "31.9" "56" "2" " 9. kerület, Ülloi út " "felújított" NA "összkomfortos" "nincs megadva" "5" "10" "van" "3 m-nél alacsonyabb" "távfutés" NA NA "nincs megadva" "külön helyiségben" "nincs megadva" "nincs megadva" "3.5 m²" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva"
"20" "34.9" "67" "2" " 4. kerület, Nádasdy Kálmán utca " "felújított" NA "összkomfortos" "nincs megadva" "nincs megadva" "nincs megadva" "van" "nincs megadva" "távfutés" NA NA "nincs megadva" "külön helyiségben" "dél" "nincs megadva" NA "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" "nincs megadva"
