"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "legkondicionalo" "rezsikoltseg" "panelprogram" "parkolohely_ara"
"1" "119" "129" "4" " 11. kerület, Szentimreváros " "újszeru" "1981-2000 között" "duplakomfortos" "nincs megadva" "5" "5" "van" "3 m-nél alacsonyabb" "gáz (cirko)" "nem" "nincs megadva" "dél" "panorámás" "8 m²" "nem" "tetotéri" "utca, közterület" NA NA NA NA
"2" "38.7" "50" "2" " 14. kerület, Bolgárkertész utca " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "1" "3" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs megadva" "külön helyiségben" "délnyugat" "utcai" NA "nem" "nem tetotéri" "utca, közterület" "van" "30 000 Ft/hó" NA NA
"3" "29.5" "61" "3" " 21. kerület, Csepel-Erdosor-lakótelep " "közepes állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "3" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "délnyugat" "nincs megadva" "6 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"4" "24.5" "46" "2" " 21. kerület, Csepel-Ófalu " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "6" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés" "nincs megadva" "nincs megadva" "nyugat" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA "nincs megadva" NA
"5" "36.9" "34" "1" " 11. kerület, Gazdagréti lakótelep " "nincs megadva" "2020" "duplakomfortos" "AA++" "2" "6" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "egy helyiségben" "északnyugat" "kertre nézo" "7.34 m²" "nem" "nincs megadva" "teremgarázs hely - megvásárolható" "van" NA NA "3.15 M Ft"
"6" "69" "94" "3" " 8. kerület, Horváth Mihály tér " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "6 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA "45 000 Ft/hó" NA NA
"7" "63.78" "62" "3" " 11. kerület, Gazdagrét " "nincs megadva" "2020" "duplakomfortos" "AA++" "3" "6" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "külön és egyben is" "délkelet" "kertre nézo" "16.1 m²" "nem" "nincs megadva" "teremgarázs hely - megvásárolható" "van" NA NA "3.15 M Ft"
"8" "26" "53" "2" " 21. kerület, Vénusz utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "1 m²" "nincs megadva" NA "nincs megadva" NA "11 360 Ft/hó" NA NA
"9" "25.9" "53" "2" " 21. kerület, Vénusz utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "1 m²" "nincs megadva" NA "nincs megadva" NA "11 360 Ft/hó" NA NA
"10" "34" "56" "2" " 22. kerület, Arany János utca " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "1" "4" "nincs" "3 m-nél alacsonyabb" "házközponti" "nincs megadva" "külön helyiségben" "nincs megadva" "kertre nézo" "6 m²" "nincs megadva" "nincs megadva" "utca, közterület" NA "20 000 Ft/hó" NA NA
"11" "32" "56" "2" " 22. kerület, Arany János utca " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "1" "4" "nincs" "nincs megadva" "gáz (konvektor)" "nincs megadva" "külön helyiségben" "nincs megadva" "kertre nézo" "6 m²" "nincs megadva" "nincs megadva" "utca, közterület" NA "25 000 Ft/hó" NA NA
"12" "55.4" "50" "1" " 12. kerület, Kissvábhegy " "felújított" NA "összkomfortos" "nincs megadva" "2" "2" "nincs megadva" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "délkelet" "panorámás" "14 m²" "nincs megadva" "nincs megadva" "nincs megadva" "van" NA NA NA
"13" "73.8" "108" "4" " 12. kerület, Széll Kálmán tér " "felújított" NA "összkomfortos" "nincs megadva" "2" "2" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "külön helyiségben" "délkelet" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" "van" NA NA NA
"14" "54.9" "70" "3" " 14. kerület, Semsey Andor utca " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "2" "4" "van" "3 m vagy magasabb" "nincs megadva" "nem" "nincs megadva" "nincs megadva" "utcai" "1 m²" "nem" "nem tetotéri" "utca, közterület" NA NA NA NA
"15" "54.9" "70" "3" " 14. kerület, Semsey Andor utca " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "2" "4" "van" "3 m vagy magasabb" "nincs megadva" "nem" "nincs megadva" "nincs megadva" "utcai" "1 m²" "nem" "nem tetotéri" "utca, közterület" NA NA NA NA
"16" "83" "121" "4" " 2. kerület, Törökvész " "jó állapotú" "1950 elott" "duplakomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m-nél alacsonyabb" "házközponti" "nincs megadva" "egy helyiségben" "délkelet" "kertre nézo" "18.4 m²" "igen" "nem tetotéri" "udvari beálló - benne van az árban" NA NA NA NA
"17" "59.9" "71" "2" " 12. kerület, Németvölgy " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "3" "3" "van" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "külön helyiségben" "kelet" "utcai" "8 m²" "nincs megadva" "legfelso emelet, nem tetotéri" "utca, közterület - fizetos övezet" "nincs" NA NA NA
