"ar_millio" "alapterulet_m" "szobak_n" "cim" "lakopark_neve" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "parkolohely_ara" "legkondicionalo" "rezsikoltseg" "panelprogram"
"1" "37.48" "31" "1" " 13. kerület, Park West " "Park West" "új építésu" "2021" "nincs megadva" "nincs megadva" "7" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "udvari" "10.86 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" "3.49 M Ft" NA NA NA
"2" "81.98" "51" "2" " 13. kerület, Park West " "Park West" "új építésu" "2021" "nincs megadva" "nincs megadva" "7" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "udvari" "69.12 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" "3.49 M Ft" NA NA NA
"3" "54.06" "48" "1" " 13. kerület, Park West " "Park West" "új építésu" "2021" "nincs megadva" "nincs megadva" "7" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "udvari" "16.31 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" "3.49 M Ft" NA NA NA
"4" "27.9" "28" "1" " 6. kerület, Zichy Jeno utca " NA "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "1" "2" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "egy helyiségben" "északnyugat" "udvari" NA "nem" "nincs megadva" "utca, közterület - fizetos övezet" NA "nincs" "25 000 Ft/hó" NA
"5" "59.9" "68" "2" " 9. kerület, Mester utca " NA "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"6" "101.05" "57" "2" " 7. kerület, City Green Home " "City Green Home" "új építésu" "2019" "összkomfortos" "AA++" "7" "7" "van" "3 m-nél alacsonyabb" "megújuló energia, mennyezeti hutés-futés" "nincs megadva" "egy helyiségben" "nincs megadva" "panorámás" "70 m²" "igen" "legfelso emelet, nem tetotéri" "teremgarázs hely - megvásárolható" "6.8 M Ft" "van" NA NA
"7" "23.5" "36" "1" " 4. kerület, Irányi Dániel utca " NA "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA "12 000 Ft/hó" NA
"8" "24.9" "28" "1" " 14. kerület, Alsórákos – Egressy téri lakótelep " NA "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "északkelet" "utcai" "4 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"9" "31" "53" "2" " 19. kerület, Lehel utca " NA "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA "nincs megadva"
"10" "44.99" "50" "1" " 7. kerület, Középso-Erzsébetváros " NA "felújított" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "délkelet" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"11" "28.83" "64" "3" " 17. kerület, Rákoskeresztúr " NA "közepes állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "4" "10" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nem" "külön helyiségben" "nyugat" "utcai" NA "nem" "nem tetotéri" "utca, közterület - ingyenes" NA "nincs" NA "részt vett"
"12" "94.5" "191" "5" " 3. kerület, Óbuda-Óváros " NA "közepes állapotú" "1950 elott" "duplakomfortos" "nincs megadva" "1" "3" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nem" "külön és egyben is" "dél" "kertre nézo" "31 m²" "igen" "nem tetotéri" "utca, közterület - fizetos övezet" NA "nincs" NA NA
"13" "52.5" "67" "2" " 2. kerület, Víziváros " NA "felújítandó" "1950-1980 között" "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "délnyugat" "utcai" "2 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"14" "87.9" "80" "2" " 2. kerület, Vérhalom " NA "jó állapotú" NA "nincs megadva" "nincs megadva" "1" "4" "nincs" "nincs megadva" "gáz (cirko)" "nincs megadva" "külön és egyben is" "délnyugat" "kertre nézo" "10 m²" "igen" "nincs megadva" "nincs megadva" NA NA NA NA
"15" "46" "47" "2" " 7. kerület, Sajó utca " NA "nincs megadva" "2014" "összkomfortos" "nincs megadva" "nincs megadva" "3" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "egy helyiségben" "nincs megadva" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"16" "43.9" "54" "3" " 7. kerület, Rákóczi út " NA "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA "22 500 Ft/hó" NA
"17" "39.9" "49" "2" " 7. kerület, Erzsébet körút " NA "közepes állapotú" NA "összkomfortos" "nincs megadva" "2" "4" "van" "3 m vagy magasabb" "cserépkályha" "nincs megadva" "külön helyiségben" "északkelet" "udvari" NA "nincs megadva" "nincs megadva" "utca, közterület" NA NA "10 000 Ft/hó" NA
"18" "155" "98" "3" " 5. kerület, Honvéd utca 29. " NA "befejezetlen" NA "luxus" "nincs megadva" "2" "4" "van" "3 m vagy magasabb" "gáz (cirko), padlófutés" "nincs megadva" "külön és egyben is" "kelet" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"19" "83" "110" "3.5" " 8. kerület, Tisztviselotelep " NA "felújított" "2001-2010 között" "duplakomfortos" "nincs megadva" "3" "2" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nem" "külön és egyben is" "délnyugat" "utcai" NA "nincs megadva" "tetotéri" "utca, közterület - fizetos övezet" NA "van" NA NA
"20" "24.3" "52" "1" " 19. kerület, Jáhn Ferenc utca " NA "közepes állapotú" NA "összkomfortos" "nincs megadva" "1" "10" "van" "nincs megadva" "távfutés" "nincs megadva" "külön helyiségben" "nincs megadva" "kertre nézo" "3 m²" "nincs megadva" "nincs megadva" "utca, közterület" NA NA "40 000 Ft/hó" "nincs megadva"
