"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "erkely" "panelprogram" "legkondicionalo" "rezsikoltseg"
"1" "11.9" "23" "1" " 10. kerület, Ligettelek " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "egyéb" "nincs megadva" "nincs megadva" "délkelet" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"2" "29.9" "55" "2" " 15. kerület, Nyírpalota út " "felújított" "1950-1980 között" "nincs megadva" "nincs megadva" "8" "nincs megadva" "van" "nincs megadva" "távfutés" "nincs megadva" "nincs megadva" "kelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "4 m²" "nincs megadva" NA NA
"3" "159" "130" "3" " 2. kerület, Lévay utca " "felújított" "1950-1980 között" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "délnyugat" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" "59 m²" NA NA NA
"4" "29.9" "55" "1" " 16. kerület, Futórózsa utca " "jó állapotú" "1981-2000 között" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "nincs megadva" "házközponti" "nincs megadva" "nincs megadva" "délkelet" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" "3 m²" "nincs megadva" NA NA
"5" "45.9" "51" "2" " 11. kerület, Schweidel utca " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "délnyugat" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"6" "124.9" "116" "3" " 5. kerület, Kossuth Lajos utca " "felújított" "1950 elott" "duplakomfortos" "nincs megadva" "2" "4" "van" "3 m vagy magasabb" "házközponti" "nincs megadva" "külön helyiségben" "dél" "utcai" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" "3 m²" NA NA NA
"7" "42.9" "64" "2" " 13. kerület, Victor Hugo utca " "közepes állapotú" NA "összkomfortos" "nincs megadva" "1" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés" "nincs megadva" "külön helyiségben" "dél" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"8" "54.9" "56" "1" " 13. kerület, Dolmány utca " "újszeru" "2018" "nincs megadva" "nincs megadva" "4" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "nincs megadva" "dél" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "67 m²" NA NA NA
"9" "27.99" "50" "1" " 4. kerület, Újpest " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "földszint" "földszintes" "nincs megadva" "3 m vagy magasabb" "egyéb kazán" "nincs megadva" "egy helyiségben" "kelet" "utcai" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" NA NA NA NA
"10" "42.5" "44" "1" " 6. kerület, Ó utca " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "igen" "egy helyiségben" "északkelet" "udvari" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA "van" NA
"11" "272.08" "163" "5" " 6. kerület, Andrássy út " "felújított" "1950 elott" "duplakomfortos" "nincs megadva" "3" "4" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "délkelet" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA NA "van" "50 000 Ft/hó"
"12" "93.9" "125" "3" " 7. kerület, Erzsébet körút " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "2" "4" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "külön helyiségben" "északkelet" "utcai" "nem" "nincs megadva" "utca, közterület" NA NA NA "22 000 Ft/hó"
"13" "47.2" "72" "3" " 9. kerület, Ferenc körút " "felújítandó" "1950 elott" "összkomfortos" "nincs megadva" "1" "3" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "külön helyiségben" "nyugat" "udvari" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"14" "25.9" "53" "2" " 15. kerület, Nyírpalota út " "nincs megadva" NA "összkomfortos" "nincs megadva" "2" "10" "van" "nincs megadva" "házközponti egyedi méréssel" "nem" "külön helyiségben" "nincs megadva" "utcai" "nem" "nincs megadva" "utca, közterület" NA "részt vett" "nincs" NA
"15" "85" "100" "4" " 3. kerület, Aranyhegy " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs megadva" "hoszivattyú" "nincs megadva" "nincs megadva" "délnyugat" "panorámás" "nincs megadva" "nincs megadva" "önálló garázs - benne van az árban" "12 m²" NA NA NA
"16" "37.9" "54" "2" " 11. kerület, Kelenföld " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"17" "57.9" "95" "3" " 9. kerület, Középso-Ferencváros – Malmok " "felújítandó" "1950 elott" "összkomfortos" "nincs megadva" "3" "3" "nincs" "3 m vagy magasabb" "gáz (konvektor), cserépkályha" "nem" "külön helyiségben" "nyugat" "kertre nézo" "nem" "nem tetotéri" "utca, közterület" NA NA "nincs" NA
"18" "37" "32" "1" " 4. kerület, Garay utca " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "földszintes" "nincs" "3 m-nél alacsonyabb" "fan-coil" "igen" "egy helyiségben" "délnyugat" "kertre nézo" "igen" "nem tetotéri" "önálló garázs - benne van az árban" "20 m²" NA "van" NA
"19" "28.4" "48" "2" " 9. kerület, József Attila-lakótelep " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "7" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nem" "nincs megadva" "dél" "utcai" "nem" "nem tetotéri" "utca, közterület" "3 m²" "nincs megadva" NA NA
"20" "57.9" "95" "4" " 9. kerület, Angyal utca " "felújítandó" "1950 elott" "összkomfortos" "nincs megadva" "3" "3" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nem" "külön helyiségben" "nyugat" "udvari" "nem" "nem tetotéri" "nincs megadva" NA NA "nincs" NA
