"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "panelprogram" "parkolas" "legkondicionalo" "rezsikoltseg"
"1" "31.9" "70" "3" " 17. kerület, Pesti út " "jó állapotú" "1981-2000 között" "nincs megadva" "nincs megadva" "9" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs megadva" "nincs megadva" "északnyugat" "utcai" "5 m²" "nincs megadva" "nem tetotéri" "nincs megadva" "nincs megadva" NA NA
"2" "40.9" "57" "3" " 14. kerület, Alsórákos " "újszeru" "2001-2010 között" "összkomfortos" "nincs megadva" "1" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "egy helyiségben" "délnyugat" "kertre nézo" "5 m²" "nincs megadva" "nincs megadva" NA "udvari beálló - benne van az árban" "van" NA
"3" "51.99" "63" "2" " 11. kerület, Lágymányosi lakótelep " "jó állapotú" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" NA "nincs megadva" NA NA
"4" "54.9" "51" "2" " 11. kerület, Lágymányos – Muegyetem környéke " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "3" "3" "van" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "egy helyiségben" "nyugat" "utcai" NA "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs" "11 000 Ft/hó"
"5" "48" "65" "2" " 5. kerület, Hercegprímás utca " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "3" "van" "3 m vagy magasabb" "gáz (cirko)" "igen" "egy helyiségben" "délnyugat" "udvari" NA "nem" "nem tetotéri" NA "utca, közterület - fizetos övezet" "nincs" "8 000 Ft/hó"
"6" "120" "120" "4" " 1. kerület, Víziváros " "felújított" "1950 elott" "duplakomfortos" "nincs megadva" "4" "5" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "egy helyiségben" "dél" "utcai" NA "nincs megadva" "nem tetotéri" NA "utca, közterület" NA NA
"7" "84.5" "79" "2" " 12. kerület, Németvölgy " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "3" "3" "nincs" "3 m vagy magasabb" "cserépkályha" "nincs megadva" "egy helyiségben" "észak" "utcai" NA "nincs megadva" "nem tetotéri" NA "nincs megadva" NA NA
"8" "29.99" "45" "1" " 16. kerület, Cinkota – Európa lakókert " "jó állapotú" "1981-2000 között" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "nyugat" "nincs megadva" "10 m²" "nincs megadva" "nem tetotéri" NA "nincs megadva" NA NA
"9" "30.6" "59" "2" " 21. kerület, Kossuth Lajos utca " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "1" "4" "nincs" "3 m-nél alacsonyabb" "távfutés" "nincs megadva" "külön helyiségben" "dél" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA NA
"10" "74.9" "96" "3" " 3. kerület, Táborhegy " "nincs megadva" "2017" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "nyugat" "nincs megadva" "12 m²" "nincs megadva" "nem tetotéri" NA "nincs megadva" NA NA
