"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "rezsikoltseg" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "panelprogram" "parkolohely_ara"
"1" "39.9" "49" "2" " 11. kerület, Kisköre utca 16/D " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "2" "2" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs" "30 000 Ft/hó" "nem" "külön helyiségben" "dél" "utcai" "3 m²" "nem" "nem tetotéri" "utca, közterület - ingyenes" NA NA
"2" "28.9" "47" "2" " 18. kerület, Szent Lorinc-lakótelep " "közepes állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "egyéb" NA NA "nincs megadva" "nincs megadva" "északkelet" "utcai" "4 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"3" "45" "74" "2" " 4. kerület, Csokonai utca " "jó állapotú" "2011" "nincs megadva" "nincs megadva" "földszint" "3" "nincs megadva" "nincs megadva" "gáz (cirko)" "van" NA "igen" "külön helyiségben" "nincs megadva" "nincs megadva" "8 m²" "igen" "nincs megadva" "udvari beálló" NA NA
"4" "121" "152" "5" " 8. kerület, Tisztviselotelep " "felújított" "1950 elott" "duplakomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m vagy magasabb" "gáz (cirko)" "van" NA "igen" "egy helyiségben" "dél" "utcai" "20 m²" "igen" "nem tetotéri" "utca, közterület - ingyenes" NA NA
"5" "22" "29" "1" " 11. kerület, Siroki utca 3/b " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA
"6" "38.5" "100" "3" " 22. kerület, Baross Gábor-telep " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "1" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "van" "40 000 Ft/hó" "nem" "külön helyiségben" "délkelet" "utcai" NA "igen" "nem tetotéri" "önálló garázs - benne van az árban" NA NA
"7" "55" "93" "3" " 13. kerület, Kartács utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "3" "4" "nincs" "nincs megadva" "gáz (cirko)" NA NA "nincs megadva" "nincs megadva" "északkelet" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA
"8" "47.05" "73" "2" " 10. kerület, Ligettelek " "nincs megadva" "2019" "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "nincs megadva" "egyéb" NA NA "nincs megadva" "nincs megadva" "észak" "nincs megadva" "14 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"9" "28" "50" "2" " 14. kerület, Alsórákos – Füredi utcai lakótelep " "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "földszint" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" NA NA "nincs megadva" "külön helyiségben" "délkelet" "nincs megadva" NA "nem" "nem tetotéri" "nincs megadva" "nincs megadva" NA
"10" "85" "75" "2" " 3. kerület, Királylaki út " "újszeru" "2001-2010 között" "összkomfortos" "nincs megadva" "földszint" "2" "nincs megadva" "3 m-nél alacsonyabb" "gáz (cirko)" "van" NA "nincs megadva" "külön helyiségben" "kelet" "panorámás" "10 m²" "igen" "nem tetotéri" "teremgarázs hely - benne van az árban" NA NA
"11" "40.9" "52" "2" " 14. kerület, Cinkotai út " "jó állapotú" "2001-2010 között" "összkomfortos" "nincs megadva" "1" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "van" "15 000 Ft/hó" "nem" "egy helyiségben" "északnyugat" "kertre nézo" "5 m²" "igen" "legfelso emelet, nem tetotéri" "udvari beálló - benne van az árban" NA NA
"12" "26" "55" "2" " 15. kerület, Páskomliget utca " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "5" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs" NA "nincs megadva" "külön helyiségben" "kelet" "utcai" "5 m²" "nem" "nincs megadva" "utca, közterület" "nincs megadva" NA
"13" "26.5" "60" "3" " 21. kerület, Csepel-Gyártelep " "felújított" "1950-1980 között" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "elektromos" NA NA "nincs megadva" "nincs megadva" "délkelet" "nincs megadva" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"14" "27.9" "69" "2" " 20. kerület, Erzsébetfalva " "közepes állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (konvektor)" NA NA "nincs megadva" "nincs megadva" "délkelet" "utcai" "2 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"15" "28" "43" "1" " 18. kerület, Építo utca 28/c " "jó állapotú" NA "nincs megadva" "nincs megadva" "3" "4" "nincs" "nincs megadva" "távfutés egyedi méréssel" NA NA "nincs megadva" "egy helyiségben" "nincs megadva" "nincs megadva" NA "nincs megadva" NA "utca, közterület" NA NA
"16" "36.9" "52" "2" " 11. kerület, Rahó utca " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "4" "4" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" NA NA "nincs megadva" "nincs megadva" "délkelet" "kertre nézo" NA "nincs megadva" "nincs megadva" "utca, közterület" NA NA
"17" "105.9" "66" "2" " 12. kerület, Németvölgy " "újszeru" "2018" "összkomfortos" "nincs megadva" "2" "4" "van" "3 m-nél alacsonyabb" "megújuló energia" "van" NA "nem" "külön helyiségben" "északnyugat" "kertre nézo" "16.32 m²" "nincs megadva" "nem tetotéri" "teremgarázs hely - megvásárolható" NA "7 M Ft"
"18" "38.5" "63" "2" " 8. kerület, Baross utca " "jó állapotú" NA "összkomfortos" "nincs megadva" "1" "2" "nincs megadva" "nincs megadva" "gáz (cirko)" NA NA "nincs megadva" "egy helyiségben" "nincs megadva" "utcai" NA "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" NA NA
"19" "47.89" "68" "2" " 13. kerület, Kárpát utca " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "6" "nincs megadva" "van" "3 m vagy magasabb" "távfutés" NA NA "nincs megadva" "nincs megadva" "dél" "utcai" "2 m²" "nincs megadva" "nem tetotéri" "nincs megadva" "nincs megadva" NA
"20" "109" "108" "3" " 12. kerület, Virányos " "jó állapotú" NA "összkomfortos" "nincs megadva" "nincs megadva" "3" "nincs megadva" "nincs megadva" "gáz (cirko)" NA NA "nincs megadva" "nincs megadva" "délnyugat" "kertre nézo" "13 m²" "igen" "nincs megadva" "udvari beálló" NA NA
