"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "epites_eve" "legkondicionalo" "rezsikoltseg" "erkely" "panelprogram"
"1" "24.9" "63" "2" " 20. kerület, Erzsébetfalva " "felújítandó" "összkomfortos" "nincs megadva" "nincs megadva" "földszintes" "nincs megadva" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "egy helyiségben" "északnyugat" "nincs megadva" "igen" "nincs megadva" "nincs megadva" NA NA NA NA NA
"2" "28.9" "35" "1" " 17. kerület, Rákoscsaba " "felújított" "összkomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m-nél alacsonyabb" "elektromos, padlófutés" "nem" "egy helyiségben" "délnyugat" "udvari" "igen" "nem tetotéri" "udvari beálló - benne van az árban" "2020" "nincs" NA NA NA
"3" "52.6" "45" "2" " 1. kerület, Tabán " "közepes állapotú" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "délnyugat" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "1950 elott" NA NA NA NA
"4" "37" "43" "2" " 10. kerület, Halom utca " "nincs megadva" "összkomfortos" "nincs megadva" "földszint" "5" "van" "3 m-nél alacsonyabb" "hoszivattyú, padlófutés" "nincs megadva" "külön helyiségben" "nincs megadva" "udvari" "igen" "nem tetotéri" "utca, közterület - ingyenes" "2001-2010 között" NA "22 000 Ft/hó" "5 m²" NA
"5" "43.9" "109" "4" " 20. kerület, Erzsébetfalva " "felújított" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "északkelet" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" "1950-1980 között" NA NA NA NA
"6" "26.5" "39" "1" " 13. kerület, Angyalföld – Fiastyúk utcai lakótelep " "felújítandó" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "kelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "1950-1980 között" NA NA NA NA
"7" "66.9" "85" "3" " 8. kerület, Józsefváros – Csarnoknegyed " "újszeru" "nincs megadva" "nincs megadva" "4" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "délnyugat" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" "2001-2010 között" "nincs" NA "18 m²" NA
"8" "32" "39" "1" " 14. kerület, Szitaköto utca " "jó állapotú" "nincs megadva" "nincs megadva" "1" "3" "nincs megadva" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "igen" "nem tetotéri" "utca, közterület" NA NA NA "4 m²" NA
"9" "36.5" "73" "2.5" " 17. kerület, Rákoskeresztúri lakótelep " "felújított" "nincs megadva" "nincs megadva" "4" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs megadva" "nincs megadva" "délkelet" "utcai" "nincs megadva" "legfelso emelet, nem tetotéri" "nincs megadva" "1950-1980 között" NA NA "3 m²" "nincs megadva"
"10" "36.8" "42" "2" " 14. kerület, Nagyzugló " "jó állapotú" "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" "2001-2010 között" NA NA NA NA
