"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "rezsikoltseg" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "erkely" "panelprogram"
"1" "21.9" "40" "1" " 8. kerület, Delej utca 51. " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "4" "4" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "van" "25 000 Ft/hó" "nincs megadva" "külön helyiségben" "nincs megadva" "udvari" "nincs megadva" "nem tetotéri" "utca, közterület" NA NA
"2" "30.9" "35" "1" " 14. kerület, Bánki Donát utca 22/c " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "2" "4" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" NA "22 000 Ft/hó" "nincs megadva" "külön helyiségben" "kelet" "kertre nézo" "nem" "nem tetotéri" "utca, közterület - ingyenes" "2 m²" NA
"3" "24.2" "27" "1" " 6. kerület, Szondi utca 64. " "jó állapotú" NA "nincs megadva" "nincs megadva" "földszint" "2" "nincs" "3 m vagy magasabb" "gáz (konvektor)" NA NA "nincs megadva" "egy helyiségben" "nincs megadva" "udvari" "nincs megadva" "nem tetotéri" "utca, közterület" NA NA
"4" "31.9" "42" "1" " 9. kerület, Sobieski János utca " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "3" "4" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" NA "30 000 Ft/hó" "nem" "egy helyiségben" "délkelet" "kertre nézo" "nem" "nem tetotéri" "utca, közterület" "2 m²" NA
"5" "82.95" "65" "3" " 5. kerület, Garibaldi utca " "felújított" NA "duplakomfortos" "nincs megadva" "1" "4" "van" "3 m vagy magasabb" "gáz (cirko), fan-coil" "van" "21 600 Ft/hó" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA NA
"6" "44.9" "62" "3" " 11. kerület, Kondorosi út " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "7" "9" "van" "3 m-nél alacsonyabb" "távfutés" "van" NA "igen" "külön helyiségben" "nincs megadva" "panorámás" "nem" "nem tetotéri" "utca, közterület - ingyenes" "5 m²" "részt vett"
"7" "24.9" "53" "2" " 15. kerület, Nyírpalota út " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "7" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs" NA "igen" "külön helyiségben" "kelet" "panorámás" "nem" "nem tetotéri" "utca, közterület - ingyenes" NA "részt vett"
"8" "42.9" "61" "2" " 9. kerület, Gát utca 36. " "felújított" NA "nincs megadva" "nincs megadva" "1" "3" "nincs" "nincs megadva" "gáz (konvektor)" NA NA "nincs megadva" "egy helyiségben" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA NA
"9" "53.8" "51" "3" " 9. kerület, Csarnok tér " "felújított" NA "összkomfortos" "nincs megadva" "2" "3" "nincs megadva" "3 m vagy magasabb" "elektromos, gáz (konvektor)" "van" "20 000 Ft/hó" "nincs megadva" "külön helyiségben" "délnyugat" "nincs megadva" "nincs megadva" "nem tetotéri" "utca, közterület" NA NA
"10" "28" "57" "2" " 19. kerület, József Attila utca " "felújított" NA "összkomfortos" "B" "2" "4" "nincs" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs" NA "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "nincs megadva" NA "utca, közterület" "6 m²" NA
