"ar_millio" "alapterulet_m" "szobak_n" "cim" "lakopark_neve" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "parkolohely_ara" "legkondicionalo" "rezsikoltseg" "panelprogram"
"1" "55.4" "60" "3" " 15. kerület, Hubay Garden " "Hubay Garden" "új építésu" "2020" "összkomfortos" "nincs megadva" "3" "4" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "igen" "egy helyiségben" "délnyugat" "kertre nézo" "14.1 m²" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" "3.81 M Ft" NA NA NA
"2" "43.9" "57" "3" " 3. kerület, Óbuda-Óváros " NA "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "4" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "távfutés" "nincs megadva" "egy helyiségben" "nincs megadva" "nincs megadva" "6 m²" "nincs megadva" NA "nincs megadva" NA NA NA NA
"3" "39.9" "36" "2" " 7. kerület, Alsó erdosor " NA "felújított" NA "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "nincs megadva" "gáz (konvektor)" "nincs megadva" "külön helyiségben" "nincs megadva" "nincs megadva" "2 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"4" "42.4" "46" "2" " 15. kerület, Hubay Garden " "Hubay Garden" "új építésu" "2020" "összkomfortos" "nincs megadva" "3" "4" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "igen" "egy helyiségben" "délnyugat" "kertre nézo" "9.1 m²" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" "3.81 M Ft" NA NA NA
"5" "71.49" "62" "3" " 15. kerület, Hubay Garden " "Hubay Garden" "új építésu" "2019" "luxus" "nincs megadva" "3" "3" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "igen" "külön és egyben is" "délnyugat" "panorámás" "49.1 m²" "nem" "legfelso emelet, nem tetotéri" "teremgarázs hely - megvásárolható" "3.81 M Ft" NA NA NA
"6" "32.5" "51" "2" " 8. kerület, Práter utca " NA "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "5" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "6 m²" "nincs megadva" NA "nincs megadva" NA NA NA NA
"7" "34" "36" "2" " 8. kerület, Józsefváros – Népszínháznegyed " NA "felújított" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs" "3 m vagy magasabb" "elektromos" "nincs megadva" "nincs megadva" "nincs megadva" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"8" "48.99" "61" "3" " 15. kerület, Hubay Garden " "Hubay Garden" "új építésu" "2020" "összkomfortos" "nincs megadva" "1" "3" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "igen" "külön és egyben is" "dél" "kertre nézo" "3.8 m²" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" "3.81 M Ft" "nincs" NA NA
"9" "32.99" "38" "1" " 15. kerület, Hubay Garden " "Hubay Garden" "új építésu" "2019" "összkomfortos" "nincs megadva" "földszint" "3" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "igen" "egy helyiségben" "délnyugat" "kertre nézo" "9.2 m²" "igen" "nem tetotéri" "teremgarázs hely - megvásárolható" "3.81 M Ft" NA NA NA
"10" "54.99" "61" "3" " 15. kerület, Hubay Garden " "Hubay Garden" "új építésu" "2019" "összkomfortos" "nincs megadva" "földszint" "3" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "igen" "egy helyiségben" "délnyugat" "kertre nézo" "20 m²" "igen" "nem tetotéri" "teremgarázs hely - megvásárolható" "3.81 M Ft" NA NA NA
"11" "27.8" "49" "2" " 21. kerület, Csepel-Csillagtelep – Rakéta utcai lakótelep " NA "jó állapotú" NA "összkomfortos" "nincs megadva" "1" "3" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs megadva" "egy helyiségben" "északnyugat" "udvari" NA "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA NA NA NA
"12" "22.9" "29" "1" " 18. kerület, Havanna-lakótelep " NA "jó állapotú" "1981-2000 között" "összkomfortos" "CC" "5" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "igen" "egy helyiségben" "délnyugat" "panorámás" "3 m²" "nem" "nem tetotéri" "utca, közterület - ingyenes" NA "van" "20 000 Ft/hó" "részt vett"
"13" "31.5" "40" "1" " 6. kerület, Lövölde tér " NA "jó állapotú" NA "összkomfortos" "nincs megadva" "földszint" "4" "nincs megadva" "3 m vagy magasabb" "nincs megadva" "nincs megadva" "egy helyiségben" "nincs megadva" "udvari" NA "nincs megadva" "nincs megadva" "utca, közterület" NA NA NA NA
"14" "57.9" "76" "2" " 13. kerület, Vizafogó " NA "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "kelet" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"15" "71.9" "95" "3" " 2. kerület, Szász Károly utca " NA "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "félemelet" "5" "nincs megadva" "3 m vagy magasabb" "gáz (cirko)" "nem" "külön helyiségben" "kelet" "utcai" NA "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" NA "nincs" NA NA
"16" "27.9" "57" "2" " 3. kerület, Lukács György utca " NA "jó állapotú" NA "nincs megadva" "nincs megadva" "4" "10" "van" "nincs megadva" "nincs megadva" "nincs megadva" "külön helyiségben" "nincs megadva" "panorámás" NA "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA "van" NA "nincs megadva"
"17" "27.9" "30" "1" " 6. kerület, Mozsár utca " NA "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "6" "nincs megadva" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "egy helyiségben" "nincs megadva" "udvari" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"18" "17.9" "28" "1" " 4. kerület, Perényi Zsigmond utca " NA "jó állapotú" NA "összkomfortos" "nincs megadva" "földszint" "2" "nincs megadva" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs megadva" "külön helyiségben" "délnyugat" "utcai" NA "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA NA NA NA
"19" "23.9" "61" "1" " 8. kerület, Baross utca " NA "újszeru" "2001-2010 között" "összkomfortos" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "nincs megadva" "házközponti egyedi méréssel" "igen" "nincs megadva" "nincs megadva" "utcai" NA "igen" "nincs megadva" "teremgarázs hely - megvásárolható" NA NA NA NA
"20" "35.9" "50" "2" " 11. kerület, Hamzsabégi út " NA "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "félemelet" "4" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "igen" "egy helyiségben" "dél" "udvari" "5 m²" "nem" "nem tetotéri" "utca, közterület - ingyenes" NA "van" NA NA
