"ar_millio" "alapterulet_m" "szobak_n" "cim" "lakopark_neve" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "parkolohely_ara" "rezsikoltseg" "panelprogram"
"1" "44.9" "60" "3" " 13. kerület, Concrete Yellow " "Concrete Yellow" "új építésu" "2019" "összkomfortos" "nincs megadva" "1" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" "igen" "külön helyiségben" "északkelet" "kertre nézo" "8.88 m²" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" "2.8 M Ft" NA NA
"2" "49.9" "67" "3" " 13. kerület, Concrete Yellow " "Concrete Yellow" "új építésu" "2019" "összkomfortos" "nincs megadva" "1" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" "igen" "külön helyiségben" "nyugat" "kertre nézo" "13.78 m²" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" "2.8 M Ft" NA NA
"3" "29.9" "35" "1" " 13. kerület, Concrete Yellow " "Concrete Yellow" "új építésu" "2019" "összkomfortos" "nincs megadva" "4" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" "igen" "külön helyiségben" "nyugat" "panorámás" "8.14 m²" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" "2.8 M Ft" NA NA
"4" "59.9" "69" "3" " 13. kerület, Jász utca 47. " NA "új építésu" "2019" "összkomfortos" "nincs megadva" "5" "7" "van" "3 m-nél alacsonyabb" "hoszivattyú, mennyezeti hutés-futés" "van" "igen" "külön és egyben is" "kelet" "kertre nézo" "7.22 m²" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" "3.99 M Ft" NA NA
"5" "44.2" "50" "2" " 14. kerület, Paskal Garden " "Paskal Garden" "új építésu" "2020" "összkomfortos" "nincs megadva" "4" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "nincs megadva" "délkelet" "nincs megadva" "12.3 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"6" "48.29" "47" "2" " 9. kerület, M37 Green Home " "M37 Green Home" "új építésu" "2019" "összkomfortos" "nincs megadva" "nincs megadva" "7" "van" "3 m-nél alacsonyabb" "mennyezeti hutés-futés, megújuló energia" "van" "nincs megadva" "egy helyiségben" "nincs megadva" "kertre nézo" "8 m²" "nem" "nincs megadva" "teremgarázs hely - megvásárolható" "4.5 M Ft" NA NA
"7" "47.1" "50" "2" " 13. kerület, Harmony Terrace " "Harmony Terrace" "új építésu" "2021" "összkomfortos" "nincs megadva" "2" "7" "van" "3 m-nél alacsonyabb" "mennyezeti hutés-futés" "nincs" "igen" "egy helyiségben" "nyugat" "kertre nézo" "6.13 m²" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" "4 M Ft" NA NA
"8" "46" "52" "2" " 9. kerület, Viola utca " NA "újszeru" "2001-2010 között" "összkomfortos" "nincs megadva" "3" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "külön helyiségben" "nyugat" "kertre nézo" "2 m²" "nem" "nincs megadva" "teremgarázs hely - bérelheto" "20 000 Ft/hó" NA NA
"9" "29" "37" "1" " 15. kerület, Palotás Kert " "Palotás Kert" "új építésu" "2019" "összkomfortos" "AA" "3" "4" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" "nem" "egy helyiségben" "délnyugat" "panorámás" "5 m²" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" "2.5 M Ft" "20 000 Ft/hó" NA
"10" "31.9" "39" "1" " 15. kerület, Palotás Kert " "Palotás Kert" "új építésu" "2019" "összkomfortos" "AA" "3" "4" "nincs" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs" "nem" "külön helyiségben" "délnyugat" "panorámás" "5 m²" "nem" "nem tetotéri" "udvari beálló - megvásárolható" "900 000 €" "20 000 Ft/hó" NA
"11" "29.46" "36" "1" " 15. kerület, Palotás Kert " "Palotás Kert" "új építésu" "2019" "összkomfortos" "AA" "2" "4" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs" "nem" "egy helyiségben" "délkelet" "utcai" "5 m²" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" "2.5 M Ft" "20 000 Ft/hó" NA
"12" "63.5" "72" "2" " 12. kerület, Németvölgy " NA "jó állapotú" NA "összkomfortos" "nincs megadva" "3" "4" "nincs" "nincs megadva" "gáz (cirko)" NA "nem" "külön helyiségben" "dél" "panorámás" "2 m²" "nem" "nincs megadva" "utca, közterület - fizetos övezet" NA NA NA
"13" "36.9" "69" "2" " 4. kerület, Káposztásmegyer I. lakótelep " NA "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "távfutés" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA "nincs megadva"
