"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "panelprogram" "erkely" "rezsikoltseg"
"1" "29.9" "46" "2" " 19. kerület, Wekerletelep " "közepes állapotú" "1950 elott" "komfortos" "nincs megadva" "1" "2" "nincs" "3 m-nél alacsonyabb" "nincs megadva" "nincs" "nem" "egy helyiségben" "északnyugat" "utcai" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" NA NA NA
"2" "18.9" "36" "1" " 20. kerület, Török Flóris utca " "közepes állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "9" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nincs" "nincs megadva" "külön helyiségben" "délnyugat" "utcai" "nem" "nem tetotéri" "utca, közterület - ingyenes" "nem vett részt" NA NA
"3" "42" "46" "2" " 5. kerület, Erzsébet tér " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "elektromos" NA "nincs megadva" "nincs megadva" "kelet" "udvari" "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" NA NA NA
"4" "97.8" "89" "2" " 7. kerület, Rákóczi út " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "félemelet" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "délkelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"5" "189.9" "94" "2" " 5. kerület, Belgrád rakpart " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "1" "5" "van" "3 m vagy magasabb" "gáz (cirko)" "van" "nincs megadva" "külön és egyben is" "nyugat" "panorámás" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"6" "68" "79" "2" " 12. kerület, Németvölgy " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "3" "4" "nincs" "3 m-nél alacsonyabb" "cserépkályha" "van" "nem" "külön helyiségben" "nincs megadva" "kertre nézo" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA "2.7 m²" NA
"7" "39.8" "75" "3" " 19. kerület, Wekerletelep " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "1" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "van" "nem" "egy helyiségben" "délkelet" "utcai" "igen" "tetotéri" "utca, közterület - ingyenes" NA NA NA
"8" "34.8" "63" "1" " 7. kerület, Középso-Erzsébetváros " "jó állapotú" NA "összkomfortos" "nincs megadva" "3" "4" "nincs" "3 m vagy magasabb" "gáz (konvektor)" NA "nincs megadva" "külön helyiségben" "északkelet" "nincs megadva" "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" NA "2 m²" NA
"9" "28.5" "38" "1" " 8. kerület, Koris utca " "újszeru" "2001-2010 között" "összkomfortos" "nincs megadva" "1" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "egy helyiségben" "dél" "udvari" "nincs megadva" "nincs megadva" "udvari beálló" NA "4 m²" "31 000 Ft/hó"
"10" "26.5" "58" "2" " 22. kerület, Budatétény – Rózsakert utcai lakótelep " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "3" "4" "nincs" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs" "nem" "külön helyiségben" "dél" "kertre nézo" "nem" "nem tetotéri" "utca, közterület - ingyenes" "részt vett" NA "35 000 Ft/hó"
