"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "rezsikoltseg" "panelprogram" "epites_eve" "legkondicionalo" "erkely" "parkolohely_ara"
"1" "44.9" "47" "2" " 6. kerület, Szobi utca 4. " "felújított" "összkomfortos" "nincs megadva" "félemelet" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (konvektor)" "nincs megadva" "nincs megadva" "délnyugat" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA NA NA
"2" "30.9" "61" "3" " 7. kerület, Király utca " "nincs megadva" "összkomfortos" "nincs megadva" "földszint" "4" "nincs megadva" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "egy helyiségben" "nincs megadva" "udvari" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA NA NA
"3" "24.9" "36" "1" " 4. kerület, Kordován tér " "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "20 000 Ft/hó" "nincs megadva" NA NA NA NA
"4" "25" "41" "1" " 11. kerület, Kelenföldi lakótelep " "felújítandó" "összkomfortos" "nincs megadva" "félemelet" "4" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "nem" "külön helyiségben" "nyugat" "kertre nézo" "nem" "nem tetotéri" "utca, közterület - ingyenes" NA NA "1950-1980 között" "nincs" NA NA
"5" "36.9" "66" "3" " 3. kerület, Óbudai lakótelep " "felújított" "összkomfortos" "nincs megadva" "nincs megadva" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs megadva" "külön helyiségben" "nyugat" "panorámás" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "1950-1980 között" NA "3 m²" NA
"6" "44" "53" "2" " 14. kerület, Dorozsmai utca 203-209. " "újszeru" "duplakomfortos" "nincs megadva" "4" "7" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nem" "egy helyiségben" "délkelet" "kertre nézo" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" NA NA "2017" "van" "5 m²" "3.5 M Ft"
"7" "34.9" "52" "2" " 3. kerület, Kerék utca 24. " "felújított" "összkomfortos" "CC" "2" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nem" "külön helyiségben" "nyugat" "utcai" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" "10 000 Ft/hó" "nem vett részt" NA "nincs" NA NA
"8" "33.16" "43" "2" " 7. kerület, Garay utca " "felújított" "nincs megadva" "nincs megadva" "2" "3" "nincs" "nincs megadva" "gáz (konvektor)" "nincs megadva" "nincs megadva" "dél" "udvari" "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" NA NA "1950-1980 között" "nincs" NA NA
"9" "40.25" "54" "2" " 6. kerület, Király utca " "nincs megadva" "nincs megadva" "nincs megadva" "6" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA NA NA
"10" "82.5" "72" "2" " 7. kerület, Síp utca " "újszeru" "luxus" "nincs megadva" "2" "7" "van" "3 m-nél alacsonyabb" "gáz (cirko)" "igen" "külön helyiségben" "délkelet" "utcai" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" "21 000 Ft/hó" NA "2001-2010 között" "van" "4 m²" "6 M Ft"
"11" "35.9" "75" "3" " 21. kerület, Táncsics Mihály utca " "felújított" "összkomfortos" "nincs megadva" "földszint" "4" "nincs megadva" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" "12 000 Ft/hó" "nincs megadva" "1981-2000 között" "van" NA NA
"12" "18.9" "35" "1" " 18. kerület, Havanna-lakótelep " "közepes állapotú" "nincs megadva" "nincs megadva" "8" "10" "van" "nincs megadva" "házközponti egyedi méréssel" "igen" "nincs megadva" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" NA NA NA NA
"13" "17.99" "36" "1" " 14. kerület, Törökor " "felújítandó" "összkomfortos" "nincs megadva" "1" "4" "van" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "külön helyiségben" "nincs megadva" "udvari" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" NA NA "1950-1980 között" NA NA NA
"14" "30.9" "35" "1" " 13. kerület, Szegedi út " "jó állapotú" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA NA NA
"15" "25.9" "36" "1" " 4. kerület, Boröndös utca 26. " "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" NA NA "1 m²" NA
"16" "54.8" "79" "4" " 4. kerület, Megyer – Nagyváradi liget lakópark " "újszeru" "összkomfortos" "nincs megadva" "földszint" "4" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "külön helyiségben" "nyugat" "kertre nézo" "nem" "nincs megadva" "udvari beálló - benne van az árban" "17 000 Ft/hó" NA "2001-2010 között" "nincs" "8 m²" NA
"17" "28.4" "45" "1" " 11. kerület, Albertfalvai lakótelep " "közepes állapotú" "összkomfortos" "nincs megadva" "félemelet" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs megadva" "külön helyiségben" "nincs megadva" "kertre nézo" "nincs megadva" "nem tetotéri" "utca, közterület" NA "nincs megadva" NA NA NA NA
"18" "31.9" "35" "2" " 13. kerület, Szent László út " "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "házközponti egyedi méréssel" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "18 000 Ft/hó" NA NA NA NA NA
