"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "epites_eve" "legkondicionalo" "rezsikoltseg" "erkely" "panelprogram" "parkolohely_ara"
"1" "76" "76" "3" " 5. kerület, Kálmán Imre utca " "felújított" "összkomfortos" "nincs megadva" "1" "4" "van" "3 m vagy magasabb" "gáz (cirko)" "nem" "külön helyiségben" "nincs megadva" "udvari" "nincs megadva" "nem tetotéri" "utca, közterület" NA NA NA NA NA NA
"2" "49" "107" "3" " 19. kerület, Kispest-Óváros " "közepes állapotú" "komfortos" "nincs megadva" "1" "2" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nem" "külön helyiségben" "nincs megadva" "utcai" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" "1950 elott" "nincs" NA NA NA NA
"3" "69" "81" "3" " 1. kerület, Hegyalja út 1. " "jó állapotú" "összkomfortos" "nincs megadva" "4" "5" "van" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "dél" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA NA "18 600 Ft/hó" "7 m²" NA NA
"4" "69" "81" "3" " 1. kerület, Hegyalja út 1. " "jó állapotú" "összkomfortos" "nincs megadva" "4" "5" "van" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "dél" "panorámás" "nincs megadva" "nincs megadva" "nincs megadva" NA NA "18 600 Ft/hó" "7 m²" NA NA
"5" "124.8" "150" "4" " 6. kerület, Belso-Terézváros " "jó állapotú" "duplakomfortos" "nincs megadva" "földszint" "földszintes" "van" "3 m vagy magasabb" "egyéb" "nincs megadva" "külön helyiségben" "nincs megadva" "nincs megadva" "nem" "nincs megadva" "utca, közterület - fizetos övezet" "1950 elott" "van" NA NA NA NA
"6" "34.99" "54" "2" " 3. kerület, Juhász Gyula utca " "felújított" "összkomfortos" "nincs megadva" "2" "3" "nincs" "nincs megadva" "távfutés" "nincs megadva" "külön helyiségben" "dél" "kertre nézo" "nincs megadva" "nem tetotéri" "utca, közterület" NA "van" NA "4 m²" "részt vett" NA
"7" "38" "98" "4" " 8. kerület, Ülloi út 50. " "felújított" "duplakomfortos" "nincs megadva" "szuterén" "3" "nincs" "nincs megadva" "gáz (cirko)" "nem" "külön helyiségben" "nincs megadva" "nincs megadva" "nincs megadva" "nem tetotéri" "utca, közterület - fizetos övezet" "1950-1980 között" "van" "50 000 Ft/hó" "20 m²" NA NA
"8" "22" "32" "1" " 22. kerület, Játék utca 36. " "közepes állapotú" "összkomfortos" "nincs megadva" "földszint" "3" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs megadva" "egy helyiségben" "nincs megadva" "kertre nézo" "igen" "nem tetotéri" "utca, közterület - ingyenes" "1950-1980 között" "nincs" "13 000 Ft/hó" NA NA NA
"9" "24.5" "38" "1" " 4. kerület, Nádasdy Kálmán utca 37. " "közepes állapotú" "összkomfortos" "D" "9" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs megadva" "egy helyiségben" "északkelet" "panorámás" "nincs megadva" "nem tetotéri" "utca, közterület" "1981-2000 között" NA "5 900 Ft/hó" "2 m²" "nincs megadva" NA
"10" "120" "100" "3" " 13. kerület, Visegrádi utca " "felújított" "duplakomfortos" "nincs megadva" "2" "5" "van" "3 m vagy magasabb" "gáz (cirko)" "nem" "külön és egyben is" "északkelet" "utcai" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" "1950 elott" "nincs" "49 200 Ft/hó" "2.5 m²" NA NA
