"ar_millio" "alapterulet_m" "szobak_n" "cim" "lakopark_neve" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "parkolohely_ara" "rezsikoltseg" "panelprogram"
"1" "116.3" "84" "4" " 1. kerület, Márvány 20 Residences " "Márvány 20 Residences" "új építésu" "2019" "összkomfortos" "nincs megadva" "5" "7" "van" "3 m-nél alacsonyabb" "gázkazán, házközponti egyedi méréssel" "van" "nincs megadva" "egy helyiségben" "nincs megadva" "nincs megadva" "11.7 m²" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" "6 M Ft" NA NA
"2" "39.99" "55" "1" " 2. kerület, Margit körút " NA "felújított" "1950 elott" "összkomfortos" "nincs megadva" "4" "5" "van" "3 m vagy magasabb" "elektromos" "nincs" "igen" "egy helyiségben" "északnyugat" "utcai" "4.2 m²" "nem" "nem tetotéri" "utca, közterület" NA NA NA
"3" "28.5" "53" "2" " 4. kerület, Kassai utca " NA "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "4" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nincs" "igen" "külön helyiségben" "kelet" "kertre nézo" "4 m²" "igen" "nem tetotéri" "utca, közterület - ingyenes" NA "10 200 Ft/hó" "nincs megadva"
"4" "79.5" "72" "2" " 3. kerület, Jablonka út " NA "új építésu" "2019" "luxus" "A+" "földszint" "3" "nincs" "3 m-nél alacsonyabb" "megújuló energia" "van" "igen" "külön és egyben is" "északkelet" "kertre nézo" "21 m²" "igen" "nem tetotéri" "önálló garázs - megvásárolható" NA NA NA
"5" "57.9" "65" "2" " 11. kerület, Bartók Béla út " NA "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "3" "5" "van" "3 m-nél alacsonyabb" "nincs megadva" NA "nincs megadva" "külön helyiségben" "nyugat" "utcai" "3 m²" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA NA
"6" "56.99" "54" "2" " 3. kerület, Raktár utca " NA "nincs megadva" "2020" "összkomfortos" "nincs megadva" "3" "4" "van" "3 m-nél alacsonyabb" "hoszivattyú, megújuló energia" "van" "nem" "egy helyiségben" "északkelet" "utcai" "6 m²" "nem" "nem tetotéri" "teremgarázs hely - kötelezo megvenni" "4.5 M Ft" NA NA
"7" "36.9" "78" "2" " 9. kerület, Tuzoltó utca " NA "közepes állapotú" NA "összkomfortos" "nincs megadva" "1" "nincs megadva" "van" "3 m vagy magasabb" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "utcai" NA "nincs megadva" "nem tetotéri" "utca, közterület" NA NA NA
"8" "75.9" "96" "4" " 9. kerület, Mátyás utca " NA "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "1" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nem" "külön helyiségben" "nincs megadva" "utcai" NA "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA NA
"9" "81.9" "92" "3" " 12. kerület, Ormódi utca " NA "jó állapotú" NA "összkomfortos" "nincs megadva" "1" "3" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" NA "nem" "külön helyiségben" "délkelet" "panorámás" "8 m²" "nem" "nem tetotéri" "utca, közterület - ingyenes" NA NA NA
"10" "145" "103" "3" " 5. kerület, Egyetem tér " NA "felújított" NA "összkomfortos" "nincs megadva" "4" "6" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "külön és egyben is" "délnyugat" "utcai" NA "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA NA
"11" "44.94" "70" "2" " 18. kerület, Újpéteritelep " NA "új építésu" "2019" "összkomfortos" "nincs megadva" "1" "3" "nincs" "3 m-nél alacsonyabb" "elektromos, padlófutés" "nincs" "nem" "külön helyiségben" "kelet" "udvari" NA "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" "3 M Ft" NA NA
"12" "39.8" "59" "2" " 1. kerület, Fo utca " NA "jó állapotú" NA "összkomfortos" "nincs megadva" "szuterén" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "elektromos" NA "nincs megadva" "egy helyiségben" "nincs megadva" "utcai" NA "nincs megadva" "nincs megadva" "utca, közterület" NA NA NA
"13" "44.9" "43" "1" " 9. kerület, Vendel utca " NA "újszeru" "2001-2010 között" "nincs megadva" "nincs megadva" "2" "6" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs" "igen" "külön helyiségben" "északkelet" "utcai" "8.55 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA "12 000 Ft/hó" NA
"14" "67.9" "74" "3" " 3. kerület, Remetehegy " NA "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "2" "4" "nincs" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "külön és egyben is" "nincs megadva" "panorámás" "4 m²" "nincs megadva" "nincs megadva" "önálló garázs - benne van az árban" NA NA NA
"15" "51" "62" "2" " 8. kerület, Józsefváros – Palotanegyed " NA "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti" NA "nincs megadva" "nincs megadva" "dél" "utcai" "4 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"16" "224.9" "199" "4" " 11. kerület, Madárhegy " NA "újszeru" "2016" "duplakomfortos" "AA" "2" "3" "nincs megadva" "3 m vagy magasabb" "gáz (cirko), padlófutés" "van" "nincs megadva" "külön és egyben is" "délnyugat" "panorámás" "108 m²" "igen" "penthouse" "teremgarázs hely - benne van az árban" NA NA NA
"17" "19.2" "38" "1" " 8. kerület, Magdolna utca " NA "felújítandó" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "földszintes" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs" "nem" "egy helyiségben" "északkelet" "utcai" NA "nem" "nem tetotéri" "udvari beálló - benne van az árban" NA "13 000 Ft/hó" NA
"18" "49.9" "58" "2" " 1. kerület, Mészáros utca " NA "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"19" "25.9" "25" "1" " 3. kerület, Óbuda-Óváros " NA "felújított" "1950 elott" "összkomfortos" "nincs megadva" "2" "3" "nincs" "nincs megadva" "gáz (konvektor)" NA "nincs megadva" "egy helyiségben" "dél" "udvari" NA "nincs megadva" "nincs megadva" "nincs megadva" NA "20 000 Ft/hó" NA
"20" "31.9" "44" "1" " 14. kerület, Paskál utca " NA "újszeru" "1981-2000 között" "duplakomfortos" "nincs megadva" "2" "2" "nincs megadva" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "kelet" "kertre nézo" "3 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA "6 000 Ft/hó" NA
