"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "epites_eve" "erkely" "rezsikoltseg" "panelprogram"
"1" "79.9" "85" "3" " 6. kerület, Benczúr utca " "felújított" "duplakomfortos" "nincs megadva" "2" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "gáz (cirko)" "van" "nincs megadva" "külön és egyben is" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"2" "65" "95" "3" " 14. kerület, Herminamezo " "jó állapotú" "nincs megadva" "nincs megadva" "félemelet" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "délkelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "1950 elott" NA NA NA
"3" "39.99" "60" "2" " 6. kerület, Csengery utca " "jó állapotú" "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "külön helyiségben" "nincs megadva" "udvari" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"4" "19.9" "40" "1" " 19. kerület, Báthory utca " "jó állapotú" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" "1950 elott" NA NA NA
"5" "78" "110" "3" " 8. kerület, Kisfaludy utca " "jó állapotú" "összkomfortos" "nincs megadva" "2" "4" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "külön helyiségben" "nincs megadva" "nincs megadva" "nincs megadva" "nem tetotéri" "utca, közterület - fizetos övezet" "1950 elott" "2 m²" NA NA
"6" "27.99" "58" "2" " 15. kerület, Baksay Sándor utca " "jó állapotú" "nincs megadva" "nincs megadva" "földszint" "földszintes" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs" "nem" "egy helyiségben" "kelet" "kertre nézo" "igen" "nem tetotéri" "önálló garázs - benne van az árban" NA NA "15 000 Ft/hó" NA
"7" "36.2" "57" "2" " 17. kerület, Horváth Erno utca " "jó állapotú" "összkomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs" "nem" "egy helyiségben" "délnyugat" "kertre nézo" "igen" "nem tetotéri" "udvari beálló - benne van az árban" "2001-2010 között" "20 m²" "35 000 Ft/hó" NA
"8" "31.9" "69" "2" " 18. kerület, Krepuska Géza-telep " "közepes állapotú" "összkomfortos" "nincs megadva" "2" "3" "nincs" "3 m-nél alacsonyabb" "házközponti" "nincs" "nem" "külön helyiségben" "délnyugat" "utcai" "nem" "nem tetotéri" "utca, közterület - ingyenes" "1981-2000 között" "2 m²" "63 000 Ft/hó" "nem vett részt"
"9" "25" "47" "2" " 15. kerület, Zsókavár utca " "felújított" "összkomfortos" "nincs megadva" "földszint" "10" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "igen" "egy helyiségben" "nincs megadva" "kertre nézo" "igen" "nincs megadva" "utca, közterület - ingyenes" "1950-1980 között" NA NA "részt vett"
"10" "119" "152" "4" " 3. kerület, Csillaghegy – Rókahegy " "újszeru" "duplakomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m-nél alacsonyabb" "padlófutés" "van" "nem" "külön és egyben is" "délkelet" "panorámás" "igen" "nem tetotéri" "udvari beálló - benne van az árban" "2018" "100 m²" NA NA
"11" "28.9" "58" "2" " 15. kerület, Erdokerülo utca " "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "5 m²" NA "nincs megadva"
"12" "54.8" "53" "3" " 11. kerület, Petzvál József utca " "felújított" "összkomfortos" "nincs megadva" "nincs megadva" "4" "nincs megadva" "3 m-nél alacsonyabb" "távfutés" "van" "nincs megadva" "külön és egyben is" "nyugat" "kertre nézo" "nincs megadva" "nincs megadva" "udvari beálló - benne van az árban" "1950-1980 között" "5.5 m²" NA NA
"13" "46.3" "73" "4" " 3. kerület, Rómaifürdo – Pók utcai lakótelep " "jó állapotú" "összkomfortos" "nincs megadva" "3" "4" "nincs" "nincs megadva" "távfutés" NA "nem" "külön helyiségben" "kelet" "kertre nézo" "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA NA NA "nincs megadva"
"14" "68.9" "101" "4" " 3. kerület, Óbudai lakótelep " "felújított" "összkomfortos" "nincs megadva" "2" "2" "nincs" "3 m vagy magasabb" "gáz (cirko)" "van" "nem" "külön helyiségben" "kelet" "utcai" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" "1950 elott" NA NA NA
"15" "42" "42" "1" " 6. kerület, Külso-Terézváros " "felújított" "nincs megadva" "nincs megadva" "3" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nyugat" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" "1950 elott" NA NA NA
"16" "42.5" "50" "2" " 6. kerület, Belso-Terézváros " "felújított" "nincs megadva" "nincs megadva" "3" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "elektromos" NA "nincs megadva" "nincs megadva" "nyugat" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "1950 elott" NA NA NA
