"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "erkely" "panelprogram" "legkondicionalo" "rezsikoltseg"
"11" "44.5" "66" "2" " 13. kerület, Esztergomi út " "felújított" "1981-2000 között" "nincs megadva" "nincs megadva" "2" "3" "nincs" "nincs megadva" "távfutés" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" "5 m²" "nincs megadva" "van" NA
"12" "31.99" "39" "2" " 20. kerület, Gubacsipuszta " "nincs megadva" "2020" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "nincs megadva" "gáz (cirko)" "nem" "nincs megadva" "dél" "nincs megadva" "nem" "nincs megadva" "udvari beálló - megvásárolható" NA NA NA NA
"13" "40.49" "64" "3" " 20. kerület, Gubacsipuszta " "nincs megadva" NA "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "nincs megadva" "gáz (cirko)" "nem" "nincs megadva" "dél" "nincs megadva" "nem" "nem tetotéri" "udvari beálló - megvásárolható" "4.4 m²" NA NA NA
"14" "136.9" "104" "2" " 9. kerület, Belso-Ferencváros " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "1" "2" "nincs" "3 m vagy magasabb" "házközponti" "nincs megadva" "egy helyiségben" "kelet" "utcai" "nem" "nem tetotéri" "udvari beálló - benne van az árban" NA NA NA NA
"15" "26.5" "58" "2" " 15. kerület, Csobogós utca " "közepes állapotú" NA "összkomfortos" "nincs megadva" "6" "10" "van" "nincs megadva" "távfutés" "nincs megadva" "külön helyiségben" "nincs megadva" "panorámás" "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" "3 m²" "nincs megadva" NA NA
"16" "25.4" "55" "2" " 21. kerület, Zrínyi utca " "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "5" "10" "van" "3 m-nél alacsonyabb" "távfutés" "igen" "külön helyiségben" "nincs megadva" "utcai" "nem" "nincs megadva" "utca, közterület - ingyenes" "5 m²" "nem vett részt" "nincs" "25 000 Ft/hó"
"17" "58.5" "65" "2" " 5. kerület, Lipótváros " "felújítandó" "1950 elott" "nincs megadva" "nincs megadva" "4" "nincs megadva" "van" "3 m vagy magasabb" "házközponti" "nincs megadva" "nincs megadva" "kelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "5 m²" NA NA NA
"18" "54.9" "55" "2" " 6. kerület, Nagymezo utca " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "5" "5" "van" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "délkelet" "utcai" "nincs megadva" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA NA NA
"19" "64.9" "63" "2" " 7. kerület, Belso-Erzsébetváros " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "3" "3" "nincs" "3 m vagy magasabb" "elektromos" "nem" "külön helyiségben" "északnyugat" "utcai" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA "nincs" NA
"20" "36.9" "53" "1" " 9. kerület, Óbester utca " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "nincs megadva" "gáz (konvektor)" "nincs megadva" "nincs megadva" "délkelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "4 m²" NA NA NA
