"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "legkondicionalo" "parkolohely_ara" "rezsikoltseg" "panelprogram"
"1" "72.5" "74" "2" " 9. kerület, Belso-Ferencváros " "újszeru" "1950 elott" "nincs megadva" "nincs megadva" "1" "5" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "délnyugat" "panorámás" "2 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"2" "74.9" "65" "3" " 13. kerület, Újlipótváros – Cézárház " "újszeru" "2001-2010 között" "nincs megadva" "nincs megadva" "2" "8" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "külön és egyben is" "dél" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"3" "34.9" "30" "1" " 7. kerület, Belso-Erzsébetváros " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "2" "4" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "dél" "udvari" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"4" "54.9" "67" "3" " 9. kerület, Középso-Ferencváros – Rehabilitációs terület " "újszeru" "1950 elott" "nincs megadva" "nincs megadva" "2" "5" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "kelet" "utcai" "2.2 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"5" "78" "86" "2" " 13. kerület, Pozsonyi út " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "van" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "utcai" "4 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"6" "131" "77" "3" " 13. kerület, Kelén utca " "újszeru" "2011" "nincs megadva" "nincs megadva" "5" "9" "van" "nincs megadva" "házközponti egyedi méréssel" "igen" "külön és egyben is" "délnyugat" "panorámás" "23 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" "van" "5 M Ft" NA NA
"7" "11.99" "30" "1" " 23. kerület, Vecsés út 34. " "közepes állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "földszint" "földszintes" "nincs" "3 m-nél alacsonyabb" "nincs megadva" "nincs megadva" "egy helyiségben" "nincs megadva" "udvari" NA "nem" "nem tetotéri" "utca, közterület" NA NA NA NA
"8" "49.99" "51" "2" " 7. kerület, Hársfa utca " "felújított" NA "összkomfortos" "nincs megadva" "földszint" "3" "nincs megadva" "3 m vagy magasabb" "nincs megadva" "nincs megadva" "egy helyiségben" "nincs megadva" "udvari" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"9" "44.99" "50" "1" " 7. kerület, Barcsay utca " "felújított" NA "összkomfortos" "nincs megadva" "földszint" "4" "nincs megadva" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "egy helyiségben" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"10" "27.5" "79" "2" " 20. kerület, Kossuthfalva " "jó állapotú" NA "duplakomfortos" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "kertre nézo" NA "igen" "nincs megadva" "udvari beálló - benne van az árban" NA NA NA NA
"11" "32" "30" "1" " 7. kerület, Wesselényi utca " "felújított" "1950 elott" "komfortos" "nincs megadva" "földszint" "2" "nincs" "3 m vagy magasabb" "padlófutés, gáz (konvektor)" "nem" "külön helyiségben" "nincs megadva" "kertre nézo" NA "nem" "nem tetotéri" "utca, közterület" "nincs" NA "6 500 Ft/hó" NA
"12" "116.84" "87" "3" " 1. kerület, Lánchíd utca " "felújított" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "külön helyiségben" "nincs megadva" "panorámás" NA "nincs megadva" "nincs megadva" "nincs megadva" "van" NA NA NA
"13" "87.9" "95" "3" " 7. kerület, Rumbach Sebestyén utca " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "2" "nincs megadva" "van" "nincs megadva" "cserépkályha" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "3 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"14" "27.9" "42" "1" " 7. kerület, Külso-Erzsébetváros " "jó állapotú" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"15" "39.9" "39" "1" " 5. kerület, Lipótváros " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "van" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
