"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "parkolohely_ara" "legkondicionalo" "rezsikoltseg" "panelprogram"
"1" "80.9" "91" "3" " 3. kerület, Óbuda – Filatorigát " "nincs megadva" "2020" "luxus" "nincs megadva" "3" "6" "van" "3 m-nél alacsonyabb" "gáz (cirko), padlófutés" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "9 m²" "nincs megadva" "nem tetotéri" "teremgarázs hely - megvásárolható" "3.85 M Ft" NA NA NA
"2" "71.87" "78" "4" " 3. kerület, Óbuda – Filatorigát " "nincs megadva" "2020" "luxus" "nincs megadva" "2" "6" "van" "3 m-nél alacsonyabb" "gáz (cirko), padlófutés" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "9 m²" "nincs megadva" "nem tetotéri" "teremgarázs hely - megvásárolható" "3.85 M Ft" NA NA NA
"3" "60.1" "65" "3" " 3. kerület, Óbuda – Filatorigát " "nincs megadva" "2020" "luxus" "nincs megadva" "2" "6" "van" "3 m-nél alacsonyabb" "gáz (cirko), padlófutés" "nincs megadva" "egy helyiségben" "nincs megadva" "utcai" "8 m²" "nincs megadva" "nem tetotéri" "teremgarázs hely - megvásárolható" "3.85 M Ft" NA NA NA
"4" "70.3" "78" "3" " 3. kerület, Óbuda – Filatorigát " "nincs megadva" "2020" "luxus" "nincs megadva" "1" "6" "van" "3 m-nél alacsonyabb" "gáz (cirko), padlófutés" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "9 m²" "nincs megadva" "nem tetotéri" "teremgarázs hely - megvásárolható" "3.85 M Ft" NA NA NA
"5" "40.9" "65" "2" " 4. kerület, Káposztásmegyer II. lakótelep " "felújított" "1981-2000 között" "összkomfortos" "nincs megadva" "félemelet" "4" "nincs" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs megadva" "egy helyiségben" "délnyugat" "kertre nézo" "14 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA "van" "35 000 Ft/hó" "nincs megadva"
"6" "40" "55" "2" " 14. kerület, Bácskai utca " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "1" "3" "nincs" "3 m vagy magasabb" "elektromos" "nem" "külön helyiségben" "nyugat" "utcai" NA "nem" "nem tetotéri" "utca, közterület - ingyenes" NA "nincs" "13 750 Ft/hó" NA
"7" "54.5" "97" "3" " 4. kerület, Gyertyaláng utca " "jó állapotú" "2001-2010 között" "duplakomfortos" "nincs megadva" "3" "3" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nem" "külön és egyben is" "délnyugat" "kertre nézo" NA "nem" "tetotéri" "önálló garázs - megvásárolható" NA "van" NA NA
"8" "34.9" "50" "2" " 20. kerület, Pacsirtatelep " "felújított" "2001-2010 között" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "dél" "utcai" NA "nincs megadva" "tetotéri" "nincs megadva" NA NA NA NA
"9" "85" "85" "3" " 13. kerület, Népfürdo utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"10" "35.75" "41" "2" " 10. kerület, Újhegyi út " "felújított" "2001-2010 között" "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "nincs megadva" "délkelet" "utcai" "5 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
