"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "rezsikoltseg" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "panelprogram"
"1" "25" "54" "2" " 3. kerület, San Marco utca 33. " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs" "10 000 Ft/hó" "nem" "külön és egyben is" "kelet" "nincs megadva" "20 m²" "igen" "nem tetotéri" "utca, közterület" NA
"2" "35" "57" "2" " 17. kerület, Rákoskert – Strázsahegy " "újszeru" "2020" "összkomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m-nél alacsonyabb" "elektromos" "nincs" NA "nincs megadva" "egy helyiségben" "nincs megadva" "kertre nézo" NA "igen" "nem tetotéri" "udvari beálló - benne van az árban" NA
"3" "31" "44" "3" " 17. kerület, Rákoskert – Strázsahegy " "újszeru" "2020" "összkomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m-nél alacsonyabb" "elektromos" "nincs" NA "nincs megadva" "egy helyiségben" "nincs megadva" "kertre nézo" NA "igen" "nem tetotéri" "udvari beálló - benne van az árban" NA
"4" "35.4" "44" "1" " 12. kerület, Krisztinaváros " "felújítandó" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "nincs megadva" "gáz (konvektor)" NA NA "nincs megadva" "nincs megadva" "nincs megadva" "udvari" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA
"5" "30.99" "52" "3" " 10. kerület, Kobánya – Óhegyi lakótelep " "jó állapotú" "1981-2000 között" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" NA NA "nincs megadva" "nincs megadva" "délkelet" "nincs megadva" NA "nincs megadva" "nem tetotéri" "nincs megadva" "nincs megadva"
"6" "11.9" "20" "1" " 8. kerület, Harminckettesek tere " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA
"7" "24" "53" "2" " 21. kerület, Korösi Sándor utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "16 200 Ft/hó" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "4 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA
"8" "28" "51" "2" " 20. kerület, Téglaégeto utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "9 450 Ft/hó" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA
"9" "45.5" "51" "2" " 11. kerület, Szerémi út 7/B. " "újszeru" "2001-2010 között" "összkomfortos" "A" "5" "7" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" NA "nincs megadva" "külön helyiségben" "északnyugat" "kertre nézo" "7 m²" "nem" "nem tetotéri" "utca, közterület" NA
"10" "69" "84" "2" " 13. kerület, Újlipótváros " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "3" "nincs megadva" "van" "nincs megadva" "gáz (cirko)" NA NA "nincs megadva" "nincs megadva" "délkelet" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA
