"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "legkondicionalo" "rezsikoltseg" "panelprogram"
"11" "110" "75" "1" " 5. kerület, Egyetem tér " "felújított" NA "összkomfortos" "nincs megadva" "3" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" "igen" "egy helyiségben" "nincs megadva" "udvari" NA "nem" "nem tetotéri" "utca, közterület" "van" "30 000 Ft/hó" NA
"12" "64.9" "80" "2" " 14. kerület, Alsórákos – Paskálpark " "újszeru" "2001-2010 között" "összkomfortos" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "külön helyiségben" "délnyugat" "nincs megadva" "45 m²" "igen" "nincs megadva" "teremgarázs hely - benne van az árban" NA NA NA
"13" "42" "74" "2" " 13. kerület, Tahi utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA "40 000 Ft/hó" "nincs megadva"
"14" "51.9" "70" "2" " 3. kerület, Újliget sétány " "jó állapotú" "2001-2010 között" "nincs megadva" "nincs megadva" "2" "2" "nincs" "nincs megadva" "házközponti egyedi méréssel" "nincs megadva" "külön helyiségben" "nincs megadva" "nincs megadva" NA "nincs megadva" "tetotéri" "teremgarázs hely" NA "15 000 Ft/hó" NA
"15" "56.9" "84" "2.5" " 13. kerület, Mór utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "8 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"16" "31" "57" "2" " 4. kerület, Árpád út " "felújított" NA "összkomfortos" "nincs megadva" "2" "nincs megadva" "van" "3 m vagy magasabb" "házközponti" "igen" "külön és egyben is" "nincs megadva" "udvari" NA "nem" "nem tetotéri" "utca, közterület" "nincs" "25 000 Ft/hó" "nincs megadva"
"17" "47.9" "45" "1" " 2. kerület, Országút " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "1" "6" "van" "3 m vagy magasabb" "házközponti egyedi méréssel" "nem" "egy helyiségben" "délnyugat" "utcai" NA "nem" "nem tetotéri" "utca, közterület" "nincs" NA NA
"18" "47.9" "45" "1" " 2. kerület, Pengo utca " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "1" "5" "van" "nincs megadva" "házközponti" "igen" "nincs megadva" "nincs megadva" "nincs megadva" NA "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA NA
"19" "128.6" "135" "4" " 12. kerület, Tóth Lorinc utca " "jó állapotú" "1950 elott" "duplakomfortos" "nincs megadva" "félemelet" "3" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nem" "külön és egyben is" "délkelet" "kertre nézo" "10 m²" "igen" "nem tetotéri" "önálló garázs - benne van az árban" "nincs" NA NA
"20" "46" "67" "1" " 9. kerület, Márton utca " "felújított" NA "összkomfortos" "nincs megadva" "2" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nem" "külön helyiségben" "nincs megadva" "utcai" "4 m²" "nem" "nem tetotéri" "utca, közterület" "nincs" "24 000 Ft/hó" NA
