"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "panelprogram" "erkely" "rezsikoltseg"
"1" "75" "77" "2" " 7. kerület, Damjanich utca " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (cirko)" "van" "nincs megadva" "külön helyiségben" "északnyugat" "nincs megadva" "nincs megadva" "zárószint" "nincs megadva" NA NA NA
"2" "35.8" "70" "3" " 15. kerület, Sárfu utca " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" NA "nincs megadva" "nincs megadva" "nincs megadva" "kertre nézo" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA NA
"3" "56.5" "92" "3" " 8. kerület, Orczy tér 4/c " "jó állapotú" NA "összkomfortos" "nincs megadva" "9" "10" "van" "nincs megadva" "házközponti egyedi méréssel" NA "nincs megadva" "külön és egyben is" "nincs megadva" "panorámás" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"4" "72.9" "71" "2.5" " 3. kerület, Csillaghegy " "felújított" "1950-1980 között" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "dél" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA "4 m²" NA
"5" "17" "24" "1" " 14. kerület, Komócsy utca " "felújítandó" "1950 elott" "komfortos" "nincs megadva" "földszint" "földszintes" "nincs megadva" "3 m vagy magasabb" "elektromos" NA "nincs megadva" "egy helyiségben" "kelet" "kertre nézo" "igen" "nem tetotéri" "utca, közterület - ingyenes" NA NA "5 000 Ft/hó"
"6" "95.5" "121" "4" " 6. kerület, Bajza utca " "felújított" NA "összkomfortos" "nincs megadva" "félemelet" "5" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "külön és egyben is" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"7" "35.5" "51" "2" " 14. kerület, Nagy Lajos király útja " "közepes állapotú" NA "összkomfortos" "nincs megadva" "félemelet" "4" "nincs" "3 m-nél alacsonyabb" "házközponti" "nincs" "nem" "külön helyiségben" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "utca, közterület" "nincs megadva" NA NA
"8" "122" "68" "3" " 7. kerület, Madách Imre tér " "felújított" NA "luxus" "nincs megadva" "8" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti" "van" "nincs megadva" "nincs megadva" "nincs megadva" "panorámás" "nincs megadva" "nincs megadva" "utca, közterület" NA NA NA
"9" "74.99" "95" "3" " 13. kerület, Újlipótváros " "felújított" NA "összkomfortos" "nincs megadva" "4" "nincs megadva" "van" "nincs megadva" "távfutés egyedi méréssel" NA "nincs megadva" "nincs megadva" "dél" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA "4 m²" NA
"10" "56.5" "89" "2" " 11. kerület, Bartók Béla út " "jó állapotú" "2001-2010 között" "összkomfortos" "nincs megadva" "5" "5" "van" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs" "nem" "külön és egyben is" "északnyugat" "panorámás" "nem" "zárószint" "utca, közterület" NA NA NA
"11" "62.49" "70" "2" " 13. kerület, Balzac utca " "felújított" NA "összkomfortos" "nincs megadva" "félemelet" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA "2 m²" NA
"12" "29.95" "50" "2" " 3. kerület, Békásmegyeri lakótelep Duna felol " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "5" "10" "van" "3 m-nél alacsonyabb" "távfutés" "van" "nem" "külön helyiségben" "kelet" "panorámás" "nem" "nem tetotéri" "utca, közterület - ingyenes" "nem vett részt" "4 m²" NA
"13" "34.5" "62" "3" " 13. kerület, Gidófalvy Lajos utca " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "8" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" NA "nincs megadva" "külön helyiségben" "dél" "panorámás" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "3 m²" NA
"14" "74.99" "78" "3" " 6. kerület, Belso-Terézváros " "újszeru" "2019" "nincs megadva" "nincs megadva" "4" "nincs megadva" "nincs megadva" "nincs megadva" "házközponti egyedi méréssel" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"15" "31.5" "43" "2" " 19. kerület, Kispest " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "délnyugat" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"16" "48.5" "54" "3" " 7. kerület, Rózsa utca " "felújított" NA "nincs megadva" "nincs megadva" "1" "4" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "kelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"17" "74.5" "104" "3" " 6. kerület, Külso-Terézváros " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nyugat" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"18" "99.9" "94" "3" " 5. kerület, Lipótváros " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nyugat" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"19" "34.9" "71" "2" " 8. kerület, Déri Miksa utca " "felújítandó" "1950 elott" "összkomfortos" "nincs megadva" "2" "3" "nincs" "3 m vagy magasabb" "nincs megadva" "nincs" "nem" "külön helyiségben" "nincs megadva" "udvari" "nem" "nincs megadva" "utca, közterület - fizetos övezet" NA NA NA
"20" "49.8" "66" "2" " 1. kerület, Attila út " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "5" "nincs megadva" "3 m vagy magasabb" "házközponti egyedi méréssel" "nincs" "nincs megadva" "külön helyiségben" "dél" "udvari" "nem" "nincs megadva" "utca, közterület - fizetos övezet" NA NA NA
