"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "erkely" "parkolohely_ara" "rezsikoltseg" "lakopark_neve" "panelprogram"
"1" "72.9" "70" "2" " 3. kerület, Jablonka út " "felújított" "2013" "duplakomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m-nél alacsonyabb" "elektromos" "van" "nem" "külön és egyben is" "kelet" "panorámás" "igen" "nem tetotéri" "udvari beálló - benne van az árban" NA NA NA NA NA
"2" "56.69" "65" "3" " 13. kerület, Reitter Ferenc utca 68. " "nincs megadva" "2019" "összkomfortos" "nincs megadva" "5" "5" "van" "3 m-nél alacsonyabb" "nincs megadva" NA "nincs megadva" "külön helyiségben" "nincs megadva" "panorámás" "nincs megadva" "nem tetotéri" "teremgarázs hely - megvásárolható" "25 m²" "3.5 M Ft" NA NA NA
"3" "51.56" "60" "3" " 13. kerület, Reitter Ferenc utca 68. " "nincs megadva" "2019" "összkomfortos" "nincs megadva" "5" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "külön helyiségben" "nincs megadva" "panorámás" "nincs megadva" "nem tetotéri" "teremgarázs hely - megvásárolható" "25 m²" "3.5 M Ft" NA NA NA
"4" "59.9" "97" "3" " 7. kerület, Kertész utca " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "3" "3" "nincs" "3 m vagy magasabb" "gáz (cirko)" "van" "nem" "külön helyiségben" "nincs megadva" "utcai" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA "18 000 Ft/hó" NA NA
"5" "58.95" "60" "3" " 13. kerület, Reitter Ferenc utca 68. " "nincs megadva" "2019" "összkomfortos" "nincs megadva" "1" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "külön helyiségben" "nincs megadva" "kertre nézo" "igen" "nem tetotéri" "teremgarázs hely - megvásárolható" "21.96 m²" "3.5 M Ft" NA NA NA
"6" "57.13" "74" "3" " 13. kerület, Reitter Ferenc utca 68. " "nincs megadva" "2019" "nincs megadva" "nincs megadva" "4" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "külön helyiségben" "nincs megadva" "udvari" "nincs megadva" "nem tetotéri" "teremgarázs hely - megvásárolható" "6 m²" "3 M Ft" NA NA NA
"7" "53.17" "69" "3" " 13. kerület, Reitter Ferenc utca 68. " "nincs megadva" "2019" "összkomfortos" "nincs megadva" "1" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" "5.3 m²" "3.5 M Ft" NA NA NA
"8" "58.47" "59" "2" " 13. kerület, Reitter Ferenc utca 68. " "nincs megadva" "2019" "összkomfortos" "nincs megadva" "1" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "külön helyiségben" "nincs megadva" "udvari" "igen" "nem tetotéri" "teremgarázs hely - megvásárolható" "9 m²" "3.5 M Ft" NA NA NA
"9" "34.8" "36" "1" " 13. kerület, Zsinór39 Projekt " "új építésu" "2020" "összkomfortos" "nincs megadva" "1" "7" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs" "nem" "egy helyiségben" "nincs megadva" "utcai" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" "7.57 m²" "3 M Ft" NA "Zsinór39 Projekt" NA
"10" "28.5" "39" "1" " 3. kerület, Békásmegyer – Józsefhegy " "jó állapotú" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA NA
"11" "32" "53" "2" " 19. kerület, Hunyadi utca " "közepes állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "10" "10" "van" "3 m-nél alacsonyabb" "távfutés" NA "igen" "külön helyiségben" "nincs megadva" "panorámás" "nem" "nincs megadva" "utca, közterület - ingyenes" NA NA NA NA "nem vett részt"
"12" "40" "51" "2" " 7. kerület, Középso-Erzsébetváros " "közepes állapotú" NA "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "van" "3 m vagy magasabb" "elektromos" NA "nincs megadva" "nincs megadva" "délnyugat" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA NA
"13" "70.9" "93" "2" " 6. kerület, Külso-Terézváros " "jó állapotú" NA "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "délnyugat" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "2 m²" NA NA NA NA
"14" "30.2" "49" "1" " 7. kerület, Külso-Erzsébetváros " "felújított" "1950-1980 között" "komfortos" "nincs megadva" "3" "3" "nincs megadva" "3 m vagy magasabb" "gáz (konvektor)" "nincs" "nincs megadva" "egy helyiségben" "délkelet" "udvari" "nem" "nincs megadva" "utca, közterület - fizetos övezet" NA NA NA NA NA
"15" "99" "93" "4" " 2. kerület, Keleti Károly utca 11. " "felújított" "1981-2000 között" "duplakomfortos" "nincs megadva" "5" "5" "van" "3 m vagy magasabb" "gáz (cirko)" "van" "nincs megadva" "külön és egyben is" "dél" "panorámás" "nem" "tetotéri" "utca, közterület - fizetos övezet" "4 m²" NA "24 000 Ft/hó" NA NA
"16" "39.9" "90" "2" " 17. kerület, Zrínyi utca " "újszeru" "2001-2010 között" "luxus" "nincs megadva" "2" "3" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs" "nem" "külön és egyben is" "dél" "panorámás" "nem" "tetotéri" "udvari beálló - megvásárolható" "9 m²" "1.6 M Ft" "25 000 Ft/hó" NA NA
"17" "165" "165" "6" " 2. kerület, Hárshegy " "újszeru" "2001-2010 között" "duplakomfortos" "A" "3" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel, fan-coil" "van" "nincs megadva" "külön és egyben is" "délkelet" "kertre nézo" "nincs megadva" "nem tetotéri" "teremgarázs hely" "39 m²" NA NA NA NA
"18" "48.5" "63" "2" " 14. kerület, Korong utca 33. " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "félemelet" "2" "nincs megadva" "3 m-nél alacsonyabb" "gáz (cirko)" NA "nem" "külön helyiségben" "északnyugat" "utcai" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" NA NA NA NA NA
"19" "42" "60" "2" " 14. kerület, Nagyzugló – Kerepesi úti lakótelep " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "2" "3" "nincs megadva" "3 m-nél alacsonyabb" "távfutés" NA "nincs megadva" "külön helyiségben" "nincs megadva" "kertre nézo" "nincs megadva" "nem tetotéri" "utca, közterület" NA NA NA NA NA
"20" "49.5" "66" "2" " 1. kerület, Batthyány utca " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "félemelet" "4" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs" "nem" "külön helyiségben" "kelet" "udvari" "nem" "nem tetotéri" "nincs megadva" NA NA NA NA NA
