"ar_millio" "alapterulet_m" "szobak_n" "cim" "lakopark_neve" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "parkolohely_ara" "panelprogram" "rezsikoltseg"
"1" "54.3" "29" "1" " 6. kerület, Király Boutique Residence " "Király Boutique Residence" "új építésu" "2021" "luxus" "nincs megadva" "1" "6" "van" "nincs megadva" "hoszivattyú" "van" "nincs megadva" "nincs megadva" "északnyugat" "udvari" "4.1 m²" "nem" "nem tetotéri" "teremgarázs hely" NA NA NA
"2" "41.36" "40" "2" " 4. kerület, Julianus Ház 2. " "Julianus Ház 2." "új építésu" "2019" "összkomfortos" "nincs megadva" "2" "3" "van" "3 m-nél alacsonyabb" "padlófutés, mennyezeti hutés-futés" "van" "igen" "külön helyiségben" "nyugat" "utcai" "10.66 m²" "nem" "tetotéri" "teremgarázs hely - kötelezo megvenni" "3.5 M Ft" NA NA
"3" "42.94" "46" "2" " 8. kerület, Rigó III Lakópark " "Rigó III Lakópark" "új építésu" "2021" "összkomfortos" "nincs megadva" "4" "7" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "igen" "egy helyiségben" "délnyugat" "kertre nézo" "5.08 m²" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" "4.8 M Ft" NA NA
"4" "40.4" "46" "2" " 8. kerület, Rigó III Lakópark " "Rigó III Lakópark" "új építésu" "2021" "összkomfortos" "nincs megadva" "2" "7" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "igen" "egy helyiségben" "délnyugat" "kertre nézo" "5.08 m²" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" "4.8 M Ft" NA NA
"5" "34" "57" "2" " 3. kerület, Hollós Korvin Lajos utca " NA "felújított" NA "összkomfortos" "nincs megadva" "9" "10" "van" "nincs megadva" "távfutés" NA "nincs megadva" "külön helyiségben" "nincs megadva" "panorámás" NA "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" NA
"6" "42.9" "60" "1" " 13. kerület, Balzac utca " NA "felújítandó" "1950 elott" "összkomfortos" "nincs megadva" "1" "nincs megadva" "van" "3 m vagy magasabb" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "dél" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"7" "56.8" "80" "2" " 13. kerület, Kresz Géza utca " NA "felújított" "1950 elott" "összkomfortos" "nincs megadva" "1" "3" "van" "3 m-nél alacsonyabb" "házközponti" NA "nincs megadva" "nincs megadva" "nyugat" "utcai" NA "igen" "nincs megadva" "nincs megadva" NA NA NA
"8" "66.9" "76" "2" " 7. kerület, Király utca " NA "felújított" NA "duplakomfortos" "nincs megadva" "2" "nincs megadva" "van" "3 m vagy magasabb" "nincs megadva" "van" "nincs megadva" "külön helyiségben" "nincs megadva" "udvari" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"9" "56.5" "86" "3" " 7. kerület, Alsó erdosor " NA "felújított" NA "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "3 m vagy magasabb" "nincs megadva" NA "nincs megadva" "egy helyiségben" "nincs megadva" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"10" "62" "60" "2" " 5. kerület, Kossuth Lajos utca " NA "felújított" "2020" "összkomfortos" "nincs megadva" "1" "4" "van" "3 m vagy magasabb" "gáz (cirko)" "van" "nincs megadva" "egy helyiségben" "délnyugat" "panorámás" "5 m²" "nincs megadva" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA NA
"11" "42.5" "53" "2" " 6. kerület, Vörösmarty utca 25. " NA "jó állapotú" NA "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "nincs megadva" NA "nincs megadva" "egy helyiségben" "nincs megadva" "udvari" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA "12 800 Ft/hó"
