"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "rezsikoltseg" "erkely" "panelprogram" "lakopark_neve" "parkolohely_ara"
"1" "67.9" "65" "3" " 6. kerület, Bajcsy-Zsilinszky út " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "van" "nincs megadva" "gáz (cirko)" "van" "igen" "egy helyiségben" "nincs megadva" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA NA
"2" "59.3" "79" "3" " 9. kerület, Erkel utca " "jó állapotú" NA "nincs megadva" "nincs megadva" "1" "4" "van" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA NA
"3" "30" "48" "2" " 19. kerület, Gutenberg körút " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko), cserépkályha" "nincs" "igen" "egy helyiségben" "nincs megadva" "utcai" "igen" "nincs megadva" "önálló garázs" NA NA NA NA NA
"4" "76" "92" "2" " 5. kerület, Belgrád rakpart " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "dél" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA NA
"5" "49.5" "38" "1" " 5. kerület, Mérleg utca " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "3 m-nél alacsonyabb" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "nyugat" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA NA
"6" "96.9" "88" "2" " 5. kerület, Kecskeméti utca 13. " "felújított" "1950 elott" "duplakomfortos" "nincs megadva" "4" "6" "van" "3 m vagy magasabb" "házközponti" "nincs" "nem" "külön és egyben is" "kelet" "utcai" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" "50 000 Ft/hó" "5 m²" NA NA NA
"7" "97.8" "89" "2" " 7. kerület, Rákóczi út " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "félemelet" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "délkelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA NA
"8" "34.2" "49" "2" " 9. kerület, Aszódi utca " "közepes állapotú" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "délnyugat" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA NA
"9" "18.5" "27" "1" " 8. kerület, Józsefváros – Magdolnanegyed " "felújítandó" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "gáz (konvektor)" NA "nincs megadva" "egy helyiségben" "nyugat" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA NA
"10" "38" "45" "2" " 8. kerület, Mátyás tér " "újszeru" "2001-2010 között" "nincs megadva" "nincs megadva" "5" "nincs megadva" "van" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA "5 m²" NA NA NA
"11" "24.9" "37" "1" " 8. kerület, Vajda Péter utca " "jó állapotú" NA "nincs megadva" "nincs megadva" "nincs megadva" "4" "nincs megadva" "nincs megadva" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "3 m²" NA NA NA
"12" "32" "46" "2" " 11. kerület, Rátz László utca " "jó állapotú" "1950-1980 között" "összkomfortos" "A" "9" "9" "van" "nincs megadva" "házközponti egyedi méréssel" "nincs" "nem" "külön helyiségben" "nincs megadva" "utcai" "nem" "legfelso emelet, nem tetotéri" "utca, közterület - ingyenes" NA "4 m²" "részt vett" NA NA
"13" "90" "115" "3" " 14. kerület, Thököly út " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "1" "3" "nincs" "3 m vagy magasabb" "gáz (cirko)" "van" "nem" "külön és egyben is" "északnyugat" "utcai" "nem" "nem tetotéri" "utca, közterület" "40 000 Ft/hó" "10 m²" NA NA NA
"14" "27.9" "31" "1" " 7. kerület, Munkás utca " "közepes állapotú" "1950 elott" "komfortos" "nincs megadva" "2" "3" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs" "nem" "egy helyiségben" "nincs megadva" "udvari" "nem" "nem tetotéri" "utca, közterület" NA NA NA NA NA
"15" "142.7" "117" "4" " 11. kerület, Belmont Ház " "új építésu" "2020" "összkomfortos" "nincs megadva" "5" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs" "igen" "nincs megadva" "délkelet" "nincs megadva" "nincs megadva" "penthouse" "teremgarázs hely - megvásárolható" NA "137.24 m²" NA "Belmont Ház" "4 M Ft"
"16" "110.58" "97" "4" " 11. kerület, Belmont Ház " "új építésu" "2020" "összkomfortos" "nincs megadva" "5" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs" "igen" "nincs megadva" "délkelet" "nincs megadva" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" NA "60.66 m²" NA "Belmont Ház" "4 M Ft"
"17" "136" "181" "3" " 11. kerület, Kelenföld – Fehérvári úti lakótelep " "nincs megadva" "2018" "nincs megadva" "nincs megadva" "6" "nincs megadva" "van" "3 m-nél alacsonyabb" "egyéb" NA "nincs megadva" "nincs megadva" "délnyugat" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" NA "200 m²" NA NA NA
"18" "46.1" "44" "2" " 11. kerület, Belmont Ház " "új építésu" "2020" "összkomfortos" "nincs megadva" "4" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs" "igen" "nincs megadva" "délkelet" "nincs megadva" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" NA "8.25 m²" NA "Belmont Ház" "4 M Ft"
"19" "37.14" "34" "1" " 11. kerület, Belmont Ház " "új építésu" "2020" "összkomfortos" "nincs megadva" "4" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs" "igen" "nincs megadva" "délkelet" "nincs megadva" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" NA "7.34 m²" NA "Belmont Ház" "4 M Ft"
