"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "legkondicionalo" "panelprogram" "rezsikoltseg"
"11" "229" "221" "6" " 5. kerület, Veres Pálné utca " "felújított" "2001-2010 között" "nincs megadva" "nincs megadva" "4" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "egyéb" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "52 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"12" "33.9" "60" "2" " 13. kerület, Vizafogó – Dagály utcai lakótelep " "felújított" "1950-1980 között" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs" "nincs megadva" "gáz (konvektor)" "nincs megadva" "nincs megadva" "nyugat" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"13" "31.5" "49" "2" " 15. kerület, Pázmány Péter utca " "jó állapotú" NA "nincs megadva" "nincs megadva" "nincs megadva" "földszintes" "nincs megadva" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "egy helyiségben" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA NA NA
"14" "49.9" "73" "3" " 6. kerület, Dessewffy utca " "közepes állapotú" NA "nincs megadva" "nincs megadva" "1" "4" "van" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"15" "29.9" "39" "1" " 14. kerület, Alsórákos " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "3" "nincs megadva" "nincs" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"16" "14.5" "27" "1" " 20. kerület, Pacsirtatelep " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "elektromos" "nincs megadva" "egy helyiségben" "északkelet" "udvari" NA "igen" "nincs megadva" "nincs megadva" NA NA NA
"17" "39.98" "66" "3" " 3. kerület, Óbudai lakótelep " "felújított" "1981-2000 között" "nincs megadva" "nincs megadva" "2" "4" "nincs" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs megadva" "egy helyiségben" "északnyugat" "utcai" NA "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" NA "nincs megadva" NA
"18" "35.9" "71" "2" " 18. kerület, Csontváry Kosztka Tivadar utca " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "1" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "igen" "egy helyiségben" "nyugat" "utcai" "4.73 m²" "nem" "nem tetotéri" "utca, közterület - ingyenes" "nincs" "részt vett" "12 500 Ft/hó"
"19" "31.9" "42" "2" " 6. kerület, Bajnok utca " "felújított" NA "összkomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m vagy magasabb" "gáz (cirko)" "igen" "egy helyiségben" "délnyugat" "udvari" NA "nem" "nem tetotéri" "utca, közterület - fizetos övezet" "nincs" NA "13 000 Ft/hó"
"20" "27.3" "57" "2" " 19. kerület, József Attila utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" NA "nincs megadva" NA NA NA
