"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "rezsikoltseg" "panelprogram" "parkolohely_ara"
"1" "28" "48" "1" " 9. kerület, Egyetértés utca " "közepes állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "3" "3" "nincs megadva" "3 m-nél alacsonyabb" "gáz (konvektor)" "van" "nem" "egy helyiségben" "délkelet" "nincs megadva" "2 m²" "nincs megadva" "nem tetotéri" "utca, közterület" NA NA NA
"2" "75" "89" "3" " 12. kerület, Krisztinaváros " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "2" "5" "nincs megadva" "3 m vagy magasabb" "nincs megadva" NA "nem" "külön helyiségben" "kelet" "utcai" NA "nem" "nem tetotéri" "nincs megadva" NA NA NA
"3" "34" "34" "2" " 12. kerület, Krisztinaváros " "felújított" NA "összkomfortos" "nincs megadva" "földszint" "5" "van" "3 m-nél alacsonyabb" "nincs megadva" NA "nincs megadva" "egy helyiségben" "nincs megadva" "nincs megadva" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"4" "43.9" "44" "1" " 12. kerület, Böszörményi út " "jó állapotú" NA "összkomfortos" "nincs megadva" "5" "6" "van" "nincs megadva" "nincs megadva" NA "nincs megadva" "külön helyiségben" "nincs megadva" "panorámás" NA "nincs megadva" "nem tetotéri" "utca, közterület" NA NA NA
"5" "119" "126" "4" " 5. kerület, Bihari János utca " "felújított" NA "duplakomfortos" "nincs megadva" "3" "3" "van" "3 m vagy magasabb" "gáz (cirko)" "van" "igen" "külön és egyben is" "nyugat" "utcai" NA "nem" "nincs megadva" "utca, közterület - fizetos övezet" "40 000 Ft/hó" NA NA
"6" "39.5" "80" "3" " 9. kerület, Füleki utca " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "4" "4" "nincs" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "külön helyiségben" "délkelet" "panorámás" NA "igen" "nincs megadva" "udvari beálló - benne van az árban" "30 000 Ft/hó" NA NA
"7" "40" "52" "2" " 11. kerület, Kelenföldi lakótelep " "felújított" "1950-1980 között" "nincs megadva" "nincs megadva" "8" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés" NA "nincs megadva" "nincs megadva" "délnyugat" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA "nincs megadva" NA
"8" "215.24" "166" "4" " 12. kerület, Csillebérc " "nincs megadva" "2019" "duplakomfortos" "nincs megadva" "földszint" "3" "nincs megadva" "nincs megadva" "hoszivattyú" NA "nincs megadva" "nincs megadva" "nincs megadva" "panorámás" "39 m²" "nincs megadva" "nincs megadva" "önálló garázs" NA NA NA
"9" "120" "94" "3" " 14. kerület, Alsórákos " "nincs megadva" "2019" "duplakomfortos" "CC" "földszint" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko), padlófutés" "van" "igen" "külön helyiségben" "dél" "kertre nézo" "21 m²" "igen" "nem tetotéri" "udvari beálló - megvásárolható" "30 000 Ft/hó" NA "2.5 M Ft"
"10" "21.9" "27" "1" " 8. kerület, Magdolna utca " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "3 m vagy magasabb" "elektromos" NA "nincs megadva" "nincs megadva" "délnyugat" "udvari" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
