"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "rezsikoltseg" "panelprogram" "parkolohely_ara"
"11" "28.7" "46" "1" " 14. kerület, Alsórákos " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" NA
"12" "31" "46" "2" " 14. kerület, Szentmihályi út " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" NA
"13" "36.9" "51" "2" " 14. kerület, Thököly út " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "észak" "udvari" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"14" "41.9" "55" "2" " 22. kerület, Budafok " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "kelet" "nincs megadva" "3 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"15" "31.9" "52" "2" " 10. kerület, Laposdulo " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"16" "21.5" "26" "1" " 6. kerület, Bajza utca " "felújítandó" NA "összkomfortos" "nincs megadva" "3" "4" "nincs" "3 m vagy magasabb" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" NA NA NA
"17" "12.9" "34" "1" " 20. kerület, Erzsébetfalva " "felújítandó" "1950-1980 között" "komfortos" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "délnyugat" "kertre nézo" NA "nincs megadva" "nincs megadva" "utca, közterület" NA NA NA
"18" "211.2" "107" "3" " 11. kerület, Gellérthegy " "nincs megadva" "2019" "luxus" "nincs megadva" "3" "6" "van" "3 m-nél alacsonyabb" "egyéb" NA "igen" "nincs megadva" "északkelet" "panorámás" "12 m²" "igen" "tetotéri" "teremgarázs hely - benne van az árban" NA NA NA
"19" "25.8" "27" "1" " 3. kerület, Kadosa utca " "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "3" "4" "nincs" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs" "nem" "egy helyiségben" "dél" "utcai" NA "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" "20 000 Ft/hó" "nincs megadva" NA
"20" "29.5" "52" "2" " 8. kerület, Szigony utca 4. " "nincs megadva" NA "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" NA
