"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "panelprogram" "parkolas" "rezsikoltseg" "parkolohely_ara"
"1" "47.5" "80" "3" " 3. kerület, Juhász Gyula utca " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "3" "5" "nincs" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs" "nem" "külön helyiségben" "kelet" "kertre nézo" "4 m²" "nem" "nem tetotéri" "nem vett részt" "utca, közterület - ingyenes" NA NA
"2" "27.5" "51" "2" " 3. kerület, Zemplén Gyozo utca " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "1" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nincs" "nem" "külön helyiségben" "dél" "utcai" "4 m²" "nem" "nem tetotéri" "nem vett részt" "utca, közterület - ingyenes" NA NA
"3" "38.1" "66" "2.5" " 13. kerület, Futár utca " "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "4" "5" "nincs" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs" "nem" "külön helyiségben" "dél" "kertre nézo" "3 m²" "nem" "nem tetotéri" "nem vett részt" "utca, közterület - fizetos övezet" NA NA
"4" "35" "53" "2" " 11. kerület, Sáfrány utca " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "5" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nincs" "nem" "külön helyiségben" "nyugat" "utcai" NA "nem" "nem tetotéri" "nem vett részt" "utca, közterület - ingyenes" NA NA
"5" "38" "61" "2" " 11. kerület, Etele út " "közepes állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "5" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs" "nem" "külön helyiségben" "kelet" "utcai" "6 m²" "nem" "nem tetotéri" "részt vett" "utca, közterület - ingyenes" NA NA
"6" "21.9" "35" "1" " 21. kerület, Bánya utca 33. " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m-nél alacsonyabb" "távfutés" "van" "nincs megadva" "egy helyiségben" "nincs megadva" "utcai" "4 m²" "nincs megadva" NA NA "utca, közterület - ingyenes" "4 000 Ft/hó" NA
"7" "15.3" "24" "1" " 19. kerület, Ady Endre út " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "északnyugat" "nincs megadva" NA "nincs megadva" "nem tetotéri" NA "nincs megadva" NA NA
"8" "28.62" "36" "2" " 13. kerület, Országbíró utca " "felújított" NA "nincs megadva" "nincs megadva" "5" "10" "van" "nincs megadva" "távfutés" "van" "nincs megadva" "egy helyiségben" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "utca, közterület" NA NA
"9" "54.9" "60" "2" " 2. kerület, Pasarét " "közepes állapotú" NA "nincs megadva" "nincs megadva" "2" "3" "nincs" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "dél" "nincs megadva" "6.4 m²" "nem" "nincs megadva" NA "nincs megadva" NA NA
"10" "46.2" "59" "2" " 2. kerület, Törökvész út " "felújított" "1950-1980 között" "összkomfortos" "CC" "8" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" "nem" "külön helyiségben" "kelet" "panorámás" NA "nem" NA NA "udvari beálló - benne van az árban" "30 000 Ft/hó" NA
"11" "31.5" "56" "2" " 14. kerület, Alsórákos – Kacsóh Pongrác úti lakótelep " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "2" "4" "nincs" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" "nem" "külön helyiségben" "délkelet" "utcai" NA "nem" NA NA "utca, közterület - ingyenes" "30 000 Ft/hó" NA
"12" "42.5" "63" "2" " 6. kerület, Aradi utca " "felújítandó" NA "összkomfortos" "nincs megadva" "3" "3" "nincs megadva" "3 m vagy magasabb" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "dél" "udvari" NA "nincs megadva" "nincs megadva" NA "nincs megadva" NA NA
"13" "69.9" "57" "3" " 13. kerület, Meder utca " "újszeru" "2001-2010 között" "luxus" "nincs megadva" "5" "8" "van" "3 m-nél alacsonyabb" "fan-coil, padlófutés" "van" "igen" "egy helyiségben" "kelet" "utcai" "14 m²" "nem" "nincs megadva" NA "teremgarázs hely - megvásárolható" NA NA
"14" "27.5" "43" "1" " 16. kerület, Koronafürt utca " "jó állapotú" NA "nincs megadva" "nincs megadva" "3" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "délnyugat" "utcai" "4 m²" "nincs megadva" "nincs megadva" NA "nincs megadva" NA NA
"15" "136" "104" "4" " 7. kerület, Erzsébet körút " "felújított" NA "luxus" "nincs megadva" "4" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "nincs megadva" "van" "nincs megadva" "külön helyiségben" "nincs megadva" "udvari" NA "nincs megadva" "legfelso emelet, nem tetotéri" NA "nincs megadva" NA NA
"16" "44.9" "51" "1" " 2. kerület, Frankel Leó út " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "6" "6" "van" "3 m-nél alacsonyabb" "távfutés" "van" "nem" "külön helyiségben" "délnyugat" "panorámás" NA "nem" "nem tetotéri" NA "utca, közterület - fizetos övezet" "40 000 Ft/hó" NA
"17" "43.9" "64" "2" " 12. kerület, Királyhágó tér " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "félemelet" "5" "nincs megadva" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "külön helyiségben" "nyugat" "utcai" NA "nincs megadva" "nem tetotéri" NA "utca, közterület - fizetos övezet" NA NA
"18" "38.3" "36" "1" " 2. kerület, Országút " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "1" "4" "van" "3 m vagy magasabb" "nincs megadva" "nincs" "igen" "egy helyiségben" "északkelet" "utcai" NA "nem" "nem tetotéri" NA "utca, közterület" "6 000 Ft/hó" NA
"19" "50" "80" "4" " 14. kerület, Jávorka Ádám utca " "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "3" "3" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "van" "nem" "külön helyiségben" "kelet" "kertre nézo" "5 m²" "nem" "legfelso emelet, nem tetotéri" NA "teremgarázs hely - megvásárolható" "30 000 Ft/hó" "3 M Ft"
"20" "26.9" "35" "2" " 19. kerület, Kispesti lakótelep " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés" NA "nincs megadva" "nincs megadva" "északkelet" "utcai" "3 m²" "nincs megadva" "nem tetotéri" "nincs megadva" "nincs megadva" NA NA
