"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "rezsikoltseg" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "panelprogram" "parkolohely_ara"
"1" "25.99" "32" "1" " 13. kerület, Angyalföld " "közepes állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "2" "5" "van" "3 m-nél alacsonyabb" "távfutés" "nincs" "13 000 Ft/hó" "nincs megadva" "külön helyiségben" "dél" "utcai" "2 m²" "nincs megadva" "nincs megadva" "utca, közterület" NA NA
"2" "38.5" "61" "2" " 13. kerület, Népfürdo utca " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "5" "8" "van" "3 m-nél alacsonyabb" "távfutés" "nincs" "33 000 Ft/hó" "nem" "külön helyiségben" "nyugat" "panorámás" "5 m²" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA
"3" "35.9" "57" "2" " 13. kerület, Dunyov István utca " "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "1" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs" "23 000 Ft/hó" "nem" "külön helyiségben" "dél" "utcai" "1 m²" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" "nem vett részt" NA
"4" "35.5" "113" "4" " 16. kerület, Szabadföld út " "felújítandó" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "földszintes" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nincs" NA "nem" "külön és egyben is" "északnyugat" "kertre nézo" NA "igen" "nem tetotéri" "utca, közterület - ingyenes" NA NA
"5" "22.3" "35" "1" " 15. kerület, Páskomliget utca " "közepes állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "10" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" NA NA "igen" "egy helyiségben" "délnyugat" "panorámás" "3 m²" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" "nincs megadva" NA
"6" "44.9" "113" "4" " 19. kerület, Wekerletelep " "közepes állapotú" "1950 elott" "duplakomfortos" "nincs megadva" "1" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko), padlófutés" "nincs" NA "nem" "egy helyiségben" "nincs megadva" "utcai" NA "nincs megadva" "nincs megadva" "önálló garázs - benne van az árban" NA NA
"7" "49.9" "103" "3" " 8. kerület, Józsefváros – Csarnoknegyed " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "3" "3" "nincs" "3 m vagy magasabb" "gáz (cirko)" "van" "45 000 Ft/hó" "nincs megadva" "külön helyiségben" "dél" "utcai" NA "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" NA NA
"8" "25.9" "59" "2" " 18. kerület, Havanna-lakótelep " "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "7" "10" "van" "3 m-nél alacsonyabb" "távfutés" NA "35 000 Ft/hó" "igen" "külön helyiségben" "délkelet" "panorámás" NA "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" "nincs megadva" NA
"9" "31.9" "47" "2" " 19. kerület, Wekerletelep " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "1" "2" "nincs" "3 m vagy magasabb" "nincs megadva" NA "35 000 Ft/hó" "nem" "külön helyiségben" "dél" "utcai" NA "nincs megadva" "nem tetotéri" "udvari beálló - benne van az árban" NA NA
"10" "51.9" "64" "3" " 13. kerület, Szabolcs utca " "új építésu" "2020" "luxus" "A+" "7" "7" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" NA "nincs megadva" "külön helyiségben" "nyugat" "panorámás" "8 m²" "nem" "legfelso emelet, nem tetotéri" "teremgarázs hely - megvásárolható" NA "4 M Ft"
"11" "124.9" "150" "5" " 13. kerület, Szabolcs utca " "új építésu" "2020" "luxus" "A+" "7" "7" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" NA "nincs megadva" "külön és egyben is" "nincs megadva" "panorámás" "70 m²" "nincs megadva" "legfelso emelet, nem tetotéri" "teremgarázs hely - megvásárolható" NA "4 M Ft"
"12" "83" "54" "2" " 2. kerület, Orló utca 19. " "újszeru" "2016" "luxus" "CC" "2" "3" "van" "3 m-nél alacsonyabb" "padlófutés, fan-coil" "van" NA "nem" "egy helyiségben" "délnyugat" "panorámás" "6 m²" "nem" "nem tetotéri" "udvari beálló - megvásárolható" NA "4 M Ft"
"13" "83.5" "84" "3" " 14. kerület, Koszeg utca " "új építésu" "2020" "összkomfortos" "nincs megadva" "földszint" "3" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "van" NA "nem" "külön és egyben is" "kelet" "udvari" "6 m²" "igen" "nem tetotéri" "udvari beálló - kötelezo megvenni" NA "1.5 M Ft"
"14" "29.9" "43" "1" " 20. kerület, Nagy Gyory István utca " "felújított" "1950-1980 között" "összkomfortos" "EE" "4" "4" "nincs" "3 m-nél alacsonyabb" "gázkazán" "van" "40 000 Ft/hó" "nem" "egy helyiségben" "délnyugat" "utcai" NA "nem" "legfelso emelet, nem tetotéri" "utca, közterület - ingyenes" NA NA
"15" "171.55" "88" "2" " 2. kerület, Cserje utca 11-13 " "új építésu" "2020" "luxus" "AA+" "földszint" "2" "van" "3 m-nél alacsonyabb" "mennyezeti hutés-futés" "van" NA "igen" "külön és egyben is" "délnyugat" "panorámás" "26 m²" "igen" "nem tetotéri" "teremgarázs hely - megvásárolható" NA "6 M Ft"
"16" "55" "74" "2" " 13. kerület, Lehel utca 68. " "új építésu" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "25 Ft/hó" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "24 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA
"17" "51.9" "52" "2" " 11. kerület, Ulászló utca " "újszeru" "2001-2010 között" "komfortos" "nincs megadva" "3" "6" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" "40 Ft/hó" "nincs megadva" "egy helyiségben" "kelet" "utcai" "5 m²" "nincs megadva" "nem tetotéri" "teremgarázs hely - benne van az árban" NA NA
"18" "42.5" "46" "2" " 2. kerület, Frankel Leó út 49. " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "2" "5" "van" "3 m vagy magasabb" "távfutés" "van" NA "igen" "egy helyiségben" "dél" "udvari" NA "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA
"19" "25.5" "54" "2" " 18. kerület, Csontváry Kosztka Tivadar utca 7. " "felújított" "1981-2000 között" "összkomfortos" "EE" "10" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "van" "40 000 Ft/hó" "igen" "külön helyiségben" "délnyugat" "panorámás" "3 m²" "nem" "nem tetotéri" "utca, közterület - ingyenes" "nincs megadva" NA
"20" "16.5" "32" "1" " 21. kerület, Vasas utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "30 000 Ft/hó" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA
