"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "erkely" "rezsikoltseg" "panelprogram" "parkolohely_ara"
"1" "59" "77" "2" " 7. kerület, Rumbach Sebestyén utca " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "3" "3" "nincs" "3 m vagy magasabb" "gáz (cirko)" "van" "nincs megadva" "egy helyiségben" "nincs megadva" "udvari" "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" NA NA NA NA
"2" "30.9" "33" "1" " 10. kerület, Népliget " "újszeru" "2001-2010 között" "összkomfortos" "nincs megadva" "4" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" "nincs megadva" "egy helyiségben" "délkelet" "udvari" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" "6 m²" NA NA NA
"3" "45.75" "43" "2" " 13. kerület, Országbíró utca " "nincs megadva" "2020" "komfortos" "nincs megadva" "6" "6" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "nincs megadva" "dél" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "14 m²" NA NA NA
"4" "33.8" "66" "3" " 3. kerület, Kabar utca " "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "8" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" NA "nem" "külön helyiségben" "nincs megadva" "utcai" "nincs megadva" "nem tetotéri" "utca, közterület" "3 m²" "25 000 Ft/hó" "részt vett" NA
"5" "74.9" "110" "3" " 8. kerület, József körút " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "3" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "kelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"6" "47.57" "54" "3" " 13. kerület, Angyalföld " "nincs megadva" "2020" "komfortos" "nincs megadva" "nincs megadva" "6" "van" "nincs megadva" "házközponti egyedi méréssel" NA "nincs megadva" "külön helyiségben" "dél" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "12.66 m²" NA NA NA
"7" "57.2" "74" "2" " 13. kerület, Angyalföld – Béke–Tatai utcai lakótelep " "nincs megadva" "2020" "összkomfortos" "nincs megadva" "3" "6" "van" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "külön helyiségben" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "önálló garázs - megvásárolható" "6.2 m²" NA NA "3.5 M Ft"
"8" "68.49" "83" "2" " 7. kerület, Külso-Erzsébetváros – Ligetváros " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "1" "3" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs" "nem" "külön és egyben is" "délnyugat" "utcai" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" "3 m²" "30 000 Ft/hó" NA NA
"9" "63.9" "62" "2" " 7. kerület, Rózsa utca " "jó állapotú" "2001-2010 között" "összkomfortos" "nincs megadva" "3" "7" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "igen" "külön helyiségben" "délkelet" "udvari" "nem" "nem tetotéri" "teremgarázs hely" "8.2 m²" NA NA NA
"10" "79.9" "92" "3" " 8. kerület, Józsefváros – Palotanegyed " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "1" "3" "nincs" "3 m vagy magasabb" "gáz (cirko)" "van" "nem" "külön és egyben is" "délnyugat" "utcai" "nem" "nem tetotéri" "utca, közterület" NA "13 000 Ft/hó" NA NA
"11" "47" "100" "2" " 9. kerület, Angyal utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "50 000 Ft/hó" NA NA
"12" "65.9" "86" "2" " 7. kerület, Rákóczi út " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "3" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "dél" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"13" "59.9" "64" "2" " 6. kerület, Podmaniczky utca " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "3 m vagy magasabb" "elektromos" NA "nincs megadva" "nincs megadva" "északkelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"14" "45.5" "58" "2" " 7. kerület, Erzsébet körút 5. " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "2" "3" "nincs" "3 m vagy magasabb" "gáz (cirko)" "van" "nem" "külön helyiségben" "északkelet" "udvari" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA "30 000 Ft/hó" NA NA
