"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "parkolohely_ara" "rezsikoltseg" "panelprogram"
"1" "31.9" "44" "2" " 18. kerület, Bethlen utca 4. " "újszeru" "2001-2010 között" "nincs megadva" "nincs megadva" "2" "3" "nincs" "nincs megadva" "gáz (cirko)" "van" "nincs megadva" "egy helyiségben" "nincs megadva" "kertre nézo" "11 m²" "nincs megadva" "nem tetotéri" "teremgarázs hely - megvásárolható" "2.5 M Ft" NA NA
"2" "19" "36" "1" " 15. kerület, Bocskai utca " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "földszintes" "nincs megadva" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "egy helyiségben" "dél" "utcai" NA "igen" "nincs megadva" "utca, közterület - ingyenes" NA NA NA
"3" "54.9" "53" "2" " 6. kerület, Eötvös utca " "felújított" NA "összkomfortos" "nincs megadva" "1" "3" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "külön és egyben is" "nincs megadva" "udvari" NA "nem" "nem tetotéri" "utca, közterület" NA NA NA
"4" "40.85" "49" "2" " 8. kerület, Futó utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA "12 000 Ft/hó" NA
"5" "16.49" "30" "1" " 4. kerület, Károlyi István utca " "felújítandó" NA "összkomfortos" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "gáz (konvektor)" NA "nincs megadva" "egy helyiségben" "dél" "udvari" NA "igen" "nincs megadva" "nincs megadva" NA NA NA
"6" "24.9" "33" "1" " 17. kerület, Pesti út 73. " "jó állapotú" "2001-2010 között" "összkomfortos" "nincs megadva" "5" "5" "nincs" "3 m-nél alacsonyabb" "távfutés" "nincs" "nem" "egy helyiségben" "északkelet" "panorámás" NA "nem" "nincs megadva" "utca, közterület - ingyenes" NA "15 000 Ft/hó" "nem vett részt"
"7" "23.5" "26" "1" " 8. kerület, Kisfaludy utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA "10 000 Ft/hó" NA
"8" "49.9" "61" "2" " 13. kerület, Rokolya utca 31. " "újszeru" "2001-2010 között" "nincs megadva" "nincs megadva" "2" "4" "nincs" "3 m-nél alacsonyabb" "nincs megadva" "van" "nincs megadva" "külön helyiségben" "kelet" "utcai" "4 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA "25 000 Ft/hó" NA
"9" "110" "140" "5" " 8. kerület, Rökk Szilárd utca " "felújított" NA "nincs megadva" "nincs megadva" "2" "4" "nincs" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nincs megadva" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"10" "39.9" "45" "1" " 13. kerület, Frangepán utca 84c " "jó állapotú" "2001-2010 között" "nincs megadva" "nincs megadva" "1" "4" "van" "nincs megadva" "házközponti egyedi méréssel" "nincs" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "7 m²" "nem" "nem tetotéri" "udvari beálló - benne van az árban" NA "20 000 Ft/hó" NA
"11" "22" "38" "1" " 20. kerület, Kossuth Lajos utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "2 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA "16 000 Ft/hó" NA
"12" "30.9" "35" "2" " 13. kerület, Angyalföld " "jó állapotú" "2001-2010 között" "összkomfortos" "nincs megadva" "4" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "egy helyiségben" "délkelet" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"13" "42.9" "70" "2" " 11. kerület, Kosztolányi Dezso tér " "közepes állapotú" NA "duplakomfortos" "nincs megadva" "félemelet" "5" "van" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs" "nem" "egy helyiségben" "nincs megadva" "utcai" NA "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA "20 000 Ft/hó" NA
"14" "32.9" "48" "2" " 10. kerület, Kobánya – Újhegy " "felújított" "1950-1980 között" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "távfutés" NA "nincs megadva" "nincs megadva" "délnyugat" "nincs megadva" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"15" "40.99" "67" "2" " 7. kerület, Belso-Erzsébetváros " "közepes állapotú" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "dél" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"16" "34" "54" "2" " 8. kerület, Baross utca " "felújítandó" "1950 elott" "komfortos" "DD" "3" "7" "van" "nincs megadva" "gáz (konvektor)" "van" "nincs megadva" "egy helyiségben" "nyugat" "utcai" NA "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA "12 000 Ft/hó" NA
"17" "38.5" "69" "3" " 3. kerület, Kiscelli utca " "felújított" NA "összkomfortos" "nincs megadva" "nincs megadva" "nincs megadva" "van" "nincs megadva" "távfutés" NA "nincs megadva" "nincs megadva" "nincs megadva" "panorámás" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA "nincs megadva"
"18" "64.9" "122" "3" " 10. kerület, Harmat utca " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "2" "3" "nincs" "3 m vagy magasabb" "gáz (konvektor)" NA "nem" "külön helyiségben" "nincs megadva" "panorámás" "8 m²" "igen" "nem tetotéri" "utca, közterület - ingyenes" NA "40 000 Ft/hó" NA
"19" "25" "54" "2" " 20. kerület, Topánka utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "4 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA "nincs megadva"
"20" "41.5" "50" "2" " 11. kerület, Kelenföld " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "3" "3" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs" "nincs megadva" "egy helyiségben" "délnyugat" "utcai" NA "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA NA NA
