"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "epites_eve" "rezsikoltseg" "parkolohely_ara"
"1" "33.2" "58" "2" " 9. kerület, Lobogó utca " "felújított" "összkomfortos" "nincs megadva" "2" "4" "nincs" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs" "nincs megadva" "egy helyiségben" "délkelet" "kertre nézo" "6 m²" "nem" "nem tetotéri" "utca, közterület - ingyenes" NA NA NA
"2" "31.49" "58" "2" " 10. kerület, Kobánya – Óhegyi lakótelep " "jó állapotú" "összkomfortos" "nincs megadva" "1" "5" "nincs megadva" "3 m-nél alacsonyabb" "gáz (konvektor)" "van" "nincs megadva" "nincs megadva" "délnyugat" "utcai" "4.2 m²" "nincs megadva" "nem tetotéri" "nincs megadva" "1950-1980 között" NA NA
"3" "44.94" "70" "3" " 18. kerület, Újpéteritelep " "nincs megadva" "összkomfortos" "nincs megadva" "2" "2" "nincs" "3 m-nél alacsonyabb" "elektromos" NA "nem" "nincs megadva" "délkelet" "kertre nézo" NA "nem" "nem tetotéri" "önálló garázs - megvásárolható" "2019" NA NA
"4" "34.8" "41" "1" " 7. kerület, Akácfa utca " "felújított" "összkomfortos" "nincs megadva" "4" "5" "nincs megadva" "3 m vagy magasabb" "elektromos" NA "nincs megadva" "egy helyiségben" "kelet" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" "1950 elott" "7 100 Ft/hó" NA
"5" "47.58" "61" "2" " 13. kerület, Angyalföld " "nincs megadva" "összkomfortos" "nincs megadva" "1" "5" "van" "nincs megadva" "házközponti egyedi méréssel" NA "nincs megadva" "nincs megadva" "északnyugat" "udvari" "6.28 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" "2019" NA "3.5 M Ft"
"6" "56" "32" "1" " 7. kerület, Károly körút " "felújítandó" "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "3 m vagy magasabb" "házközponti egyedi méréssel" NA "nincs megadva" "nincs megadva" "dél" "utcai" "2 m²" "nincs megadva" "nem tetotéri" "nincs megadva" "1950 elott" NA NA
"7" "78.9" "101" "3" " 6. kerület, Külso-Terézváros – Diplomatanegyed " "jó állapotú" "duplakomfortos" "nincs megadva" "földszint" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "külön és egyben is" "kelet" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" "1950 elott" "30 000 Ft/hó" NA
"8" "30.99" "58" "2" " 22. kerület, Bartók Béla út " "jó állapotú" "összkomfortos" "nincs megadva" "3" "4" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs" "nem" "külön helyiségben" "délkelet" "panorámás" NA "nem" "nem tetotéri" "utca, közterület - ingyenes" "1950-1980 között" "50 000 Ft/hó" NA
"9" "86" "103" "4" " 13. kerület, Angyalföld – Loportárdulo " "nincs megadva" "duplakomfortos" "nincs megadva" "6" "6" "van" "nincs megadva" "hoszivattyú" NA "nincs megadva" "nincs megadva" "északkelet" "udvari" "24.89 m²" "nincs megadva" "legfelso emelet, nem tetotéri" "teremgarázs hely" "2019" NA NA
"10" "12.9" "29" "1" " 20. kerület, Erzsébetfalva " "jó állapotú" "összkomfortos" "nincs megadva" "földszint" "földszintes" "nincs megadva" "3 m vagy magasabb" "gáz (konvektor)" NA "nincs megadva" "egy helyiségben" "délnyugat" "udvari" "10 m²" "igen" "nem tetotéri" "utca, közterület" "1950-1980 között" NA NA
"11" "63" "105" "4" " 14. kerület, Nagyzugló " "felújított" "nincs megadva" "nincs megadva" "6" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "nincs megadva" "kelet" "utcai" "4 m²" "nincs megadva" "nem tetotéri" "nincs megadva" "2001-2010 között" NA NA
"12" "65" "88" "3" " 9. kerület, Mester utca " "jó állapotú" "összkomfortos" "nincs megadva" "2" "6" "van" "3 m vagy magasabb" "gáz (cirko), gáz (konvektor)" "nincs" "nem" "külön helyiségben" "délkelet" "kertre nézo" "2 m²" "nem" "nem tetotéri" "utca, közterület - ingyenes" "1950 elott" NA NA
"13" "83.2" "95" "4" " 13. kerület, Angyalföld – Loportárdulo " "nincs megadva" "összkomfortos" "nincs megadva" "5" "5" "van" "nincs megadva" "hoszivattyú" NA "nincs megadva" "nincs megadva" "északkelet" "nincs megadva" "7.59 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" "2019" NA NA
"14" "69.9" "63" "1" " 7. kerület, Madách Imre tér " "felújítandó" "összkomfortos" "nincs megadva" "6" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti" "nincs" "nincs megadva" "külön helyiségben" "délnyugat" "utcai" NA "nem" "nincs megadva" "utca, közterület - fizetos övezet" NA "21 000 Ft/hó" NA
"15" "100" "136" "4" " 7. kerület, Király utca " "nincs megadva" "összkomfortos" "nincs megadva" "3" "4" "van" "3 m vagy magasabb" "gáz (konvektor)" NA "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" NA "nincs megadva" "nincs megadva" "udvari beálló" "1950 elott" "12 000 Ft/hó" NA
"16" "38" "67" "2" " 8. kerület, Fiumei út " "felújított" "összkomfortos" "nincs megadva" "1" "5" "van" "3 m-nél alacsonyabb" "házközponti" NA "nincs megadva" "külön helyiségben" "délnyugat" "utcai" "3 m²" "nincs megadva" "nincs megadva" "nincs megadva" "1981-2000 között" NA NA
"17" "530" "358" "5" " 5. kerület, Belváros " "újszeru" "duplakomfortos" "nincs megadva" "5" "5" "van" "nincs megadva" "fan-coil" NA "igen" "nincs megadva" "dél" "nincs megadva" NA "nincs megadva" "nem tetotéri" "teremgarázs hely" "1950-1980 között" NA NA
"18" "76.9" "76" "3" " 13. kerület, Vizafogó – Marinapart " "nincs megadva" "összkomfortos" "AA+" "6" "9" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "igen" "külön és egyben is" "délnyugat" "panorámás" "8 m²" "nem" "nem tetotéri" "teremgarázs hely - bérelheto" "2018" NA NA
"19" "69" "84" "4" " 13. kerület, Angyalföld – Loportárdulo " "nincs megadva" "duplakomfortos" "nincs megadva" "3" "6" "van" "nincs megadva" "hoszivattyú" NA "nincs megadva" "nincs megadva" "nyugat" "kertre nézo" "10.28 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" "2019" NA "3.5 M Ft"
"20" "73.8" "84" "4" " 13. kerület, Angyalföld " "nincs megadva" "összkomfortos" "nincs megadva" "1" "5" "van" "nincs megadva" "házközponti egyedi méréssel" NA "nincs megadva" "nincs megadva" "délkelet" "utcai" "15.65 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" "2020" NA "3 M Ft"
