"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "rezsikoltseg" "parkolohely_ara" "panelprogram"
"1" "59.99" "83" "2" " 2. kerület, Varsányi Irén utca " "felújítandó" "1950 elott" "összkomfortos" "nincs megadva" "2" "3" "van" "3 m vagy magasabb" "házközponti egyedi méréssel" "nincs" "nem" "külön helyiségben" "nincs megadva" "utcai" "3 m²" "nem" "nem tetotéri" "utca, közterület" NA NA NA
"2" "79.99" "76" "2" " 5. kerület, Október 6. utca " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "2" "5" "van" "3 m vagy magasabb" "házközponti" "nincs" "igen" "külön helyiségben" "északkelet" "udvari" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"3" "42" "34" "1" " 12. kerület, Melinda út " "felújított" "1950 elott" "összkomfortos" "F" "félemelet" "5" "nincs megadva" "3 m-nél alacsonyabb" "házközponti, hoszivattyú" "van" "igen" "egy helyiségben" "délkelet" "panorámás" NA "nincs megadva" "nem tetotéri" "udvari beálló - bérelheto" "18 682 Ft/hó" "1 000 Ft/hó" NA
"4" "35" "50" "2" " 10. kerület, Gergely utca " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "2" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "van" "nem" "egy helyiségben" "délnyugat" "utcai" "4 m²" "nincs megadva" "nem tetotéri" "udvari beálló - benne van az árban" NA NA NA
"5" "33.2" "64" "2" " 13. kerület, Szekszárdi utca 26. " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "földszint" "3" "nincs megadva" "3 m-nél alacsonyabb" "gáz (cirko)" NA "igen" "külön helyiségben" "délnyugat" "udvari" NA "nincs megadva" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA NA
"6" "49.99" "101" "3" " 9. kerület, Ülloi út " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "30 000 Ft/hó" NA NA
"7" "94.9" "107" "4" " 2. kerület, Hárshegyi út " "közepes állapotú" "2001-2010 között" "duplakomfortos" "nincs megadva" "földszint" "5" "van" "3 m-nél alacsonyabb" "házközponti" "van" "igen" "külön és egyben is" "délnyugat" "kertre nézo" "18 m²" "igen" "nincs megadva" "teremgarázs hely - megvásárolható" "95 000 Ft/hó" "5 M Ft" NA
"8" "43.9" "74" "2.5" " 3. kerület, Széruskert utca " "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "4" "5" "nincs" "nincs megadva" "házközponti" NA "nincs megadva" "külön helyiségben" "nincs megadva" "nincs megadva" "4 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA "nincs megadva"
"9" "32.9" "50" "2" " 9. kerület, Drégely utca " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "2" "3" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs" "nem" "külön helyiségben" "délnyugat" "udvari" NA "nem" "nem tetotéri" "utca, közterület" NA NA NA
"10" "82" "78" "3" " 6. kerület, Király utca " "újszeru" "2001-2010 között" "duplakomfortos" "A" "2" "7" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" "nem" "külön és egyben is" "kelet" "udvari" "8 m²" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" NA NA NA
"11" "34.9" "91" "3" " 17. kerület, Rákoshegy – Helikopter lakópark " "jó állapotú" "2001-2010 között" "összkomfortos" "nincs megadva" "1" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" NA "nem" "nincs megadva" "nyugat" "kertre nézo" "5 m²" "igen" "nem tetotéri" "udvari beálló - benne van az árban" NA NA NA
"12" "20.5" "34" "1" " 8. kerület, Józsefváros – Ganznegyed " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "félemelet" "2" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs" "nem" "külön helyiségben" "dél" "kertre nézo" NA "nem" "nem tetotéri" "udvari beálló - benne van az árban" NA NA NA
"13" "38" "51" "2" " 10. kerület, Népliget " "újszeru" "2001-2010 között" "összkomfortos" "nincs megadva" "földszint" "6" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "igen" "külön helyiségben" "délkelet" "kertre nézo" "7 m²" "igen" "nincs megadva" "teremgarázs hely - megvásárolható" "12 000 Ft/hó" "3 M Ft" NA
"14" "145" "114" "3" " 2. kerület, Törökvész " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "2" "3" "nincs" "3 m-nél alacsonyabb" "távfutés" NA "nem" "egy helyiségben" "dél" "nincs megadva" "20 m²" "nem" "nem tetotéri" "teremgarázs hely" NA NA NA
"15" "30.49" "59" "2" " 10. kerület, Tavas utca " "felújított" "1981-2000 között" "összkomfortos" "nincs megadva" "2" "10" "van" "3 m-nél alacsonyabb" "távfutés" "van" "igen" "külön helyiségben" "délkelet" "utcai" "3 m²" "nem" "nincs megadva" "utca, közterület - ingyenes" "13 000 Ft/hó" NA "nem vett részt"
"16" "22.9" "37" "1" " 4. kerület, Berda József utca " "közepes állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "8" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs" "igen" "egy helyiségben" "kelet" "panorámás" NA "nem" "nem tetotéri" "utca, közterület - ingyenes" "25 000 Ft/hó" NA "nem vett részt"
"17" "35.5" "54" "2" " 8. kerület, Leonardo da Vinci utca " "jó állapotú" NA "összkomfortos" "nincs megadva" "5" "7" "van" "nincs megadva" "nincs megadva" NA "nincs megadva" "egy helyiségben" "dél" "utcai" "5.4 m²" "nem" "nincs megadva" "önálló garázs - megvásárolható" NA "5.5 M Ft" NA
"18" "18.9" "35" "1" " 18. kerület, Havanna-lakótelep " "felújítandó" "1981-2000 között" "összkomfortos" "nincs megadva" "8" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" NA "nincs megadva" "egy helyiségben" "nincs megadva" "udvari" NA "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" "24 000 Ft/hó" NA "részt vett"
"19" "35.1" "52" "2" " 14. kerület, Alsórákos " "jó állapotú" NA "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "házközponti" NA "nincs megadva" "egy helyiségben" "nincs megadva" "nincs megadva" "8 m²" "nincs megadva" NA "nincs megadva" NA NA NA
"20" "44.9" "66" "3" " 3. kerület, Óbuda-Óváros " "nincs megadva" NA "összkomfortos" "nincs megadva" "4" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" NA "igen" "külön helyiségben" "délkelet" "utcai" "4 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA "nem vett részt"
