"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "rezsikoltseg" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "panelprogram" "parkolas" "epites_eve" "legkondicionalo" "parkolohely_ara"
"1" "39.9" "67" "3" " 4. kerület, Falemez utca " "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "8 400 Ft/hó" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "6 m²" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"2" "138" "131" "3" " 5. kerület, Fehér Hajó utca 5. " "közepes állapotú" "összkomfortos" "nincs megadva" "1" "2" "nincs" "3 m vagy magasabb" "házközponti egyedi méréssel" "75 000 Ft/hó" "nincs megadva" "egy helyiségben" "nincs megadva" "utcai" NA "nem" "nem tetotéri" NA "utca, közterület" "1950 elott" "nincs" NA
"3" "25.9" "52" "2" " 3. kerület, Margitliget utca " "közepes állapotú" "összkomfortos" "nincs megadva" "nincs megadva" "több mint 10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" NA "nincs megadva" "egy helyiségben" "kelet" "panorámás" "7 m²" "nincs megadva" "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA NA NA
"4" "75.9" "94" "3" " 2. kerület, Frankel Leó út " "jó állapotú" "nincs megadva" "nincs megadva" "félemelet" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "kelet" "utcai" NA "nincs megadva" "nem tetotéri" NA "nincs megadva" "1950 elott" NA NA
"5" "69" "77" "2" " 2. kerület, Szilágyi Erzsébet fasor " "felújított" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "nincs megadva" "házközponti" NA "nincs megadva" "nincs megadva" "délnyugat" "utcai" "3 m²" "nincs megadva" "nem tetotéri" NA "nincs megadva" "1950 elott" NA NA
"6" "34.9" "47" "1" " 13. kerület, Fivér utca " "jó állapotú" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nyugat" "utcai" "3 m²" "nincs megadva" "nem tetotéri" NA "nincs megadva" "1950-1980 között" NA NA
"7" "60" "100" "3" " 9. kerület, Belso-Ferencváros " "közepes állapotú" "összkomfortos" "nincs megadva" "1" "4" "nincs" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" NA "nincs megadva" "nem tetotéri" NA "utca, közterület - fizetos övezet" "1950 elott" "nincs" NA
"8" "39.9" "47" "2" " 9. kerület, Középso-Ferencváros – Malmok " "újszeru" "összkomfortos" "nincs megadva" "4" "5" "van" "3 m vagy magasabb" "elektromos" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nem tetotéri" NA "nincs megadva" "1950 elott" NA NA
"9" "49.5" "53" "1" " 6. kerület, Belso-Terézváros " "felújított" "nincs megadva" "nincs megadva" "4" "4" "van" "3 m vagy magasabb" "gáz (konvektor)" NA "nincs megadva" "egy helyiségben" "délnyugat" "utcai" NA "nincs megadva" "nem tetotéri" NA "utca, közterület - fizetos övezet" "1950 elott" "nincs" NA
"10" "32.9" "51" "1" " 11. kerület, Kelenföldi lakótelep " "közepes állapotú" "összkomfortos" "nincs megadva" "10 felett" "több mint 10" "van" "3 m-nél alacsonyabb" "távfutés" NA "nem" "egy helyiségben" "délkelet" "utcai" NA "nem" "nem tetotéri" "nem vett részt" "utca, közterület - ingyenes" "1950-1980 között" "nincs" NA
