"ar_millio" "alapterulet_m" "szobak_n" "cim" "lakopark_neve" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "parkolohely_ara" "rezsikoltseg" "panelprogram"
"1" "69.6" "61" "3" " 3. kerület, Fagyöngy Lakópark " "Fagyöngy Lakópark" "új építésu" "2020" "összkomfortos" "nincs megadva" "2" "nincs megadva" "van" "3 m-nél alacsonyabb" "hoszivattyú, mennyezeti hutés-futés" "van" "nincs megadva" "nincs megadva" "kelet" "kertre nézo" "10.21 m²" "nem" "nincs megadva" "teremgarázs hely - megvásárolható" "5.4 M Ft" NA NA
"2" "77.5" "70" "3" " 3. kerület, Fagyöngy Lakópark " "Fagyöngy Lakópark" "új építésu" "2020" "összkomfortos" "nincs megadva" "1" "nincs megadva" "van" "3 m-nél alacsonyabb" "hoszivattyú, mennyezeti hutés-futés" "van" "nincs megadva" "nincs megadva" "kelet" "kertre nézo" "17.14 m²" "nem" "nincs megadva" "teremgarázs hely - megvásárolható" "5.4 M Ft" NA NA
"3" "97.8" "89" "2" " 7. kerület, Rákóczi út " NA "felújított" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "délkelet" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"4" "27.1" "31" "1" " 7. kerület, Rottenbiller utca 5. " NA "felújított" NA "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "elektromos" NA "nincs megadva" "nincs megadva" "délkelet" "udvari" NA "nincs megadva" "nincs megadva" "nincs megadva" NA "25 000 Ft/hó" NA
"5" "35.9" "43" "1" " 13. kerület, Szegedi út 9. " NA "jó állapotú" NA "összkomfortos" "nincs megadva" "2" "4" "van" "3 m-nél alacsonyabb" "nincs megadva" NA "igen" "külön helyiségben" "nincs megadva" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"6" "23.8" "51" "2" " 17. kerület, Rákoskeresztúri lakótelep " NA "felújítandó" "1950-1980 között" "nincs megadva" "nincs megadva" "4" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés" NA "nincs megadva" "nincs megadva" "délkelet" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA "nincs megadva"
"7" "34.9" "66" "3" " 3. kerület, Kabar utca " NA "felújított" NA "összkomfortos" "nincs megadva" "6" "nincs megadva" "van" "nincs megadva" "távfutés" NA "nincs megadva" "külön helyiségben" "nincs megadva" "panorámás" "4 m²" "nem" "nincs megadva" "utca, közterület" NA NA "nincs megadva"
"8" "46.99" "61" "2" " 11. kerület, Kelenföld " NA "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "5" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" NA "nincs megadva" "nincs megadva" "kelet" "nincs megadva" "3 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"9" "26.99" "31" "1" " 7. kerület, Dembinszky utca 41. " NA "felújított" NA "nincs megadva" "nincs megadva" "földszint" "3" "nincs megadva" "3 m vagy magasabb" "elektromos" NA "nincs megadva" "egy helyiségben" "délkelet" "udvari" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"10" "55.9" "67" "2" " 11. kerület, Nádorliget utca " NA "jó állapotú" "2001-2010 között" "nincs megadva" "nincs megadva" "1" "6" "van" "nincs megadva" "házközponti egyedi méréssel" NA "nincs megadva" "külön helyiségben" "nincs megadva" "kertre nézo" "20 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" "4 M Ft" NA NA
"11" "16.75" "38" "1" " 10. kerület, Salgótarjáni utca 59. " NA "felújítandó" "1950-1980 között" "komfortos" "nincs megadva" "3" "4" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs" "nem" "külön helyiségben" "északkelet" "panorámás" NA "nem" "nem tetotéri" "utca, közterület - ingyenes" NA "22 000 Ft/hó" NA
"12" "52" "75" "4" " 14. kerület, Tengerszem utca 116. " NA "jó állapotú" "1981-2000 között" "összkomfortos" "DD" "nincs megadva" "2" "nincs megadva" "3 m-nél alacsonyabb" "gáz (cirko)" "van" "nem" "egy helyiségben" "délkelet" "panorámás" "50 m²" "igen" "nincs megadva" "önálló garázs - benne van az árban" NA NA NA
"13" "27.9" "39" "1" " 13. kerület, Faludi utca " NA "felújított" NA "nincs megadva" "nincs megadva" "1" "2" "nincs megadva" "nincs megadva" "gáz (konvektor)" NA "nincs megadva" "külön helyiségben" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"14" "49.5" "118" "4" " 8. kerület, Práter utca " NA "közepes állapotú" "1950 elott" "nincs megadva" "nincs megadva" "3" "nincs megadva" "nincs" "nincs megadva" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "nincs megadva" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"15" "31.9" "54" "2" " 15. kerület, Kossuth utca " NA "felújított" NA "nincs megadva" "nincs megadva" "4" "4" "nincs" "3 m-nél alacsonyabb" "nincs megadva" "van" "nem" "külön helyiségben" "nincs megadva" "panorámás" "4 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA "részt vett"
"16" "33" "67" "2" " 19. kerület, Bem utca " NA "felújított" NA "összkomfortos" "nincs megadva" "2" "4" "nincs" "3 m-nél alacsonyabb" "távfutés" "nincs" "nem" "külön helyiségben" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA NA "nincs megadva"
"17" "66.9" "76" "2" " 9. kerület, Belso-Ferencváros " NA "felújítandó" "1950 elott" "nincs megadva" "nincs megadva" "4" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "délnyugat" "udvari" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"18" "73.9" "74" "2" " 6. kerület, Vörösmarty utca 41. " NA "felújított" "1950 elott" "duplakomfortos" "nincs megadva" "3" "3" "nincs" "3 m vagy magasabb" "gáz (cirko)" "van" "nincs megadva" "nincs megadva" "dél" "utcai" NA "nincs megadva" "legfelso emelet, nem tetotéri" "nincs megadva" NA "30 000 Ft/hó" NA
