"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "rezsikoltseg" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "panelprogram"
"11" "48.5" "72" "2" " 6. kerület, Csengery utca " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "nincs megadva" "3" "nincs megadva" "3 m vagy magasabb" "nincs megadva" "nincs" "25 000 Ft/hó" "igen" "egy helyiségben" "dél" "utcai" "6 m²" "nincs megadva" "nincs megadva" "utca, közterület" NA
"12" "29.9" "69" "2" " 10. kerület, Ligettelek " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "3" "4" "nincs" "3 m vagy magasabb" "gáz (konvektor)" NA NA "nem" "egy helyiségben" "délkelet" "utcai" "8.8 m²" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA
"13" "233.69" "152" "5" " 5. kerület, Lipótváros " "felújított" NA "luxus" "nincs megadva" "3" "nincs megadva" "van" "nincs megadva" "házközponti egyedi méréssel" "van" NA "nincs megadva" "külön és egyben is" "nincs megadva" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA
"14" "40.8" "53" "1" " 2. kerület, Kurucles " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "félemelet" "3" "nincs megadva" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs" "25 000 Ft/hó" "nincs megadva" "külön helyiségben" "dél" "kertre nézo" "9 m²" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" NA
"15" "29.9" "32" "1" " 11. kerület, Bartók Béla út " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "szuterén" "4" "nincs" "3 m-nél alacsonyabb" "hoszivattyú" "van" NA "nem" "egy helyiségben" "nincs megadva" "udvari" NA "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA
"16" "39.9" "66" "3" " 3. kerület, Kiscelli utca " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "10" "10" "van" "nincs megadva" "távfutés egyedi méréssel" NA NA "nincs megadva" "külön helyiségben" "nincs megadva" "panorámás" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva"
"17" "31.5" "48" "2" " 3. kerület, Szolo utca " "jó állapotú" NA "összkomfortos" "nincs megadva" "9" "10" "van" "nincs megadva" "házközponti egyedi méréssel" NA NA "igen" "külön helyiségben" "nyugat" "panorámás" "4 m²" "nincs megadva" "nincs megadva" "nincs megadva" "részt vett"
"18" "37" "37" "1" " 11. kerület, Sasadi út " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "van" NA "nem" "egy helyiségben" "nincs megadva" "kertre nézo" NA "igen" "nem tetotéri" "utca, közterület - ingyenes" NA
"19" "69.9" "80" "3" " 7. kerület, Akácfa utca " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (cirko)" NA NA "nincs megadva" "egy helyiségben" "nincs megadva" "kertre nézo" NA "nincs megadva" "nincs megadva" "nincs megadva" NA
"20" "42.9" "57" "2" " 1. kerület, Toldy Ferenc utca " "közepes állapotú" NA "nincs megadva" "nincs megadva" "félemelet" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (konvektor)" NA NA "nincs megadva" "külön helyiségben" "nyugat" "nincs megadva" "7 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA
