"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "panelprogram" "rezsikoltseg" "parkolohely_ara"
"1" "136" "144" "4" " 12. kerület, Rácz Aladár út " "jó állapotú" "1981-2000 között" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "kelet" "nincs megadva" "49 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"2" "36.5" "73" "2.5" " 17. kerület, Rákoskeresztúri lakótelep " "felújított" "1950-1980 között" "nincs megadva" "nincs megadva" "4" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs megadva" "nincs megadva" "délkelet" "utcai" "3 m²" "nincs megadva" "nem tetotéri" "nincs megadva" "nincs megadva" NA NA
"3" "79.45" "101" "4" " 12. kerület, Németvölgy " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "3" "4" "van" "3 m vagy magasabb" "elektromos" "nincs megadva" "külön és egyben is" "kelet" "panorámás" "3 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"4" "22.89" "38" "1" " 10. kerület, Kolozsvári utca 41. " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "3" "4" "nincs" "nincs megadva" "gáz (konvektor)" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "legfelso emelet, nem tetotéri" "utca, közterület - ingyenes" NA "40 000 Ft/hó" NA
"5" "85.9" "56" "2" " 2. kerület, Országút " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "5" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "nyugat" "nincs megadva" "37 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"6" "119.8" "143" "5" " 13. kerület, Tátra utca " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "3 m vagy magasabb" "távfutés" "nincs megadva" "nincs megadva" "délkelet" "utcai" "2 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"7" "7.99" "7" "1" " 13. kerület, Forgách utca " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "3" "nincs megadva" "3 m-nél alacsonyabb" "padlófutés" "nincs megadva" "egy helyiségben" "nincs megadva" "kertre nézo" NA "nincs megadva" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA NA
"8" "52.9" "51" "2" " 3. kerület, Testvérhegy " "újszeru" "2019" "összkomfortos" "nincs megadva" "1" "3" "van" "3 m-nél alacsonyabb" "hoszivattyú" "igen" "külön helyiségben" "kelet" "kertre nézo" "7 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - kötelezo megvenni" NA "36 000 Ft/hó" "5 M Ft"
"9" "78.8" "75" "3" " 11. kerület, Sasad " "jó állapotú" "2001-2010 között" "nincs megadva" "nincs megadva" "3" "4" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "külön helyiségben" "nyugat" "panorámás" "5 m²" "nincs megadva" "nincs megadva" "teremgarázs hely" NA NA NA
"10" "38" "95" "4" " 11. kerület, Fadrusz utca " "felújítandó" "1950 elott" "komfort nélküli" "nincs megadva" "földszint" "7" "nincs megadva" "3 m-nél alacsonyabb" "nincs" "nincs megadva" "nincs megadva" "dél" "kertre nézo" NA "igen" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA NA
"11" "85.9" "56" "2" " 2. kerület, Országút " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "5" "5" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "külön és egyben is" "nyugat" "kertre nézo" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA "19 000 Ft/hó" NA
"12" "82.9" "74" "2" " 2. kerület, Kuruclesi út " "felújított" NA "összkomfortos" "nincs megadva" "1" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "kertre nézo" "14 m²" "igen" "nincs megadva" "önálló garázs - benne van az árban" NA NA NA
"13" "28.9" "50" "2" " 22. kerület, Névtelen utca " "felújítandó" "1981-2000 között" "összkomfortos" "nincs megadva" "3" "4" "nincs" "3 m-nél alacsonyabb" "házközponti" "nem" "nincs megadva" "nincs megadva" "kertre nézo" "3 m²" "nem" "nem tetotéri" "utca, közterület" "nincs megadva" NA NA
"14" "45.9" "58" "2" " 7. kerület, Rottenbiller utca " "közepes állapotú" "1950 elott" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "délnyugat" "utcai" "2 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"15" "79.9" "94" "4" " 1. kerület, Víziváros – Váralja " "felújítandó" "1950 elott" "nincs megadva" "nincs megadva" "1" "4" "van" "3 m vagy magasabb" "nincs megadva" "nincs megadva" "külön és egyben is" "északkelet" "utcai" "1 m²" "nincs megadva" "nincs megadva" "utca, közterület" NA "50 000 Ft/hó" NA
"16" "36.5" "73" "2.5" " 17. kerület, Újlak utca " "felújított" "1950-1980 között" "nincs megadva" "nincs megadva" "4" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs megadva" "nincs megadva" "délkelet" "utcai" "3 m²" "nincs megadva" "nem tetotéri" "nincs megadva" "nincs megadva" NA NA
"17" "36.5" "73" "2.5" " 17. kerület, Újlak utca " "felújított" "1950-1980 között" "nincs megadva" "nincs megadva" "4" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nincs megadva" "nincs megadva" "délkelet" "utcai" "3 m²" "nincs megadva" "nem tetotéri" "nincs megadva" "nincs megadva" NA NA
"18" "105" "103" "3" " 13. kerület, Újlipótváros " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "félemelet" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "egyéb" "nincs megadva" "nincs megadva" "délkelet" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
