"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "parkolohely_ara" "panelprogram" "rezsikoltseg"
"1" "98" "92" "4" " 11. kerület, Kelenföld " "újszeru" "2012" "duplakomfortos" "nincs megadva" "1" "4" "van" "3 m-nél alacsonyabb" "gáz (cirko)" "van" "nincs megadva" "egy helyiségben" "dél" "kertre nézo" "10.8 m²" "nem" "nem tetotéri" "teremgarázs hely - kötelezo megvenni" "3 M Ft" NA NA
"2" "20.99" "29" "1" " 14. kerület, Istvánmezo " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "1" "4" "nincs megadva" "nincs megadva" "gáz (konvektor)" NA "nincs megadva" "egy helyiségben" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"3" "28.9" "30" "1" " 9. kerület, Márton utca " "felújított" NA "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "nincs megadva" "gáz (konvektor)" NA "nincs megadva" "egy helyiségben" "délkelet" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"4" "29.8" "39" "1" " 7. kerület, Murányi utca " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "3" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "délnyugat" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"5" "54.8" "104" "4" " 9. kerület, Mester utca " "felújított" NA "duplakomfortos" "nincs megadva" "3" "4" "van" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "északnyugat" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"6" "114" "129" "3" " 13. kerület, Huba utca " "nincs megadva" "2019" "összkomfortos" "nincs megadva" "4" "nincs megadva" "van" "3 m-nél alacsonyabb" "egyéb" NA "nincs megadva" "külön és egyben is" "délnyugat" "utcai" "45 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"7" "23.4" "51" "2" " 17. kerület, Rákoskeresztúri lakótelep " "felújítandó" "1981-2000 között" "összkomfortos" "nincs megadva" "4" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" NA "igen" "külön helyiségben" "kelet" "kertre nézo" NA "nem" "nem tetotéri" "utca, közterület - ingyenes" NA "részt vett" NA
"8" "30.65" "43" "1" " 14. kerület, Kerékgyártó utca " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" NA "nincs megadva" "külön helyiségben" "délkelet" "utcai" "3 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"9" "57.13" "99" "4" " 20. kerület, Kossuthfalva " "nincs megadva" "2019" "duplakomfortos" "nincs megadva" "1" "2" "nincs" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" "nincs megadva" "egy helyiségben" "nincs megadva" "kertre nézo" "12 m²" "nem" "nem tetotéri" "udvari beálló - megvásárolható" "2 M Ft" NA NA
"10" "59.9" "61" "2" " 1. kerület, Krisztinaváros – Váralja " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "1" "6" "van" "3 m vagy magasabb" "gáz (konvektor)" "nincs" "nincs megadva" "külön helyiségben" "délkelet" "utcai" NA "nincs megadva" "nem tetotéri" "utca, közterület" NA NA NA
"11" "47.9" "74" "2" " 11. kerület, Gazdagréti lakótelep " "nincs megadva" NA "összkomfortos" "nincs megadva" "1" "10" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" "igen" "külön helyiségben" "nyugat" "kertre nézo" NA "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" NA "részt vett" NA
"12" "36.9" "58" "1" " 14. kerület, Ungvár utca " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "3" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "egy helyiségben" "délkelet" "utcai" "5 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA "nincs megadva" NA
"13" "18.7" "33" "2" " 13. kerület, Kassák Lajos utca " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "szuterén" "3" "nincs" "3 m-nél alacsonyabb" "elektromos" NA "nem" "egy helyiségben" "északkelet" "utcai" NA "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" NA NA NA
"14" "108" "80" "3" " 10. kerület, Kobányai út " "újszeru" "2001-2010 között" "összkomfortos" "nincs megadva" "5" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" "nincs megadva" "egy helyiségben" "délnyugat" "panorámás" "80 m²" "nincs megadva" "penthouse" "teremgarázs hely - benne van az árban" NA NA NA
"15" "32.9" "68" "3" " 10. kerület, Harmat utca " "felújított" NA "összkomfortos" "nincs megadva" "10" "10" "van" "3 m-nél alacsonyabb" "távfutés" NA "nincs megadva" "nincs megadva" "északkelet" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" NA
"16" "28.5" "50" "2" " 21. kerület, Csepel-Csillagtelep – Rakéta utcai lakótelep " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "2" "4" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "van" "nem" "egy helyiségben" "nincs megadva" "utcai" "3 m²" "nem" "nincs megadva" "utca, közterület - ingyenes" NA NA "25 000 Ft/hó"
"17" "26.5" "57" "2" " 19. kerület, Rákóczi utca " "felújított" NA "összkomfortos" "nincs megadva" "4" "4" "nincs" "nincs megadva" "házközponti egyedi méréssel" "van" "nincs megadva" "külön helyiségben" "kelet" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"18" "50" "63" "3" " 6. kerület, Belso-Terézváros " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "2" "2" "nincs" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "egy helyiségben" "délkelet" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"19" "20" "31" "1" " 22. kerület, Tolcsvai utca " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "7" "10" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs" "igen" "egy helyiségben" "délkelet" "panorámás" NA "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" NA "nem vett részt" "15 000 Ft/hó"
"20" "47.9" "74" "2" " 11. kerület, Gazdagréti lakótelep " "nincs megadva" NA "összkomfortos" "nincs megadva" "1" "10" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "külön helyiségben" "nyugat" "kertre nézo" NA "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA "nincs megadva" NA
