"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "parkolohely_ara" "legkondicionalo" "rezsikoltseg" "panelprogram"
"1" "51.4" "56" "2" " 11. kerület, Sasad " "jó állapotú" "2014" "összkomfortos" "nincs megadva" "2" "5" "van" "nincs megadva" "házközponti egyedi méréssel" "nincs megadva" "külön helyiségben" "nincs megadva" "kertre nézo" "10 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - kötelezo megvenni" "4.5 M Ft" NA NA NA
"2" "75.9" "94" "4" " 2. kerület, Frankel Leó út " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "1" "nincs megadva" "van" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"3" "56.9" "95" "4" " 9. kerület, Középso-Ferencváros – Malmok " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "3" "4" "nincs" "3 m vagy magasabb" "gáz (konvektor), cserépkályha" "nincs megadva" "külön helyiségben" "délnyugat" "udvari" NA "nincs megadva" "legfelso emelet, nem tetotéri" "utca, közterület - fizetos övezet" NA "nincs" NA NA
"4" "89.9" "104" "3" " 14. kerület, Alsórákos " "újszeru" "2001-2010 között" "duplakomfortos" "nincs megadva" "félemelet" "3" "nincs megadva" "3 m-nél alacsonyabb" "padlófutés, gáz (cirko)" "nincs megadva" "külön és egyben is" "délkelet" "kertre nézo" "8 m²" "nincs megadva" "nincs megadva" "önálló garázs - kötelezo megvenni" "2.1 M Ft" "van" "15 000 Ft/hó" NA
"5" "99.9" "84" "3" " 7. kerület, Madách Imre út 11. " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "4" "6" "nincs megadva" "3 m vagy magasabb" "házközponti" "nincs megadva" "külön és egyben is" "nincs megadva" "panorámás" NA "nincs megadva" "nincs megadva" "teremgarázs hely - bérelheto" NA "van" NA NA
"6" "36" "63" "3" " 11. kerület, Andor utca " "felújítandó" NA "összkomfortos" "nincs megadva" "6" "10" "van" "nincs megadva" "távfutés" "nincs megadva" "külön helyiségben" "délkelet" "utcai" "5 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA "nincs megadva"
"7" "23.9" "32" "1" " 14. kerület, Telepes utca " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "földszint" "földszintes" "nincs" "3 m vagy magasabb" "gáz (cirko)" "igen" "egy helyiségben" "kelet" "udvari" NA "igen" "nem tetotéri" "udvari beálló - benne van az árban" NA "nincs" NA NA
"8" "54.99" "76" "3" " 9. kerület, Mátyás utca " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "2" "3" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nem" "külön helyiségben" "nyugat" "utcai" NA "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA "van" "17 000 Ft/hó" NA
"9" "55.9" "74" "2" " 7. kerület, Wesselényi utca 25. " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "3" "4" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "külön és egyben is" "nincs megadva" "utcai" NA "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" NA "nincs" NA NA
"10" "71.9" "71" "3" " 13. kerület, Visegrádi utca " "felújított" "1950 elott" "duplakomfortos" "nincs megadva" "4" "5" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "egy helyiségben" "nyugat" "utcai" NA "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA "van" "17 000 Ft/hó" NA
