"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "erkely" "legkondicionalo" "panelprogram" "rezsikoltseg"
"1" "64.5" "91" "3" " 7. kerület, Külso-Erzsébetváros " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "3" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "délnyugat" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"2" "58.9" "98" "3" " 7. kerület, Külso-Erzsébetváros – Ligetváros " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "4" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "délkelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "5 m²" NA NA NA
"3" "74.9" "64" "2" " 11. kerület, Rodostó utca " "nincs megadva" "2019" "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "nincs megadva" "kelet" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" "15 m²" NA NA NA
"4" "39.5" "39" "1" " 7. kerület, Középso-Erzsébetváros " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "délkelet" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"5" "59" "67" "2" " 13. kerület, Angyalföldi út " "nincs megadva" "2019" "nincs megadva" "nincs megadva" "4" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "nincs megadva" "kelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "11 m²" NA NA NA
"6" "49.9" "49" "1" " 7. kerület, Külso-Erzsébetváros " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "4" "nincs megadva" "van" "3 m vagy magasabb" "elektromos" "nincs megadva" "nincs megadva" "délkelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"7" "52" "63" "2" " 9. kerület, Belso-Ferencváros " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "délnyugat" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"8" "77.9" "64" "2" " 5. kerület, Belváros " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "3" "nincs megadva" "van" "nincs megadva" "házközponti" "nincs megadva" "nincs megadva" "nincs megadva" "udvari" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"9" "35.9" "69" "2.5" " 15. kerület, Vácegres utca " "jó állapotú" NA "nincs megadva" "nincs megadva" "3" "4" "nincs" "3 m-nél alacsonyabb" "házközponti" "nincs megadva" "nincs megadva" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" "4 m²" "van" "nincs megadva" NA
"10" "42.9" "58" "2" " 2. kerület, Csatárka " "közepes állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "10" "10" "nincs megadva" "3 m-nél alacsonyabb" "egyéb" "nincs megadva" "külön helyiségben" "nincs megadva" "panorámás" "nem" "nincs megadva" "udvari beálló - benne van az árban" NA "nincs" "részt vett" NA
"11" "26.9" "53" "2" " 19. kerület, Fo utca " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "6" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés" "nincs megadva" "nincs megadva" "délkelet" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" "4 m²" NA "nincs megadva" NA
