"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "panelprogram" "parkolas" "legkondicionalo" "rezsikoltseg"
"1" "34.9" "68" "2" " 15. kerület, Páskom park " "közepes állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "3" "3" "nincs" "3 m-nél alacsonyabb" "távfutés" "nem" "nincs megadva" "dél" "kertre nézo" "1 m²" "nem" "nem tetotéri" "nincs megadva" "utca, közterület" NA NA
"2" "52.9" "62" "2" " 2. kerület, Törökvész út " "jó állapotú" "1981-2000 között" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "kelet" "nincs megadva" "9 m²" "nincs megadva" NA NA "nincs megadva" NA NA
"3" "51.9" "67" "2" " 12. kerület, Táltos utca " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "3" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "nyugat" "utcai" NA "nincs megadva" "nem tetotéri" NA "nincs megadva" NA NA
"4" "28.9" "30" "1" " 9. kerület, Márton utca " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "délkelet" "udvari" NA "nincs megadva" "nem tetotéri" NA "nincs megadva" NA NA
"5" "48.8" "66" "1" " 9. kerület, Nádasdy utca " "nincs megadva" "2020" "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "nincs megadva" "egyéb" "nincs megadva" "nincs megadva" "délnyugat" "utcai" "11 m²" "nincs megadva" "nem tetotéri" NA "nincs megadva" NA NA
"6" "95" "107" "3" " 1. kerület, Attila út " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "2" "5" "van" "3 m vagy magasabb" "távfutés" "nincs megadva" "külön és egyben is" "délnyugat" "utcai" "3 m²" "nem" "nem tetotéri" NA "utca, közterület" NA NA
"7" "24.4" "51" "2" " 17. kerület, Rákoskeresztúr " "befejezetlen" NA "összkomfortos" "nincs megadva" "5" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "igen" "külön helyiségben" "nincs megadva" "utcai" "3 m²" "nem" "nem tetotéri" "részt vett" "utca, közterület - ingyenes" "nincs" NA
"8" "79.9" "105" "3" " 7. kerület, Thököly út " "közepes állapotú" "1950 elott" "nincs megadva" "nincs megadva" "5" "6" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "külön helyiségben" "nyugat" "panorámás" "6 m²" "nincs megadva" "nincs megadva" NA "nincs megadva" NA NA
"9" "81.9" "138" "2" " 14. kerület, Thököly út " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nem" "nincs megadva" "délkelet" "kertre nézo" "50 m²" "igen" "nem tetotéri" NA "udvari beálló - benne van az árban" NA NA
"10" "62.8" "104" "3" " 8. kerület, Népszínház utca " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "5" "6" "van" "3 m vagy magasabb" "gáz (konvektor)" "nem" "nincs megadva" "dél" "utcai" NA "nem" "nem tetotéri" NA "utca, közterület" NA NA
"11" "22.4" "50" "1" " 15. kerület, Rákospalota " "felújítandó" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nem" "nincs megadva" "kelet" "utcai" NA "igen" "nem tetotéri" NA "udvari beálló - benne van az árban" NA NA
"12" "44.99" "50" "1" " 7. kerület, Erzsébet körút " "újszeru" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "3" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nem" "nincs megadva" "nyugat" "utcai" NA "igen" "nem tetotéri" NA "utca, közterület" NA NA
"13" "63.9" "76" "3" " 12. kerület, Istenhegy " "felújítandó" "1950-1980 között" "nincs megadva" "nincs megadva" "1" "4" "nincs megadva" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" NA "udvari beálló" NA NA
"14" "62.9" "73" "2" " 11. kerület, Bertalan Lajos utca " "felújított" "1950-1980 között" "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés" "nincs megadva" "nincs megadva" "nyugat" "utcai" "5 m²" "nincs megadva" "nem tetotéri" NA "nincs megadva" NA NA
"15" "28.9" "61" "3" " 18. kerület, Szemeretelep " "felújítandó" "1981-2000 között" "nincs megadva" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs megadva" "gáz (cirko)" "nincs megadva" "külön helyiségben" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" NA "udvari beálló" NA "30 000 Ft/hó"
"16" "29" "34" "1" " 14. kerület, Kerepesi út " "közepes állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "dél" "utcai" "4 m²" "nincs megadva" "nem tetotéri" NA "nincs megadva" NA NA
"17" "54.7" "72" "3" " 14. kerület, Alsórákos " "jó állapotú" "2001-2010 között" "összkomfortos" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "külön helyiségben" "kelet" "nincs megadva" "6 m²" "nincs megadva" "nincs megadva" NA "teremgarázs hely" NA NA
"18" "39.99" "58" "2" " 11. kerület, Bartók Béla út " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "4" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "távfutés" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "3 m²" "nincs megadva" "nem tetotéri" NA "nincs megadva" NA NA
"19" "51.9" "82" "3" " 16. kerület, Farkashalom utca " "újszeru" "2001-2010 között" "összkomfortos" "nincs megadva" "1" "2" "nincs" "nincs megadva" "gáz (cirko), padlófutés" "nincs megadva" "nincs megadva" "dél" "kertre nézo" "14 m²" "nem" "nincs megadva" NA "önálló garázs - benne van az árban" "van" NA
