"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "legkondicionalo" "erkely" "panelprogram" "rezsikoltseg"
"1" "69" "82" "4" " 3. kerület, Kocsis Sándor út " "nincs megadva" "2020" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "egyéb" "nincs megadva" "nincs megadva" "kelet" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"2" "23.8" "31" "1" " 8. kerület, Józsefváros – Orczynegyed " "felújított" NA "összkomfortos" "nincs megadva" "2" "3" "nincs" "3 m vagy magasabb" "egyéb" "nincs megadva" "egy helyiségben" "délnyugat" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"3" "42.9" "82" "4" " 18. kerület, Gloriett-telep " "felújított" "1981-2000 között" "összkomfortos" "nincs megadva" "2" "5" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nem" "külön helyiségben" "délnyugat" "utcai" "nem" "nem tetotéri" "utca, közterület - ingyenes" "van" "3 m²" "nem vett részt" NA
"4" "63.6" "60" "2" " 5. kerület, Honvéd utca " "befejezetlen" NA "nincs megadva" "nincs megadva" "3" "5" "van" "3 m vagy magasabb" "házközponti" "nincs megadva" "külön helyiségben" "délnyugat" "kertre nézo" "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" "van" NA NA NA
"5" "74.5" "88" "3" " 7. kerület, Dohány utca " "újszeru" "1950 elott" "összkomfortos" "nincs megadva" "nincs megadva" "5" "van" "nincs megadva" "házközponti egyedi méréssel" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" "van" "3 m²" NA NA
"6" "25" "31" "1" " 14. kerület, Alsórákos " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "1" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "kelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"7" "39.8" "52" "2" " 14. kerület, Bolgárkertész utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "2 m²" NA "30 000 Ft/hó"
"8" "33.5" "41" "1" " 8. kerület, Ülloi út " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "3 m vagy magasabb" "elektromos" "nincs megadva" "nincs megadva" "délkelet" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"9" "69.9" "97" "5" " 2. kerület, Rézmál " "felújítandó" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "egy helyiségben" "délkelet" "nincs megadva" "nincs megadva" "nincs megadva" "udvari beálló" NA NA NA "9 000 Ft/hó"
"10" "31.5" "53" "1" " 7. kerület, Damjanich utca " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "északkelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"11" "24.8" "49" "2" " 3. kerület, Boglár utca " "felújítandó" "1981-2000 között" "összkomfortos" "nincs megadva" "8" "10" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" "nincs" "4 m²" "nem vett részt" NA
"12" "29.9" "32" "1" " 12. kerület, Nagyenyed utca " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "4" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "kelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"13" "28.9" "42" "2" " 7. kerület, Péterfy Sándor utca " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "északkelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"14" "26.7" "26" "1" " 12. kerület, Maros utca " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "3" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "kelet" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"15" "32.99" "50" "2" " 14. kerület, Pillangó park 14. " "felújított" NA "nincs megadva" "nincs megadva" "8" "10" "van" "nincs megadva" "távfutés egyedi méréssel" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" NA "4 m²" "nincs megadva" NA
"16" "26.99" "53" "2" " 4. kerület, Árpád út " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "távfutés egyedi méréssel" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "4 m²" "nincs megadva" NA
"17" "41.4" "55" "2" " 10. kerület, Felsorákos " "újszeru" "2001-2010 között" "összkomfortos" "nincs megadva" "1" "3" "nincs" "nincs megadva" "gáz (cirko)" "nincs megadva" "külön helyiségben" "nincs megadva" "kertre nézo" "nem" "nem tetotéri" "teremgarázs hely" "van" "5 m²" NA NA
"18" "79.9" "108" "4" " 6. kerület, Podmaniczky utca " "felújított" "1950 elott" "duplakomfortos" "nincs megadva" "földszint" "3" "nincs megadva" "3 m vagy magasabb" "gáz (cirko)" "igen" "külön és egyben is" "kelet" "utcai" "igen" "nincs megadva" "utca, közterület" "van" NA NA NA
"19" "80" "80" "3" " 6. kerület, Eötvös utca " "felújított" NA "duplakomfortos" "nincs megadva" "nincs megadva" "nincs megadva" "van" "3 m-nél alacsonyabb" "falfutés" "igen" "külön helyiségben" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "utca, közterület" "van" "11 m²" NA NA
"20" "39.9" "47" "2" " 9. kerület, Ipar utca " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "4" "5" "van" "3 m-nél alacsonyabb" "elektromos" "nincs megadva" "egy helyiségben" "kelet" "udvari" "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" NA NA NA NA
