"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "legkondicionalo" "parkolohely_ara" "panelprogram" "rezsikoltseg"
"1" "46.5" "79" "3" " 8. kerület, Práter utca " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "2" "4" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "egy helyiségben" "északnyugat" "utcai" "2 m²" "nincs megadva" "nincs megadva" "utca, közterület" NA NA NA NA
"2" "94" "118" "3" " 7. kerület, Erzsébet körút " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "1" "4" "van" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "kelet" "utcai" NA "nincs megadva" "nincs megadva" "utca, közterület" NA NA NA NA
"3" "129" "72" "2" " 7. kerület, Középso-Erzsébetváros " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "1" "3" "nincs" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "délnyugat" "utcai" NA "nincs megadva" "nincs megadva" "utca, közterület" NA NA NA NA
"4" "145" "114" "3" " 2. kerület, Törökvész " "közepes állapotú" "1981-2000 között" "duplakomfortos" "nincs megadva" "2" "2" "nincs" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nem" "egy helyiségben" "dél" "panorámás" "20 m²" "nem" "nincs megadva" "önálló garázs - kötelezo megvenni" "nincs" "8 M Ft" NA NA
"5" "36.8" "43" "1" " 8. kerület, Mátyás tér " "újszeru" "2014" "összkomfortos" "nincs megadva" "5" "7" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "igen" "nincs megadva" "délkelet" "utcai" "5 m²" "nem" "nem tetotéri" "önálló garázs - megvásárolható" NA NA NA NA
"6" "37.9" "51" "3" " 14. kerület, Alsórákos " "nincs megadva" "2019" "nincs megadva" "nincs megadva" "6" "nincs megadva" "van" "nincs megadva" "megújuló energia, hoszivattyú" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "van" NA NA NA
"7" "30.9" "68" "3" " 9. kerület, Ülloi út " "felújítandó" "1981-2000 között" "összkomfortos" "nincs megadva" "1" "10" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nem" "külön helyiségben" "délnyugat" "utcai" "3 m²" "nincs megadva" "nem tetotéri" "utca, közterület" "nincs" NA "nem vett részt" NA
"8" "38.9" "48" "2" " 9. kerület, Bokréta utca " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "félemelet" "4" "van" "3 m-nél alacsonyabb" "gáz (konvektor)" "igen" "külön helyiségben" "délnyugat" "nincs megadva" "6 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA "12 000 Ft/hó"
"9" "29.95" "48" "1" " 16. kerület, Lándzsa utca " "közepes állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "földszint" "4" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs megadva" "külön helyiségben" "délnyugat" "kertre nézo" "3 m²" "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA NA NA NA
"10" "65" "89" "4" " 2. kerület, Országút " "felújítandó" "1950 elott" "összkomfortos" "nincs megadva" "3" "4" "nincs" "3 m vagy magasabb" "gáz (konvektor), cserépkályha" "nem" "külön helyiségben" "nyugat" "utcai" NA "nem" "nem tetotéri" "utca, közterület - fizetos övezet" "nincs" NA NA NA
