"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "erkely" "panelprogram" "rezsikoltseg" "parkolohely_ara"
"1" "37.99" "39" "1" " 6. kerület, Eötvös utca " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "félemelet" "4" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nincs" "nem" "egy helyiségben" "délkelet" "udvari" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA NA NA
"2" "54" "84" "4" " 11. kerület, Gazdagréti tér " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "2" "6" "van" "3 m-nél alacsonyabb" "távfutés" "nincs" "igen" "egy helyiségben" "délnyugat" "kertre nézo" "nem" "nem tetotéri" "utca, közterület - ingyenes" "3 m²" "nincs megadva" NA NA
"3" "52.6" "77" "2" " 9. kerület, Ferenc körút " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "1" "3" "van" "3 m vagy magasabb" "gáz (cirko)" NA "igen" "külön helyiségben" "délnyugat" "utcai" "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" NA NA NA NA
"4" "75" "82" "2" " 2. kerület, II/A kerület – Pesthidegkút-Ófalu " "újszeru" "2018" "luxus" "nincs megadva" "3" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "hoszivattyú, mennyezeti hutés-futés" "van" "nem" "egy helyiségben" "dél" "panorámás" "nem" "tetotéri" "udvari beálló - benne van az árban" "5 m²" NA NA NA
"5" "34.9" "40" "2" " 9. kerület, Tompa utca " "közepes állapotú" NA "összkomfortos" "nincs megadva" "1" "4" "van" "3 m vagy magasabb" "gáz (konvektor)" "nincs" "nincs megadva" "egy helyiségben" "kelet" "udvari" "nem" "nincs megadva" "nincs megadva" NA NA NA NA
"6" "29.9" "37" "1" " 1. kerület, Márvány utca " "felújítandó" "1950 elott" "összkomfortos" "nincs megadva" "félemelet" "3" "nincs megadva" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs" "nincs megadva" "egy helyiségben" "északnyugat" "utcai" "nem" "nem tetotéri" "utca, közterület - ingyenes" NA NA NA NA
"7" "36.9" "42" "2" " 7. kerület, István utca " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nincs" "nem" "külön és egyben is" "kelet" "utcai" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA NA NA
"8" "36.9" "58" "2" " 9. kerület, Lónyay utca " "felújítandó" "1950 elott" "összkomfortos" "nincs megadva" "2" "2" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs" "nem" "egy helyiségben" "kelet" "udvari" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" NA NA NA NA
"9" "47.4" "57" "2" " 9. kerület, Bokréta utca " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "2" "3" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nincs" "nem" "egy helyiségben" "délkelet" "utcai" "nem" "nem tetotéri" "utca, közterület - ingyenes" "3.8 m²" NA NA NA
"10" "17.5" "25" "1" " 14. kerület, Erzsébet királyné útja " "jó állapotú" NA "összkomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs" "nincs megadva" "egy helyiségben" "nyugat" "utcai" "igen" "nincs megadva" "nincs megadva" NA NA NA NA
